PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Becker, RH; Zmijewski, KA; Crail, T				Becker, Richard H.; Zmijewski, Kirk A.; Crail, Todd			Seeing the forest for the invasives: mapping buckthorn in the Oak Openings	BIOLOGICAL INVASIONS												Landsat TM and ETM+ satellite images from 2001 to 2011 were used to map the extent and change of the invasive shrubs common and glossy buckthorn (Frangula alnus and Rhamnus cathartica) at Irwin Prairie State Nature Preserve (IPSNP), and throughout Oak Openings, a 1,500 km(2) region, located in NW Ohio, USA and SE Michigan near Lake Erie. In the Oak Openings, buckthorn directly threatens native biodiversity and habitat health of this globally rare ecosystem. Buckthorn that forms as dense shrub thicket in the understory is often obscured from satellite view by other canopy and is not spectrally dissimilar enough to be characterized using multispectral images. To address this, time series tasseled cap greenness images of land surface areas dominated by buckthorn thicket (which exhibit early leaf-out, late senescence) was used to identify areas covered by thicket with a heterogeneous background. A time series of vegetation index values was calculated from 49 Landsat images and combined with in-situ observations to define the land surface phenology of buckthorn thicket and other vegetation types. The phenological differences among land surfaces dominated by distinct vegetation types in the Oak Openings Region were used to map the extent of buckthorn thicket using a supervised classification method. Buckthorn thicket was identified in 0.43 % of the classified pixels (940 ha) in the 2007-2011 imagery and in 0.31 % (690 ha) of the 2001-2006 images. A Kappa test of the 2007-2011 classification yielded a value of 0.73 with 88 % overall accuracy of presence or absence of thicket based on 60 samples throughout the Oak Openings. The areal extent of buckthorn thicket increased by 39 % (255 ha) in the study area over the time period from 2001 to 2011.				Becker, Richard/A-9120-2010	Becker, Richard/0000-0003-2514-2040												1387-3547					FEB	2013	15	2					315	326		10.1007/s10530-012-0288-8								WOS:000313030500009						
J	Olea, PP; Mateo-Tomas, P				Olea, Pedro P.; Mateo-Tomas, Patricia			Assessing Species Habitat Using Google Street View: A Case Study of Cliff-Nesting Vultures	PLOS ONE												The assessment of a species' habitat is a crucial issue in ecology and conservation. While the collection of habitat data has been boosted by the availability of remote sensing technologies, certain habitat types have yet to be collected through costly, on-ground surveys, limiting study over large areas. Cliffs are ecosystems that provide habitat for a rich biodiversity, especially raptors. Because of their principally vertical structure, however, cliffs are not easy to study by remote sensing technologies, posing a challenge for many researches and managers working with cliff-related biodiversity. We explore the feasibility of Google Street View, a freely available on-line tool, to remotely identify and assess the nesting habitat of two cliff-nesting vultures (the griffon vulture and the globally endangered Egyptian vulture) in northwestern Spain. Two main usefulness of Google Street View to ecologists and conservation biologists were evaluated: i) remotely identifying a species' potential habitat and ii) extracting fine-scale habitat information. Google Street View imagery covered 49% (1,907 km) of the roads of our study area (7,000 km(2)). The potential visibility covered by on-ground surveys was significantly greater (mean: 97.4%) than that of Google Street View (48.1%). However, incorporating Google Street View to the vulture's habitat survey would save, on average, 36% in time and 49.5% in funds with respect to the on-ground survey only. The ability of Google Street View to identify cliffs (overall accuracy = 100%) outperformed the classification maps derived from digital elevation models (DEMs) (62-95%). Nonetheless, high-performance DEM maps may be useful to compensate Google Street View coverage limitations. Through Google Street View we could examine 66% of the vultures' nesting-cliffs existing in the study area (n = 148): 64% from griffon vultures and 65% from Egyptian vultures. It also allowed us the extraction of fine-scale features of cliffs. This World Wide Web-based methodology may be a useful, complementary tool to remotely map and assess the potential habitat of cliff-dependent biodiversity over large geographic areas, saving survey-related costs.				Mateo-Tomas, Patricia/L-8471-2014	Mateo-Tomas, Patricia/0000-0001-6762-9514												1932-6203					JAN 23	2013	8	1							e54582	10.1371/journal.pone.0054582								WOS:000314021500089	23355880					
S	Wang, L; Liu, SH; Wang, LZ; Liang, XJ		Hu, S; Ye, X		Wang, Li; Liu, Suhong; Wang, Lizhao; Liang, Xiaojia			Spatial Distribution of Crofton Weeds in Southwest China with MODIS NDVI of Long Time Series	2013 21ST INTERNATIONAL CONFERENCE ON GEOINFORMATICS (GEOINFORMATICS)	International Conference on Geoinformatics				21st International Conference on Geoinformatics (Geoinformatics)	JUN 20-22, 2013	Kai Feng, PEOPLES R CHINA	Henan Univ, Coll Environm & Planning, Minist Educ, Key Lab Geospatial Technol Middle & Lower Yellow River Reg, Int Assoc Chinese Profess Geograph Informat Sci, Henan Assoc Sci & Technol, IEEE Geoscience & Remote Sensing Soc, Henan Univ, Minist Educ, Key Res Inst Yellow River Civilizat & Sustainable Dev, Geograph Soc Henan Prov				Crofton weed, which was introduced to the southwest of China in the 1940s via the border between China and Burma, now has a seriously damaging effect on the biodiversity and the living environment in those regions, including Yunnan, Sichuan, Guizhou, Guangxi, Tibet, Chongqing, and Hubei. To help monitor this situation effectively, there have been many researches that utilize remote sensing images to identify the spread of Crofton weed. However, most of these researches found it difficult to identify Crofton weed because it is mixed and entangled with a large number of other vegetation. In our research, data processing includes three steps: 1) Retrieving the spectral feature values of Crofton weed at the different growth stages through long time regional sampling; 2) Comparing the NDVI of Crofton weeds, forests, crops, water bodies, residential areas in the typical sampling regions by using the time series data of remote sensing images; and finally, 3) Classifying the remote sensing images of the research regions according to the distinctive features of NDVI curves based on the time series data. The outcome of following these three data processing steps is a relatively accurate classification result, which produces a high-accuracy distribution map of the Crofton weed.																	2161-024X						2013																		WOS:000339361500094						
J	Kulloli, RN; Purohit, CS; Kumar, S; Jindal, SK; Rawat, K; Acharya, D				Kulloli, R. N.; Purohit, Chandan Singh; Kumar, Suresh; Jindal, S. K.; Rawat, K.; Acharya, D.			Distribution of Commiphora wightii (Arnt.) Bhand. in Rajasthan with Special Emphasis on its Conservation Planning in Arid Areas	VEGETOS												Commiphora wightii (Arnott) Bhand., commonly known as 'Guggal', is an important medicinal plant that has been categorized as threatened but International Union for Conservation of Nature (IUCN) has put it under data deficient (DD) category. Consequently, placing it in 'Data Deficient' category of IUCN requires detailed information on its spatial distribution and other related aspects. Hence we report here the results of our appraisal of Guggal in Rajasthan, using remote sensing and ground truthing. A base map of Guggal was prepared using Geographical Information System (GIS) open source software Quantum GIS, SAGA. Landsat ETM+ and ASTER GDEM (Advanced Space borne Thermal Emission and Reflection Radiometer Global Digital Elevation Model) Satellite Data were used. By clipping Aster GDEM Data with district boundary it was then provided color range to get elevation information. A digital elevation model of Rajasthan physiography was developed from ASTER and GDEM Data that has 30 m resolution. GIS layers of area of occurrences for Guggal plant and elevation were created. This map along with topographic sheets of 1:50000 were used for field traversing and ground truthing in 35 expeditions from 2009 to 2012. From the ground data, GPS data of longitude, latitude and altitude of each survey points were used in creating GIS layers in a 3D elevation map as also Guggal distribution and density map in 20 districts of Rajasthan. Results revealed that Guggal predominantly occurs in hilly and piedmonts zone. Its density was low in southeast Rajasthan (2-5 plants/ha) compared to western Rajasthan (8-10 plants/ha. In view of better vigour and survival in native sites in western Rajasthan's bioclimatic conditions, its ex-situ and in-situ conservation will be more successful in the districts of Jaisalmer, Barmer, Jalore and Jodhpur than in other areas.																	0970-4078	2092-7843					2013	26				SI		113	120		10.5958/j.2229-4473.26.2s.129                                                   								WOS:000335969200017						
S	Li, S; Wan, WC; Li, LW		Zhao, J; Iranpour, R; Li, X; Jin, B		Li, Su; Wan, Wenchao; Li, Luwen			Advances on Urban Impervious Surface Extraction Using Remote Sensing Data	ADVANCES IN ENVIRONMENTAL TECHNOLOGIES, PTS 1-6	Advanced Materials Research				2nd International Conference on Energy and Environmental Protection (ICEEP 2013)	APR 19-21, 2013	Guilin, PEOPLES R CHINA	Inner Mongolia Univ, Chinese Acad Sci, Res Ctr Eco Environm Sci, Key Lab Environm Biotechnol				Urban impervious surface is an artificial surface features of the city, affecting urban surface runoff, the hydrological cycle, water quality, local climate and biodiversity, is one of the important indicators of the modern urbanization and urban ecosystem monitoring. With the development of urban remote sensing, various resolution remote sensing images have been used in urban impervious surface extraction. In this paper, image source remote sensing image classification criteria focus on the application of the various resolution remote sensing image, application methods and applications; summary evaluation of the existing methods, finally pointed out the future prospects.																	1022-6680		978-3-03785-742-7				2013	726-731						4552	4557		10.4028/www.scientific.net/AMR.726-731.4552								WOS:000333767501392						
J	Hoffmann, A; Penner, J; Vohland, K; Cramer, W; Doubleday, R; Henle, K; Koljalg, U; Kuhn, I; Kunin, WE; Negro, JJ; Penev, L; Rodriguez, C; Saarenmaa, H; Schmeller, DS; Stoev, P; Sutherland, WJ; Tuama, EO; Wetzel, FT; Hauser, CL				Hoffmann, Anke; Penner, Johannes; Vohland, Katrin; Cramer, Wolfgang; Doubleday, Robert; Henle, Klaus; Koljalg, Urmas; Kuehn, Ingolf; Kunin, William E.; Jose Negro, Juan; Penev, Lyubomir; Rodriguez, Carlos; Saarenmaa, Hannu; Schmeller, Dirk S.; Stoev, Pavel; Sutherland, William J.; Tuama, Eamonn O.; Wetzel, Florian T.; Haeuser, Christoph L.			Improved access to integrated biodiversity data for science, practice, and policy - the European Biodiversity Observation Network (EU BON)	NATURE CONSERVATION-BULGARIA												Biodiversity is threatened on a global scale and the losses are ongoing. In order to stop further losses and maintain important ecosystem services, programmes have been put into place to reduce and ideally halt these processes. A whole suite of different approaches is needed to meet these goals. One major scientific contribution is to collate, integrate and analyse the large amounts of fragmented and diverse biodiversity data to determine the current status and trends of biodiversity in order to inform the relevant decision makers. To contribute towards the achievement of these challenging tasks, the project EU BON was developed. The project is focusing mainly on the European continent but contributes at the same time to a much wider global initiative, the Group on Earth Observations Biodiversity Observation Network (GEO BON), which itself is a part of the Group of Earth Observation System of Systems (GEOSS). EU BON will build on existing infrastructures such as GBIF, LifeWatch and national biodiversity data centres in Europe and will integrate relevant biodiversity data from on-ground observations to remote sensing information, covering terrestrial, freshwater and marine habitats. A key feature of EU BON will be the delivery of relevant, fully integrated data to multiple and different stakeholders and end users ranging from local to global levels. Through development and application of new standards and protocols, EU BON will enable greater interoperability of different data layers and systems, provide access to improved analytical tools and services, and will provide better harmonised biodiversity recording and monitoring schemes from citizen science efforts to long-term research programs to mainstream future data collecting. Furthermore EU BON will support biodiversity science-policy interfaces, facilitate political decisions for sound environmental management, and help to conserve biodiversity for human well-being at different levels, ranging from communal park management to the Intergovernmental Platform on Biodiversity and Ecosystem Services (IPBES). Additionally, the project will strengthen European capacities and infrastructures for environmental information management and sustainable development. The following paper outlines the framework and the approach that are pursued.				Cramer, Wolfgang/B-8221-2008; Schmeller, Dirk/F-4324-2010; Kuhn, Ingolf/B-9756-2009	Cramer, Wolfgang/0000-0002-9205-5812; Schmeller, Dirk/0000-0002-3860-9933; Kuhn, Ingolf/0000-0003-1691-8249; Sutherland, William/0000-0002-6498-0437; Negro, juan/0000-0002-8697-5647; Stoev, Pavel/0000-0002-5702-5677												1314-6947	1314-3301					2013		6					49	65		10.3897/natureconservation.6.6498								WOS:000209432600003						
J	Simonson, WD; Allen, HD; Coomes, DA				Simonson, William D.; Allen, Harriet D.; Coomes, David A.			Remotely sensed indicators of forest conservation status: Case study from a Natura 2000 site in southern Portugal	ECOLOGICAL INDICATORS												The successful implementation of habitat conservation measures demands regular and spatially explicit monitoring and reporting on conservation status at a range of scales, based on indicators of both habitat range and condition (structure and functions required for long-term maintenance). Such is the case with the Natura 2000 protected areas in Europe. Focusing on the cork oak (Quercus suber) forests of one such area, the Serra de Monchique in southern Portugal, we test the complementarity and joint effectiveness of airborne multispectral and laser scanning (lidar) in providing robust indicators of conservation status. Principal forest types and other land covers are mapped to an accuracy of up to 70% (11 land cover classes) and 81% (5 classes) by fusing the two remote sensing datasets, results that are superior to using either one alone. Using previously tested relationships between lidar height metrics, forest vegetation structure and species diversity, we develop a map predicting areas of high (22% of area), medium (25%) and low (53%) condition. We recommend the further development and testing of remotely sensed range and condition indicators of conservation status for their application in important forested sites across Europe and beyond. (C) 2012 Elsevier Ltd. All rights reserved.																	1470-160X					JAN	2013	24						636	647		10.1016/j.ecolind.2012.08.024								WOS:000311059900071						
J	Gairola, S; Proches, S; Rocchini, D				Gairola, Sanjay; Proches, Serban; Rocchini, Duccio			High-resolution satellite remote sensing: a new frontier for biodiversity exploration in Indian Himalayan forests	INTERNATIONAL JOURNAL OF REMOTE SENSING												Satellite imagery with fine spectral and spatial resolution and high temporal resolution provides a unique opportunity to map and monitor biodiversity. The aim of this article is (i) to review the state of the use of high-resolution remote sensing for ecological studies in the Indian Himalayan Region (IHR) and (ii) to suggest further potential avenues of research in the region using this technology. It has been recognized that the recent improvements in remote sensing have enabled researchers to categorize and spatially map species and communities and to detect vegetation types based on ecological gradients and environmental drivers. Across the globe, the use of current high-resolution imagery in vegetation studies is increasing due to their improved efficiency, as fine-scale vegetation information is needed for both theoretical understanding of the processes involved and conservation towards the maintenance of ecological functions of natural ecosystems. Remote sensing is particularly useful in the IHR, where field-based mapping of forest vegetation and land cover using conventional techniques is a cost-and time-intensive effort. Mapping fine-scale patterns of tree species using high-resolution remote-sensing data has important implications for the understanding and monitoring of ecosystem function and biodiversity patterns in forests.				Proches, Serban/A-2044-2008	Proches, Serban/0000-0002-3415-6930; Rocchini, Duccio/0000-0003-0087-0594												0143-1161	1366-5901					2013	34	6					2006	2022		10.1080/01431161.2012.730161								WOS:000311557300009						
J	Solefack, MCM; Chabrerie, O; Gallet-Moron, E; Nkongmeneck, BA; Leumbe, ONL; Decocq, G				Solefack, Marie Caroline Momo; Chabrerie, Olivier; Gallet-Moron, Emilie; Nkongmeneck, Bernard-Aloys; Leumbe, Olivier Noel Leumbe; Decocq, Guillaume			Analysing deforestation by remote sensing coupled with structural equation models: example of the cloud forest of mount Oku (Cameroon)	ACTA BOTANICA GALLICA												Habitat destruction and land use change are major causes of biodiversity erosion on Earth, especially in tropical regions. Monitoring studies or even surveys of species and community diversity in changing landscapes or disturbed areas require an assessment of the land cover changes over time. Here, we present a method combining remote sensing and structural equation models (SEM) to describe and analyse landscape dynamics. We focus on the mount Oku as an example, which is a mountain area located in north-west Cameroon. This site hosts the largest remaining tract of Central African cloud forest, a biodiversity hotspot threatened by contemporary land-use changes. Our aim is to characterize land cover changes over the last three decades and to quantify and elucidate the causes of deforestation and forest fragmentation. For this purpose, we integrate several Landsat satellite images taken between 1978 and 2007 in a Geographic Information System (GIS), and compare changes in land-use types. We assess forest fragmentation over this period by comparing the number, the area and the perimeter of forest fragments, and derive a forest fragmentation index. Finally, we quantify the respective effects of natural (altitude, slope) and human (human density, distance to villages) factors on deforestation using SEM. We evidence two periods in the dynamics of the cloud forest cover: a period of intense deforestation (1978-2001), followed by a period of re-afforestation (2001-2007). The forest cover lost 62.1% of its area (12,060 ha) between 1978 and 2001, corresponding to an averaged deforestation rate of 579 ha.yr(-1). Deforested areas were mainly converted into crop lands (+75.6% between 1978 and 1988), under the pressure of an increasing human density, which was multiplied by 20 between 1921 and 2005 and doubled during the last 18 years. After 2001, the forest cover stabilized with the appearance of numerous small fragments of secondary forest, reflecting the success of the local biodiversity protection programs. Despite this recent progression of the forest cover, the proportion of ancient forest has continuously decreased from 1978 to 2007, indicating that deforestation is still ongoing. In 2007, the forest cover was a mosaic composed of 66% of recent secondary forests (i.e. forests appeared after 1978) and only 34% of ancient forests (i.e. present before 1978). Between 1978 and 2007, the number of forest fragments increased from 2627 to 5183, their average area decreased from 7.4 to 1.8 ha, and perimeter from 912 to 446 m, and the forest fragmentation index increased by 285.7%. Deforestation started from lower altitudes (<2300 m, before 1988) and progressed towards higher altitudes (2100-2900 m) between 1988 and 2001. SEM showed that altitude and slope had a significant negative effect on human density, explaining why the deforestation has been low on steep slopes and/or at higher altitudes. Our study reveals that the last fragments of the primary cloud forest of mount Oku could be definitively lost in the next decades. As tropical primary forests are irreplaceable ecosystems that host numerous endemic species, we recommend (1) to urgently protect the last remnants of ancient forest for their biological value; clear-cuts, grazing in forest interior and fires should be excluded from these areas, and (2) to extend secondary forests around ancient forest fragments so that they can act as a protective buffer and be managed as community forests and used for hunting and logging activities.																	1253-8078					DEC	2012	159	4					451	466		10.1080/12538078.2012.750583								WOS:000316540600007						
J	Dickson, B; Kapos, V				Dickson, Barney; Kapos, Valerie			Biodiversity monitoring for REDD+	CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY												Increasing emphasis on social and environmental safeguards for REDD+ in the UNFCCC and work under the Convention on Biological Diversity (CBD) have prompted growing interest in biodiversity monitoring for REDD+, but most discussions of REDD+ monitoring have so far centred on greenhouse gas emissions and removals at national level. Challenges in monitoring biodiversity for REDD+ include choosing which aspects of biodiversity to monitor, the difficulty of attributing particular changes to REDD+ and the likely scarcity of resources for biodiversity monitoring. Three responses can help address these challenges. First, already-agreed policy targets can help to identify what should be monitored. Second, making links to existing biodiversity monitoring and to monitoring to estimate GHG emissions and removals (both remote sensing and ground based inventories) can provide some solutions. Finally, developing clear theories of change can assist in determining which changes in biodiversity can be attributed to REDD+.				Kapos, Valerie/G-3136-2010	Kapos, Valerie/0000-0002-5739-8262												1877-3435					DEC	2012	4	6					717	725		10.1016/j.cosust.2012.09.017								WOS:000312418600017						
J	Zell, E; Huff, AK; Carpenter, AT; Friedl, LA				Zell, Erica; Huff, Amy K.; Carpenter, Adam T.; Friedl, Lawrence A.			A User-Driven Approach to Determining Critical Earth Observation Priorities for Societal Benefit	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING												In order to help data providers make informed decisions regarding the availability and accessibility of Earth observations for societal benefit, a cross-sectoral meta-analysis of observation priorities was conducted from the perspective of users. The analysis was organized around the Group on Earth Observations' (GEOs) societal benefit areas (SBAs): Agriculture, Biodiversity, Climate, Disasters, Ecosystems, Energy, Health, Water, and Weather. Users' needs for Earth observations were prioritized using a two-stage process. In the first stage, critical observations for each individual SBA were determined based on observation needs expressed in publicly available documents, such as scientific journal articles, scientific reports, and workshop summaries. In the second stage, an ensemble of four statistically robust methods was used to prioritize the observations identified in the individual SBA analyses, based on their criticality and commonality to multiple SBAs. The result of the meta-analysis is a ranking of 152 critical Earth observation priorities; the highest priority Earth observations are those that are considered critical for the largest number of SBAs. The 10 highest ranked observations are: (1) Precipitation, (2) Soil Moisture, (3) Surface Air Temperature, (4) Land Cover, (5) Surface Wind Speed (6) Vegetation Cover, (7) Surface Humidity, (8) Urbanization, (9) Vegetation Type, and (10) Surface Wind Direction and Sea Surface Temperature (tie). This study represents one viable method to assess the priority of Earth observations from the perspective of users. The list of critical Earth observation priorities from this study is a foundation for engagement between data providers and users in regard to observation priorities.				Carpenter, Adam/J-8241-2015	Carpenter, Adam/0000-0002-9688-8088												1939-1404					DEC	2012	5	6			SI		1594	1602		10.1109/JSTARS.2012.2199467								WOS:000313009300002						
J	Franke, J; Navratil, P; Keuck, V; Peterson, K; Siegert, F				Franke, Jonas; Navratil, Peter; Keuck, Vanessa; Peterson, Keith; Siegert, Florian			Monitoring Fire and Selective Logging Activities in Tropical Peat Swamp Forests	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING												Climate change mitigation schemes, such as REDD and biodiversity conservation in tropical rainforests, necessitate remote sensing based forest monitoring capabilities with high spatial resolution and temporal coverage. Regular monitoring has to be capable of detecting rapid changes in forest extent, i.e. deforestation, and subtle changes to the forest cover caused by logging and/or fire, described as forest degradation. Particularly the early detection of illegal logging activities is important for the conservation of tropical forests. In the present study, a forest disturbance monitoring approach was developed and tested, which makes use of high resolution satellite imagery. A time series consisting of three images, acquired between May 2009 and June 2010, was analyzed covering a remote area of tropical peat swamp forest in Central Kalimantan, Indonesia. The forest area was assessed by an object-oriented classification. Logging activities and the impact of fire were detected by a pixel-based spectral mixture analysis. Forest, non-forest and logging trails could be differentiated with an overall classification accuracy of 91.5% (Kappa of 0.87). A high forest disturbance rate of 8.7% was found in the study area. Low impact logging could be detected reliably and the progress was tracked over time. The results show that the timely detection of forest disturbances is necessary because of the fast regrowth of vegetation. The study emphasises the importance of high resolution satellite imagery for tropical forest monitoring and for timely updating forest status assessments, which is important for the implementation of REDD.																	1939-1404					DEC	2012	5	6			SI		1811	1820		10.1109/JSTARS.2012.2202638								WOS:000313009300026						
J	Gillespie, TW; Lipkin, B; Sullivan, L; Benowitz, DR; Pau, S; Keppel, G				Gillespie, Thomas W.; Lipkin, Boris; Sullivan, Lauren; Benowitz, David R.; Pau, Stephanie; Keppel, Gunnar			The rarest and least protected forests in biodiversity hotspots	BIODIVERSITY AND CONSERVATION												The goal of biodiversity hotspots is to identify regions around the world where conservation priorities should be focused. We undertake a geographic information system and remote sensing analysis to identify the rarest and least protected forests in biodiversity hotspots. World Wildlife Fund ecoregions with terrestrial forest were subset from 34 biodiversity hotspots and forest cover calculated from GlobCover data at a 300 m pixel resolution. There were 276 ecoregions in 32 biodiversity hotspots classified as containing terrestrial forests. When the first quartile of forest ecoregions was subset based on smallest extent of forest cover in protected areas, there were 69 rare forests identified within 20 biodiversity hotspots. Most rare forest ecoregions (45) occurred on islands or island archipelagos and 47 rare forest ecoregions contained less than 10 % forest cover in protected areas. San F,lix-San Ambrosio Islands Temperate Forests, Tubuai Tropical Moist Forests, Maldives-Lakshadweep-Chagos Archipelago Tropical Moist Forests, and Yap Tropical Dry Forests were identified as the least protected and possibly most vulnerable forests within biodiversity hotspots. These ecoregions cover less than 500 km(2), forest cover is less than 50 km(2), and there are no protected areas. There is a need to update classifications and boundaries of protected areas, insure that islands are included in global land cover datasets, and identify levels of endemism and endangerment within forest ecoregions. This should improve our ability to compare, prioritize, and monitor forests in biodiversity hotspots.				Keppel, Gunnar/F-3767-2013; Keppel, Gunnar/B-3364-2015	Keppel, Gunnar/0000-0001-7092-6149; 												0960-3115					DEC	2012	21	14					3597	3611		10.1007/s10531-012-0384-1								WOS:000310991900006						
J	Ricaurte, LF; Jokela, J; Siqueira, A; Nunez-Avellaneda, M; Marin, C; Velazquez-Valencia, A; Wantzen, KM				Ricaurte, Luisa Fernanda; Jokela, Jukka; Siqueira, Auberto; Nunez-Avellaneda, Marcela; Marin, Cesar; Velazquez-Valencia, Alexander; Wantzen, Karl Matthias			Wetland Habitat Diversity in the Amazonian Piedmont of Colombia	WETLANDS												Management of wetlands is often constrained by lack of a precise typology of habitats. Regional landscape attributes need to be considered in the integrative research of wetlands to allow habitat-specific management. Here we investigated the distribution and the habitat diversity of the wetlands in the Amazonian Piedmont in the Caqueta Department of Colombia. Based on the landscape approach we combined geomorphic, hydro-chemical and biotic attributes. We used remote sensing based interpretation and ground truth verification. We found 896 wetlands covering up to 11 % of the study area. Our estimate of the wetland area does not reflect the true historic wetland area (occasionally flooded area) because 76.9 % of the flooded active floodplain area has been converted to pastures. Including the pastures the estimated wetland area is 29.3 % of the study region. We identified 7 wetland habitats. The method we applied can be used to map small and middle sized wetlands achieving an acceptable overall accuracy. These wetlands provide important ecosystem services and act as corridors for biodiversity in human-dominated landscapes such as the Caqueta region. Our results provide support for the wise use of tropical wetlands and may help to improve landscape management in the Amazon basin.				Wantzen, Karl/A-5954-2015	Wantzen, Karl/0000-0002-2192-1883; Jokela, Jukka/0000-0002-1731-727X												0277-5212					DEC	2012	32	6					1189	1202		10.1007/s13157-012-0348-y								WOS:000311540400018						
J	Harborne, AR; Jelks, HL; Smith-Vaniz, WF; Rocha, LA				Harborne, A. R.; Jelks, H. L.; Smith-Vaniz, W. F.; Rocha, L. A.			Abiotic and biotic controls of cryptobenthic fish assemblages across a Caribbean seascape	CORAL REEFS												The majority of fish studies on coral reefs consider only non-cryptic species and, despite their functional importance, data on cryptic species are scarce. This study investigates inter-habitat variation in Caribbean cryptobenthic fishes by re-analysing a comprehensive data set from 58 rotenone stations around Buck Island, U.S. Virgin Islands. Boosted regression trees were used to associate the density and diversity of non-piscivorous cryptobenthic fishes, both in the entire data set and on reef habitats alone, with 14 abiotic and biotic variables. The study also models the habitat requirements of the three commonest species. Dead coral cover was the first or second most important variable in six of the eight models constructed. For example, within the entire data set, the number of species and total fish density increased approximately linearly with increasing dead coral cover. Dead coral was also important in multivariate analyses that discriminated 10 assemblages within the entire data set. On reef habitats, the number of species and total fish density increased dramatically when dead coral exceeded similar to 55 %. Live coral cover was typically less important for explaining variance in fish assemblages than dead coral, but live corals were important for maintaining high fish diversity. Coral species favoured by cryptobenthic species may be particularly susceptible to mortality, but dead coral may also provide abundant food and shelter for many fishes. Piscivore density was a key variable in the final models, but typically increased with increasing cryptobenthic fish diversity and abundance, suggesting both groups of fishes are responding to the same habitat variables. The density of territorial damselfishes reduced the number of cryptobenthic fish species on reef habitats. Finally, habitats delineated by standard remote sensing techniques supported distinct cryptobenthic fish assemblages, suggesting that such maps can be used as surrogates of general patterns of cryptic fish biodiversity in conservation planning.				Harborne, Alastair/F-6155-2013; Rocha, Luiz/C-5107-2011	Harborne, Alastair/0000-0002-6818-8615; 												0722-4028	1432-0975				DEC	2012	31	4					977	990		10.1007/s00338-012-0938-4								WOS:000310999300007						
J	Cabello, J; Fernandez, N; Alcaraz-Segura, D; Oyonarte, C; Pineiro, G; Altesor, A; Delibes, M; Paruelo, JM				Cabello, Javier; Fernandez, Nestor; Alcaraz-Segura, Domingo; Oyonarte, Cecilio; Pineiro, Gervasio; Altesor, Alice; Delibes, Miguel; Paruelo, Jose M.			The ecosystem functioning dimension in conservation: insights from remote sensing	BIODIVERSITY AND CONSERVATION												An important goal of conservation biology is the maintenance of ecosystem processes. Incorporating quantitative measurements of ecosystem functions into conservation practice is important given that it provides not only proxies for biodiversity patterns, but also new tools and criteria for management. In the satellite era, the translation of spectral information into ecosystem functional variables expands and complements the more traditional use of satellite imagery in conservation biology. Remote sensing scientists have generated accurate techniques to quantify ecosystem processes and properties of key importance for conservation planning such as primary production, ecosystem carbon gains, surface temperature, albedo, evapotranspiration, and precipitation use efficiency; however, these techniques are still unfamiliar to conservation biologists. In this article, we identify specific fields where a remotely-sensed characterization of ecosystem functioning may aid conservation science and practice. Such fields include the management and monitoring of species and populations of conservation concern; the assessment of ecosystem representativeness and singularity; the use of protected areas as reference sites to assess global change effects; the implementation of monitoring and warning systems to guide adaptive management; the direct evaluation of supporting ecosystem services; and the planning and monitoring of ecological restorations. The approaches presented here illustrate feasible ways to incorporate the ecosystem functioning dimension into conservation through the use of satellite-derived information.				Alcaraz-Segura, Domingo/B-8063-2008; Pineiro, Gervasio/D-2743-2009; CSIC, EBD Donana/C-4157-2011; Fernandez, Nestor/N-5802-2014; Cabello, Javier/N-5799-2014; Delibes, Miguel/K-2744-2014	Alcaraz-Segura, Domingo/0000-0001-8988-4540; Pineiro, Gervasio/0000-0003-0184-9797; CSIC, EBD Donana/0000-0003-4318-6602; Fernandez, Nestor/0000-0002-9645-8571; Cabello, Javier/0000-0002-5123-964X; Delibes, Miguel/0000-0002-3569-567X												0960-3115					DEC	2012	21	13					3287	3305		10.1007/s10531-012-0370-7								WOS:000310586500002						
