PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Dudelzak, AE; Babichenko, SM; Poryvkina, L; Wassmann, P				Dudelzak, AE; Babichenko, SM; Poryvkina, L; Wassmann, P			Spectroscopic lidar sensing in three-dimensional profiling of marine organics	INTERNATIONAL JOURNAL OF REMOTE SENSING												This work presents original results in the applications of laser-induced fluorescence techniques, including the remote modification of total luminescent spectroscopy (TLS) proposed by some of the authors earlier, to field studies of spatial distributions of marine organic matter. Descriptions of measuring technologies and of the results obtained are given. Periodic structures in spatial distributions of the sea surface phytoplankton have been found. Two-dimensional TLS diagrams have been used to differentiate different water types containing various components of dissolved organic matter (DOM) and phytoplankton. Field experiments in support of the development of the technique as well as early spatial variability measurements were made during the Baltic and the North Sea cruises of the research vessel (RV) Arnold Veimer in 1985-1988. The latest measurements of the small-scale variability and seasonal dynamics of phytoplankton were carried out onboard RV Jan Mayen on the North Norwegian shelf in May, June and September 1995.																	0143-1161					JAN	2001	22	2-3					385	402										WOS:000166471600011						
J	Kawamoto, K; Nakajima, T; Nakajima, TY				Kawamoto, K; Nakajima, T; Nakajima, TY			A global determination of cloud microphysics with AVHRR remote sensing	JOURNAL OF CLIMATE												An algorithm is developed for determining the cloud optical thickness and effective particle radius simultaneously on a global scale using Advanced Very High Resolution Radiometer (AVHRR) multispectral radiance data. In the algorithm, the treatment of thermal radiation in Nakajima and Nakajima is improved by reformulating the thermal emission in the atmospheric layers. At the same time, the lookup table for thermal emission is parameterized in terms of the equivalent water vapor path in order to include the effect of various vertical water vapor profiles. The algorithm is applied to AVHRR radiance data corresponding to reported aircraft and balloon measurements of cloud microphysical parameters. A comparison shows a good agreement between in situ and satellite-retrieved values thus obtained. The algorithm is further applied to 4-month Global Area Coverage data of 1987 to generate global distributions of the cloud optical thickness and effective particle radius for every 0.5 degrees X 0.5 degrees box in a -60 degrees -60 degrees latitudinal region. Similarities and differences in the global features of the effective particle radius and the optical thickness are found as compared with the previous studies.				Nakajima, Takashi/C-2747-2009; Nakajima, Teruyuki/H-2370-2013	Nakajima, Teruyuki/0000-0002-9042-504X												0894-8755						2001	14	9					2054	2068		10.1175/1520-0442(2001)014<2054:AGDOCM>2.0.CO;2								WOS:000168253300009						
J	Boyd, IL; Hawker, EJ; Brandon, MA; Staniland, IJ				Boyd, IL; Hawker, EJ; Brandon, MA; Staniland, IJ			Measurement of ocean temperatures using instruments carried by Antarctic fur seals	JOURNAL OF MARINE SYSTEMS												The study aimed to test the utility of instruments deployed on marine mammals for measuring physical oceanographic variation and, using this method, to examine temperature variation in the coastal waters around South Georgia. There was a significant correlation between temperature measurements made using a towed undulating oceanographic recorder (UOR) and concurrent measurements from time-depth recorders (TDRs) fitted to lactating Antarctic fur seals foraging from the coast of South Georgia, Congruence was found at horizontal spatial scales from 0.01 degrees x 0.01 degrees to 0.5 degrees x 0.5 degrees (degrees of latitude and longitude), and at a vertical scale of 10 m. However, there was no significant correlation between temperature measured by TDRs in the top 5 m and sea surface temperature (SST) measured by satellite remote sensing. TDR data provided information about temperature variation vertically through the water column, and through rime. The UOR data were used to recalibrate the TDR data in order to correct for the slow response time of the TDR thermistor relative to the speed of seal movements through the water column. Seasonal temperature variation was apparent, and temperatures also varied between regions, and with bathymetry. These results were consistent with the current interpretation of the coastal oceanography around South Georgia. In particular, the relationship between on- and off-shelf waters showed larger amounts of warmer surface water in a region in which more run-off was to be expected. The study also showed that Antarctic fur seals concentrate their activity in regions of colder, and presumably oceanic, water. Such instrumented animals could provide near real time data for assimilation into ocean models. (C) 2001 Elsevier Science B.V. All rights reserved.				Staniland, Iain/I-4725-2012; Brandon, Mark/A-5804-2010	Brandon, Mark/0000-0002-7779-0958												0924-7963					JAN	2001	27	4					277	288		10.1016/S0924-7963(00)00073-7								WOS:000166652200001						
J	Platnick, S				Platnick, S			Approximations for horizontal photon transport in cloud remote sensing problems	JOURNAL OF QUANTITATIVE SPECTROSCOPY & RADIATIVE TRANSFER												The effect of horizontal photon transport within real-world clouds can be of consequence to remote sensing problems based on plane-parallel cloud models. In this paper, analytic approximations for the root-mean-square horizontal displacement of reflected and transmitted photons, relative to the incident cloud-top location, are derived for plane-parallel cloud layers. With anisotropic scattering, separate approximations are needed depending on the order of scattering. When sufficient numbers of photon scatterings occur, an approximation based on random walk theory (photon diffusion) is applicable; when scattering numbers are relatively small, a modification to the diffusion result is used. The resulting formulae are a function of the average number of photon scatterings, as well as particle asymmetry parameter and single scattering albedo. In turn, the average number of scatterings from plane-parallel, vertically inhomogeneous cloud layers can be determined from efficient adding/doubling radiative transfer procedures. The transport approximations are applied to liquid water clouds for typical remote sensing solar spectral bands, involving both conservative and non-conservative scattering. Results compare well with Monte Carlo calculations. Though the emphasis is on horizontal photon transport in terrestrial clouds, the derived approximations are applicable to general anisotropic, multiple scattering, plane-parallel radiative transfer problems. Approximations useful for three-dimensional transport are also given. The complete horizontal transport probability distribution can be described with an analytic distribution specified by the root-mean-square and average radial displacement values. However, it is shown empirically that the average displacement can be reasonably inferred from the root-mean-square value. An estimate for the horizontal transport distribution can then be made from the root-mean-square photon displacement alone. (C) 2000 Elsevier Science Ltd. All rights reserved.				Platnick, Steven/J-9982-2014	Platnick, Steven/0000-0003-3964-3567												0022-4073					JAN 1	2001	68	1					75	99		10.1016/S0022-4073(00)00016-9								WOS:000089334700004						
J	Cho, BC; Park, MG; Shim, JH; Choi, DH				Cho, BC; Park, MG; Shim, JH; Choi, DH			Sea-surface temperature and f-ratio explain large variability in the ratio of bacterial production to primary production in the Yellow Sea	MARINE ECOLOGY PROGRESS SERIES												To determine whether parameters related to hydrography and phytoplankton utilization of nitrogenous nutrients are responsible for the variability in ratios of euphotic zone-integrated bacterial production (BP) to primary production (PP), we measured bacterial production, primary production, new production, regenerated production and environmental variables in the euphotic zone in May 1995 and June 1996 at a frontal region in the Yellow Sea. The BP/PP ratios were highly variable with different hydrodynamic conditions, ranging from 0.03 for mixed waters to 0.40 for stratified waters. The BP/PP ratios were significantly correlated (r(2) = 0.64, p < 0.01) with water-column stability of the euphotic zone and, to a greater degree, with sea-surface temperature (SST; r(2) = 0.74, p < 0.001). SST was also closely correlated with water-column stability (r(2) = 0.91, p < 0.0001). An inverse relationship was found (r(2) = 0.61, p < 0.01) between BP/PP and f-ratios, indicating close association of the variability of the BP/PP ratios with the relative utilization of nitrogen by phytoplankton. High BP/PP values were found when the euphotic zone was stratified and phytoplankton mostly depended on ammonium for nitrogen source, and low BP/PP values were found when the euphotic zone was completely mixed and phytoplankton mostly depended on nitrate. Our results suggest that both turbulent mixing and water temperature were underlying physical forces regulating variations in BP/PP ratios in the Yellow Sea. It might be possible to predict energy pathways in the Yellow Sea and, presumably, in other marine environments by remote-sensing of SST and ocean color.																	0171-8630						2001	216						31	41		10.3354/meps216031								WOS:000170395500003						
J	Moran, XAG; Estrada, M				Moran, XAG; Estrada, M			Short-term variability of photosynthetic parameters and particulate and dissolved primary production in the Alboran Sea (SW Mediterranean)	MARINE ECOLOGY PROGRESS SERIES												The short-term variability of photosynthesis-irradiance (P-E) relationships and integrated primary production at 3 stations (Stns A, B, C in a coastal-offshore gradient) located across the Western Alboran Sea Gyre (SW Mediterranean) were investigated during a High Frequency Flux Experiment (1 to 16 May 1998). Photosynthetic production of total, particulate and dissolved organic carbon (TOC, POC and DOC respectively) was considered separatedly in 34 experiments. Photosynthetic parameters were calculated for TOC and POC data. For POC measurements, maximum photosynthetic rate (p(m)(B) (POC)) and the initial slope of the P-E curve (alpha) varied between 0.59 and 6.25 mg C (mg chi a)(-1) h(-1) and 0.0023 and 0.0182 mg C (mg chi a)(-1) h(-1) (mu mol photons m(-2) s(-1))(-1), respectively, and were significantly correlated, showing a similar decrease with depth. No photoinhibition was detected at any depth and the light saturation parameter (E-k) was on average 251 mu mol photons m(-2) s(-1), suggesting that phytoplankton assemblages were acclimated to high irradiance levels in the whole area. Percent extracellular release (PER) obtained for each experimental irradiance (PERE = DOC/ [POC+DOC]) showed an inverse relationship with irradiance when data from all the P-E experiments were pooled. A light-saturated chi a-normalized DOC production rate (P, Dec) was calculated as P-m(B) (TOC) - P-m(B) (POC), and PERm values calculated as P-m(B) (DOC)/P-m(B) (TOC) tended to increase with depth. Integrated particulate and total primary production varied considerably (23- and 35-fold, respectively), but tended to decrease along a coastal-offshore gradient. During the cruise, a subsurface phytoplankton bloom was advected into Stn A, increasing primary production rates up to 1 g C m(-2) d(-1). Average particulate primary production was 632 mg C m(-2) d(-1) at Stn A, 388 mg C m(-2) d(-1) at Stn B and 330 mg C m(-2) d(-1) at Stn C, with dissolved primary production ranging from 4 to 44% of total values. integrated primary production was significantly correlated with surface chi a but not with integrated chi a. This finding has implications for the estimation of regional primary production based on remote sensing of near-surface pigments. Altogether, the results confirmed that the high hydrodynamism of the Alboran Sea was associated with marked biological variability and episodic high primary production events.				Estrada, Marta/L-6207-2014; Moran, Xose Anxelu/K-9647-2014	Estrada, Marta/0000-0001-5769-9498; Moran, Xose Anxelu/0000-0002-9823-5339												0171-8630						2001	212						53	67		10.3354/meps212053								WOS:000168017600005						
J	Chauvaud, S; Bouchon, C; Maniere, R				Chauvaud, S; Bouchon, C; Maniere, R			Thematic mapping of tropical marine communities (coral reefs, seagrass beds and mangroves) using SPOT data in Guadeloupe Island.	OCEANOLOGICA ACTA												In the framework of a comprehensive study of the coastal marine ecosystems of Guadeloupe Island (French West Indies), a remote sensing survey of marine communities was conducted in the Bay of the Grand Cul-de-Sac Marin. Pictures of SPOT satellite were used. At first sight, XS data from SPOT did not seem to be well adapted to extract information from deepest underwater areas. In the present study, a method for analysis of XS data was developed, which increases tenuous spectral differences associated to very low intensity signals. This technique led to a better distinction of objects, even the deepest ones. Reference surfaces were then identified in the field and a reliable supervised classification was conducted, which reflected the high diversity of ecological themes (up to 32) of the area to 20 m depth. A total of 23 700 ha of biota was clearly identified. Mangrove covered up to 2 700 ha. Submerged areas were constituted of 15 700 ha of soft bottoms and 3 800 ha of hard substrate bottoms. On the coral reefs, flourishing coral communities accounted only for 113 ha (11.2%). This result enhances the alarming situation of these communities in Guadeloupe. Finally, seagrass beds took up to 8 200 ha (i.e. 42% of the total sublittoral area, 58% of soft bottom substrates). This ecosystem revealed to be of primary importance within the studied area and particular attention was paid to seagrass beds of Thalassia rest testudinum. Twelve themes were retained to describe them, based on the coverage rate of the substratum by the plants and the type of the sediment colonised. The final document expresses well the high complexity of the studied area. This map constitutes a reference of the present status of the coastal benthic communities of the 'Grand Cul-de-Sac Marin' and can be useful for scientists and the administrative managers of that area. (C) 2001 Ifremer/CNRS/IRD/Editions,scientifiques et medicales Elsevier SAS.																	0399-1784						2001	24			S			S3	S16										WOS:000167333600001						
J	Pasqualini, V; Pergent-Martini, C; Clabaut, P; Marteel, H; Pergent, G				Pasqualini, V; Pergent-Martini, C; Clabaut, P; Marteel, H; Pergent, G			Integration of aerial remote sensing, photogrammetry, and GIS technologies in seagrass mapping	PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING												With a view to implementing a sound management of littoral plant formations, and more particularly that of seagrass beds, it would appear of interest to test the not potentiality of image processing for various types of photographs (color, infrared, and black and white). The present study was carried out within the Gulf of St-Florent (Corsica, France) on a Posidonia oceanica reef platform. Over the last 40 years, no major diachronic evolution has been observed within this plant formation. An erosion of the coastline has been noted inland of these seagrass beds, however, with erosion values of up to 40 m. The use of photogrammetric techniques, which are new to the marine environment, allows the possibility of obtaining a numeric model of a given site. The comparison of cartographic and bathymetric data, brought together in a geographic information system, allows the spatial distribution of seagrasses to be evaluated for the first time.				Pasqualini, Vanina/D-7255-2012	Pasqualini, Vanina/0000-0001-5919-4805												0099-1112					JAN	2001	67	1					99	105										WOS:000166439300011						
J	Polovina, JJ; Howell, E; Kobayashi, DR; Seki, MP				Polovina, JJ; Howell, E; Kobayashi, DR; Seki, MP			The transition zone chlorophyll front, a dynamic global feature defining migration and forage habitat for marine resources	PROGRESS IN OCEANOGRAPHY					Conference on Beyond El Nino	MAR, 2000	LA JOLLA, CALIFORNIA					Pelagic ecosystem dynamics on all temporal scales may be driven by the dynamics of very specialized oceanic habitats. One such habitat is the basin-wide chlorophyll front located at the boundary between the low chlorophyll subtropical gyres and the high chlorophyll subarctic gyres. Global satellite maps of surface chlorophyll clearly show this feature in all oceans. In the North Pacific, the front is over 8000 km long and seasonally migrates north and south about 1000 km. In the winter this front is located at about 30-35 degreesN latitude and in the summer at about 40-45 degreesN. It is a zone of surface convergence where cool, vertically mixed, high chlorophyll, surface water on the north side sinks beneath warm, stratified, low chlorophyll water on the south side. Satellite telemetry data on movements of loggerhead turtles and detailed fisheries data for albacore tuna show that both apex predators travel along this front as they migrate across the North Pacific. The front is easily monitored with ocean color satellite remote sensing. A change in the position of the TZCF between 1997 and 1998 appears Lo have altered the spatial distribution of loggerhead turtles. The position and dynamics of the front varied substantially between the 1998 El Nino and the 1999 La Nina. For example, from May to July 1999 the transition zone chlorophyll front (TZCF) remained between about 35 degreesN and 40 degreesN latitude showing very little meandering, whereas in 1998, during the same period, the TZCF exhibited considerable meandering and greater monthly latitudinal movement. Catch rates for albacore were considerably higher in 1998 than in 1999, and we hypothesize that a meandering TZCF creates regions of convergence, which enhances the foraging habitat for apex predators along the front. Published by Elsevier Science Ltd.					Howell, Evan/0000-0001-9904-4633												0079-6611						2001	49	1-4			SI		469	483		10.1016/S0079-6611(01)00036-2								WOS:000171261600025						
J	Winstead, NS; Schaaf, RM; Mourad, PD				Winstead, NS; Schaaf, RM; Mourad, PD			Synthetic aperture radar observations of the surface signatures of cold-season bands over the Great Lakes	WEATHER AND FORECASTING												An important aspect of operational meteorology in and around the Great Lakes region of the United States and Canada in the winter months is the forecasting of lake-effect precipitation. While the synoptic- and mesoscale processes that govern the development of lake-effect precipitation have been well understood for many years, problems observing these bands remain because of the limited boundary layer coverage provided by the Weather Surveillance Radar-1988 Doppler (WSR-88D) network. While traditional visible and infrared satellite imagery helps alleviate these coverage limitations, overcast conditions often negate this advantage. Here, a new method for observing lake-effect bands by using synthetic aperture radar (SAR) to identify and characterize their surface signatures is presented. SAR is a remote sensing tool that images surface roughness. Over water, this roughness is related to the surface wind stress and, hence, surface wind field. Here, three cases are documented where the SAR aboard the Canadian Radar Satellite-1 imaged the footprints of precipitating bands over the Great Lakes: one case with multiple snowbands west of one main band over Lake Superior, and two cases with shore-parallel bands over each of Lakes Ontario and Michigan. These cases are first documented using traditional observing methods: infrared satellite imagery, WSR-88D, and surface observations. Then, each SAR image is interpreted based upon the traditional observations. The ultimate goal is to demonstrate that SAR is capable of detecting the surface signatures associated with Great Lakes precipitation bands that could be of value to forecasters when data from traditional observation platforms are unavailable.																	0882-8156	1520-0434					2001	16	3					315	328		10.1175/1520-0434(2001)016<0315:SAROOT>2.0.CO;2								WOS:000169160000003						
