PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kumar, A; Stupp, P; Dahal, S; Remillard, C; Bledsoe, R; Stone, A; Cameron, C; Rastogi, G; Samal, R; Mishra, DR				Kumar, Abhishek; Stupp, Patricia; Dahal, Subash; Remillard, Caren; Bledsoe, Roger; Stone, Austin; Cameron, Christopher; Rastogi, Gurdeep; Samal, Rabindro; Mishra, Deepak R.			A Multi-Sensor Approach for Assessing Mangrove Biophysical Characteristics in Coastal Odisha, India	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					679	700		10.1007/s40010-017-0441-y								WOS:000418819200015						
J	Kumar, M; Magotra, R; Parikh, J; Rajawat, AS				Kumar, Mohit; Magotra, Rohit; Parikh, Jyoti; Rajawat, A. S.			Changing Landscape of Marine National Park and Sanctuary, Gulf of Kachchh: Ecological Assessment of Mangroves and Coral Reefs	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					889	900		10.1007/s40010-017-0457-3								WOS:000418819200031						
J	Castillo, JAA; Apan, AA; Maraseni, TN; Salmo, SG				Castillo, Jose Alan A.; Apan, Armando A.; Maraseni, Tek N.; Salmo, Severino G., III			Estimation and mapping of above-ground biomass of mangrove forests and their replacement land uses in the Philippines using Sentinel imagery	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																													0924-2716	1872-8235				DEC	2017	134						70	85		10.1016/j.isprsjprs.2017.10.016								WOS:000418220800006						
J	Hamylton, SM				Hamylton, Sarah M.			Mapping coral reef environments: A review of historical methods, recent advances and future opportunities	PROGRESS IN PHYSICAL GEOGRAPHY																													0309-1333	1477-0296				DEC	2017	41	6					803	833		10.1177/0309133317744998								WOS:000418042100006						
J	Cardenas, NY; Joyce, KE; Maier, SW				Cardenas, Nicolas Younes; Joyce, Karen E.; Maier, Stefan W.			Monitoring mangrove forests: Are we taking full advantage of technology?	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																James Cook University, TESS/B-8171-2012													0303-2434					DEC	2017	63						1	14		10.1016/j.jag.2017.07.004								WOS:000411848500001						
J	Tuholske, C; Tane, Z; Lopez-Carr, D; Roberts, D; Cassels, S				Tuholske, Cascade; Tane, Zachary; Lopez-Carr, David; Roberts, Dar; Cassels, Susan			Thirty years of land use/cover change in the Caribbean: Assessing the relationship between urbanization and mangrove loss in Roatan, Honduras	APPLIED GEOGRAPHY																													0143-6228	1873-7730				NOV	2017	88						84	93		10.1016/j.apgeog.2017.08.018								WOS:000416192200008						
J	Richards, DR; Friess, DA				Richards, Daniel R.; Friess, Daniel A.			Characterizing Coastal Ecosystem Service Trade-offs with Future Urban Development in a Tropical City	ENVIRONMENTAL MANAGEMENT																													0364-152X	1432-1009				NOV	2017	60	5					961	973		10.1007/s00267-017-0924-2								WOS:000412755900012	28835991					
J	Zhu, YH; Liu, K; Liu, L; Myint, SW; Wang, SG; Liu, HX; He, Z				Zhu, Yuanhui; Liu, Kai; Liu, Lin; Myint, Soe W.; Wang, Shugong; Liu, Hongxing; He, Zhi			Exploring the Potential of WorldView-2 Red-Edge Band-Based Vegetation Indices for Estimation of Mangrove Leaf Area Index with Machine Learning Algorithms	REMOTE SENSING																	ZHU, YUANHUI/0000-0002-0474-5945												2072-4292					OCT	2017	9	10							1060	10.3390/rs9101060								WOS:000414650600090						
J	Zhang, XH; Treitz, PM; Chen, DM; Quan, C; Shi, LX; Li, XH				Zhang, Xuehong; Treitz, Paul M.; Chen, Dongmei; Quan, Chang; Shi, Lixin; Li, Xinhui			Mapping mangrove forests using multi-tidal remotely-sensed data and a decision-tree-based procedure	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																													0303-2434					OCT	2017	62						201	214		10.1016/j.jag.2017.06.010								WOS:000408787100019						
J	Hauser, LT; Vu, GN; Nguyen, BA; Dade, E; Nguyen, HM; Nguyen, TTQ; Le, TQ; Vu, LH; Tong, ATH; Pham, HV				Hauser, Leon T.; Giang Nguyen Vu; Binh An Nguyen; Dade, Emma; Hieu Minh Nguyen; Trang Thi Quynh Nguyen; Toan Quang Le; Long Huu Vu; Ai Thi Huyen Tong; Hoa Viet Pham			Uncovering the spatio-temporal dynamics of land cover change and fragmentation of mangroves in the Ca Mau peninsula, Vietnam using multi-temporal SPOT satellite imagery (2004-2013)	APPLIED GEOGRAPHY																	Hauser, Leon T./0000-0003-1408-9942												0143-6228	1873-7730				SEP	2017	86				SI		197	207		10.1016/j.apgeog.2017.06.019								WOS:000412249900016						
J	Chen, BQ; Xiao, XM; Li, XP; Pan, LH; Doughty, R; Ma, J; Dong, JW; Qin, YW; Zhao, B; Wu, ZX; Sun, R; Lan, GY; Xie, GS; Clinton, N; Giri, C				Chen, Bangqian; Xiao, Xiangming; Li, Xiangping; Pan, Lianghao; Doughty, Russell; Ma, Jun; Dong, Jinwei; Qin, Yuanwei; Zhao, Bin; Wu, Zhixiang; Sun, Rui; Lan, Guoyu; Xie, Guishui; Clinton, Nicholas; Giri, Chandra			A mangrove forest map of China in 2015: Analysis of time series Landsat 7/8 and Sentinel-1A imagery in Google Earth Engine cloud computing platform	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																Zhao, Bin/I-3651-2013	Zhao, Bin/0000-0002-3530-2469; Doughty, Russell/0000-0001-5191-2155												0924-2716	1872-8235				SEP	2017	131						104	120		10.1016/j.isprsjprs.2017.07.011								WOS:000411775100009						
J	Tian, JY; Wang, L; Li, XJ; Gong, HL; Shi, C; Zhong, RF; Liu, XM				Tian, Jinyan; Wang, Le; Li, Xiaojuan; Gong, Huili; Shi, Chen; Zhong, Ruofei; Liu, Xiaomeng			Comparison of UAV and WorldView-2 imagery for mapping leaf area index of mangrove forest	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																wang, le/A-7236-2011													0303-2434					SEP	2017	61						22	31		10.1016/j.jag.2017.05.002								WOS:000404313600003						
J	Zhu, Z				Zhu, Zhe			Change detection using landsat time series: A review of frequencies, preprocessing, algorithms, and applications	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																													0924-2716	1872-8235				AUG	2017	130						370	384		10.1016/j.isprsjprs.2017.06.013								WOS:000408077200026						
J	Sannigrahi, S				Sannigrahi, Srikanta			Modeling terrestrial ecosystem productivity of an estuarine ecosystem in the Sundarban Biosphere Region, India using seven ecosystem models	ECOLOGICAL MODELLING																													0304-3800	1872-7026				JUL 24	2017	356						73	90		10.1016/j.ecolmodel.2017.03.003								WOS:000404320200007						
J	Tran, LX; Fischer, A				Tran, Loi X.; Fischer, Andrew			Spatiotemporal changes and fragmentation of mangroves and its effects on fish diversity in Ca Mau Province (Vietnam)	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				JUN	2017	21	3					355	368		10.1007/s11852-017-0513-9								WOS:000404531100005						
J	Pham, LTH; Brabyn, L				Pham, Lien T. H.; Brabyn, Lars			Monitoring mangrove biomass change in Vietnam using SPOT images and an object-based approach combined with machine learning algorithms	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING																	PHAM, LIEN/0000-0001-9855-907X												0924-2716	1872-8235				JUN	2017	128						86	97		10.1016/j.isprsjprs.2017.03.013								WOS:000403031400008						
J	Liu, MY; Li, HY; Li, L; Man, WD; Jia, MM; Wang, ZM; Lu, CY				Liu, Mingyue; Li, Huiying; Li, Lin; Man, Weidong; Jia, Mingming; Wang, Zongming; Lu, Chunyan			Monitoring the Invasion of Spartina alterniflora Using Multi-source High-resolution Imagery in the Zhangjiang Estuary, China	REMOTE SENSING																													2072-4292					JUN	2017	9	6							539	10.3390/rs9060539								WOS:000404623900030						
J	Benson, L; Glass, L; Jones, TG; Ravaoarinorotsihoarana, L; Rakotomahazo, C				Benson, Lisa; Glass, Leah; Jones, Trevor Gareth; Ravaoarinorotsihoarana, Lalao; Rakotomahazo, Cicelin			Mangrove Carbon Stocks and Ecosystem Cover Dynamics in Southwest Madagascar and the Implications for Local Management	FORESTS																													1999-4907					JUN	2017	8	6							PMID 190	10.3390/f8060190								WOS:000404099800014						
J	Luo, YM; Ouyang, Y; Zhang, RC; Feng, HM				Luo, Yan-Min; Ouyang, Yi; Zhang, Ren-Cheng; Feng, Hsuan-Ming			Multi-Feature Joint Sparse Model for the Classification of Mangrove Remote Sensing Images	ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION																													2220-9964					JUN	2017	6	6							177	10.3390/ijgi6060177								WOS:000404525800023						
J	Temudo, MP; Cabral, AI				Temudo, Marina Padrao; Cabral, Ana Isabel			The Social Dynamics of Mangrove Forests in Guinea-Bissau, West Africa	HUMAN ECOLOGY																	Temudo, Marina/0000-0002-8254-4233; Cabral, Ana/0000-0001-6417-450X												0300-7839	1572-9915				JUN	2017	45	3					307	320		10.1007/s10745-017-9907-4								WOS:000402700400002						
J	Ijaz, MW; Siyal, AA; Mahar, RB; Ahmed, W; Anjum, MN				Ijaz, Muhammad Wajid; Siyal, Altaf Ali; Mahar, Rasool Bux; Ahmed, Waqas; Anjum, Muhammad Naveed			Detection of Hydromorphologic Characteristics of Indus River Estuary, Pakistan, Using Satellite and Field Data	ARABIAN JOURNAL FOR SCIENCE AND ENGINEERING																													2193-567X	2191-4281				JUN	2017	42	6					2539	2558		10.1007/s13369-017-2528-9								WOS:000402081500033						
J	Ghosh, MK; Kumar, L; Roy, C				Ghosh, Manoj Kumer; Kumar, Lalit; Roy, Chandan			Climate Variability and Mangrove Cover Dynamics at Species Level in the Sundarbans, Bangladesh	SUSTAINABILITY																	Ghosh, Manoj Kumer/0000-0002-5279-272X												2071-1050					MAY	2017	9	5							805	10.3390/su9050805								WOS:000404127800130						
J	Oloo, OJ				Oloo, Okuku Josephat			ASSESSING THE ACCURACY OF REMOTE SENSING TECHNIQUES IN VEGETATION FRACTIONS ESTIMATION	SOUTH AFRICAN JOURNAL OF GEOMATICS																													2225-8531					APR	2017	6	1					106	129		10.4314/sajg.v6i1.7								WOS:000406048600007						
J	Guo, M; Li, J; Sheng, CL; Xu, JW; Wu, L				Guo, Meng; Li, Jing; Sheng, Chunlei; Xu, Jiawei; Wu, Li			A Review of Wetland Remote Sensing	SENSORS																	GUO, Meng/0000-0001-5856-4018												1424-8220					APR	2017	17	4							777	10.3390/s17040777								WOS:000400822900118						
J	Quader, MA; Agrawal, S; Kervyn, M				Quader, Mohammad Abdul; Agrawal, Shefali; Kervyn, Matthieu			Multi-decadal land cover evolution in the Sundarban, the largest mangrove forest in the world	OCEAN & COASTAL MANAGEMENT																	Quader, Mohammad Abdul/0000-0002-8176-3856												0964-5691	1873-524X				APR	2017	139						113	124		10.1016/j.ocecoaman.2017.02.008								WOS:000397553700011						
J	Yuvaraji, E; Dharanirajan, K; Jayakumar, S; Saravanan; Balasubramaniam, J				Yuvaraji, E.; Dharanirajan, K.; Jayakumar, S.; Saravanan; Balasubramaniam, J.			Distribution and zonation pattern of mangrove forest in Shoal.Bay Creek, Andaman Islands, India	INDIAN JOURNAL OF GEO-MARINE SCIENCES																													0379-5136	0975-1033				MAR	2017	46	3					597	604										WOS:000406894300021						
J	Rioja-Nieto, R; Barrera-Falcon, E; Torres-Irineo, E; Mendoza-Gonzalez, G; Cuervo-Robayo, AP				Rioja-Nieto, Rodolfo; Barrera-Falcon, Eric; Torres-Irineo, Edgar; Mendoza-Gonzalez, Gabriela; Cuervo-Robayo, Angela P.			Environmental drivers of decadal change of a mangrove forest in the North coast of the Yucatan peninsula, Mexico	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				FEB	2017	21	1					167	175		10.1007/s11852-016-0486-0								WOS:000399030200015						
J	Silva, J; Bacao, F; Caetano, M				Silva, Joel; Bacao, Fernando; Caetano, Mario			Specific Land Cover Class Mapping by Semi-Supervised Weighted Support Vector Machines	REMOTE SENSING																	Caetano, Mario/0000-0001-8913-7342; Bacao, Fernando/0000-0002-0834-0275												2072-4292					FEB	2017	9	2							181	10.3390/rs9020181								WOS:000397013700083						
J	Akhand, A; Mukhopadhyay, A; Chanda, A; Mukherjee, S; Das, A; Das, S; Hazra, S; Mitra, D; Choudhury, SB; Rao, KH				Akhand, Anirban; Mukhopadhyay, Anirban; Chanda, Abhra; Mukherjee, Sandip; Das, Abhishek; Das, Sourav; Hazra, Sugata; Mitra, Debasis; Choudhury, S. B.; Rao, K. H.			Potential CO2 Emission Due to Loss of Above Ground Biomass from the Indian Sundarban Mangroves During the Last Four Decades	JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING																	Mukhopadhyay, Anirban/0000-0003-3340-6202												0255-660X	0974-3006				FEB	2017	45	1					147	154		10.1007/s12524-016-0567-4								WOS:000394243200015						
S	Samanta, K; Hazra, S		Hazra, S; Mukhopadhyay, A; Ghosh, AR; Mitra, D; Dadhwal, VK		Samanta, Kaberi; Hazra, Sugata			Mangrove Forest Cover Changes in Indian Sundarban (1986-2012) Using Remote Sensing and GIS	ENVIRONMENT AND EARTH OBSERVATION: CASE STUDIES IN INDIA	Springer Remote Sensing Photogrammetry																												2198-0721	2198-073X	978-3-319-46010-9; 978-3-319-46008-6				2017							97	108		10.1007/978-3-319-46010-9_7	10.1007/978-3-319-46010-9							WOS:000419229200009						
J	Nayak, S				Nayak, Shailesh			Coastal zone management in India - present status and future needs	GEO-SPATIAL INFORMATION SCIENCE																													1009-5020	1993-5153					2017	20	2			SI		174	183		10.1080/10095020.2017.1333715								WOS:000409348200011						
J	Lokhande, PC; Shirdhankar, MM; Chaudhari, KJ; Sawant, MS				Lokhande, P. C.; Shirdhankar, M. M.; Chaudhari, K. J.; Sawant, M. S.			Digitization of Inland Water Resources for Fisheries through Remote Sensing and Geographical Information System - A Study in Ratnagiri District	FISHERY TECHNOLOGY																													0015-3001						2017	54	2					86	93										WOS:000407570800002						
S	Sukmono, A; Ardiansyah		Setiawan, Y		Sukmono, Abdi; Ardiansyah			Identification of rice field using Multi-Temporal NDVI and PCA method on Landsat 8 (Case Study: Demak, Central Java)	3RD INTERNATIONAL SYMPOSIUM ON LAPAN-IPB SATELLITE FOR FOOD SECURITY AND ENVIRONMENTAL MONITORING 2016	IOP Conference Series-Earth and Environmental Science				3rd International Symposium on LAPAN-IPB Satellite for Food Security and Environmental Monitoring (LISAT-FSEM)	OCT 25-26, 2016	Bogor, INDONESIA	Bogor Agr Univ, Ctr Environm Res Res & Community Serv Inst, Directorate Res & Innovat, Natl Inst Aeronaut & Space Indonesia																					1755-1307						2017	54								UNSP 012001	10.1088/1755-1315/54/1/012001								WOS:000404120100001						
J	Avtar, R; Kumar, P; Oono, A; Saraswat, C; Dorji, S; Hlaing, Z				Avtar, Ram; Kumar, Pankaj; Oono, Akiko; Saraswat, Chitresh; Dorji, Singay; Hlaing, Zarchi			Potential application of remote sensing in monitoring ecosystem services of forests, mangroves and urban areas	GEOCARTO INTERNATIONAL																	Saraswat, Chitresh/0000-0002-7193-9133												1010-6049	1752-0762					2017	32	8					874	885		10.1080/10106049.2016.1206974								WOS:000402869100004						
J	Yagci, AL; Santanello, JA; Jones, JW; Barr, J				Yagci, Ali Levent; Santanello, Joseph A.; Jones, John W.; Barr, Jordan			Estimating evaporative fraction from readily obtainable variables in mangrove forests of the Everglades, USA	INTERNATIONAL JOURNAL OF REMOTE SENSING																Santanello, Joseph/D-4438-2012	Santanello, Joseph/0000-0002-0807-6590; Yagci, Ali/0000-0003-1094-9204; Jones, John/0000-0001-6117-3691; Barr, Jordan/0000-0002-6460-3463												0143-1161	1366-5901					2017	38	14					3981	4007		10.1080/01431161.2017.1312033								WOS:000401460800001						
J	Silva, J; Bacao, F; Dieng, M; Foody, GM; Caetano, M				Silva, Joel; Bacao, Fernando; Dieng, Maguette; Foody, Giles M.; Caetano, Mario			Improving specific class mapping from remotely sensed data by cost-sensitive learning	INTERNATIONAL JOURNAL OF REMOTE SENSING																	Caetano, Mario/0000-0001-8913-7342; Bacao, Fernando/0000-0002-0834-0275												0143-1161	1366-5901					2017	38	11					3294	3316		10.1080/01431161.2017.1292073								WOS:000397995400006						
J	Wicaksono, P				Wicaksono, Pramaditya			Mangrove above-ground carbon stock mapping of multi-resolution passive remote-sensing systems	INTERNATIONAL JOURNAL OF REMOTE SENSING																	Wicaksono, Pramaditya/0000-0001-5797-0284												0143-1161	1366-5901					2017	38	6					1551	1578		10.1080/01431161.2017.1283072								WOS:000394651500005						
J	Malik, A; Mertz, O; Fensholt, R				Malik, Abdul; Mertz, Ole; Fensholt, Rasmus			Mangrove forest decline: consequences for livelihoods and environment in South Sulawesi	REGIONAL ENVIRONMENTAL CHANGE																	Fensholt, Rasmus/0000-0003-3067-4527; Malik, Abdul/0000-0001-8704-1021												1436-3798	1436-378X				JAN	2017	17	1			SI		157	169		10.1007/s10113-016-0989-0								WOS:000394157300013						
J	Dutta, D; Mahalakshmi, DV; Goel, P; Singh, M; Dadhwal, VK; Reddy, RS; Jha, C				Dutta, Dibyendu; Mahalakshmi, Dangeti Venkata; Goel, Prachi; Singh, Manisha; Dadhwal, Vinay Kumar; Reddy, Rodda Suraj; Jha, Chandrasekhar			Estimation of daily average net radiation and its variation over West Bengal, India using MODIS products	GEOCARTO INTERNATIONAL																													1010-6049	1752-0762					2017	32	3					286	297		10.1080/10106049.2016.1140819								WOS:000393207700005						
J	Ghosh, MK; Kumar, L; Roy, C				Ghosh, Manoj Kumer; Kumar, Lalit; Roy, Chandan			Mapping Long-Term Changes in Mangrove Species Composition and Distribution in the Sundarbans	FORESTS																Kumar, Lalit/A-6397-2011	Kumar, Lalit/0000-0002-9205-756X; Ghosh, Manoj Kumer/0000-0002-5279-272X												1999-4907					DEC	2016	7	12							305	10.3390/f7120305								WOS:000393327700005						
J	Pasha, SV; Reddy, CS; Jha, CS; Rao, PVVP; Dadhwal, VK				Pasha, S. Vazeed; Reddy, C. Sudhakar; Jha, C. S.; Rao, P. V. V. Prasada; Dadhwal, V. K.			Assessment of Land Cover Change Hotspots in Gulf of Kachchh, India Using Multi-Temporal Remote Sensing Data and GIS	JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING																	PASHA, SHAIK VAZEED/0000-0003-4877-9482												0255-660X	0974-3006				DEC	2016	44	6					905	913		10.1007/s12524-016-0562-9								WOS:000388133500007						
J	Reddy, CS; Satish, KV; Pasha, SV; Jha, CS; Dadhwal, VK				Reddy, C. Sudhakar; Satish, K. V.; Pasha, S. Vazeed; Jha, C. S.; Dadhwal, V. K.			Assessment and monitoring of deforestation and land-use changes (1976-2014) in Andaman and Nicobar Islands, India using remote sensing and GIS	CURRENT SCIENCE																	Satish, KV/0000-0001-6772-3914												0011-3891					NOV 10	2016	111	9					1492	1499		10.18520/cs/v111/i9/1492-1499								WOS:000387794400023						
J	Connette, G; Oswald, P; Songer, M; Leimgruber, P				Connette, Grant; Oswald, Patrick; Songer, Melissa; Leimgruber, Peter			Mapping Distinct Forest Types Improves Overall Forest Identification Based on Multi-Spectral Landsat Imagery for Myanmar's Tanintharyi Region	REMOTE SENSING																													2072-4292					NOV	2016	8	11							882	10.3390/rs8110882								WOS:000388798400003						
J	Nardin, W; Locatelli, S; Pasquarella, V; Rulli, MC; Woodcock, CE; Fagherazzi, S				Nardin, William; Locatelli, Silvia; Pasquarella, Valerie; Rulli, Maria Cristina; Woodcock, Curtis E.; Fagherazzi, Sergio			Dynamics of a fringe mangrove forest detected by Landsat images in the Mekong River Delta, Vietnam	EARTH SURFACE PROCESSES AND LANDFORMS																	Pasquarella, Valerie/0000-0003-1258-6195												0197-9337	1096-9837				NOV	2016	41	14					2024	2037		10.1002/esp.3968								WOS:000387361400002						
J	Ayanlade, A; Drake, N				Ayanlade, Ayansina; Drake, Nicolas			Forest loss in different ecological zones of the Niger Delta, Nigeria: evidence from remote sensing	GEOJOURNAL																	Ayanlade, Ayansina/0000-0001-5419-5980												0343-2521	1572-9893				OCT	2016	81	5					717	735		10.1007/s10708-015-9658-y								WOS:000387944400005						
J	Hazra, S; Mukhopadhyay, A; Chanda, A; Mondal, P; Ghosh, T; Mukherjee, S; Salehin, M				Hazra, Sugata; Mukhopadhyay, Anirban; Chanda, Abhra; Mondal, Parimal; Ghosh, Tuhin; Mukherjee, Sandip; Salehin, Mashfiqus			Characterizing the 2D shape complexity dynamics of the islands of Sundarbans, Bangladesh: a fractal dimension approach	ENVIRONMENTAL EARTH SCIENCES																	Mukhopadhyay, Anirban/0000-0003-3340-6202; Hazra, Sugata/0000-0002-4046-7030												1866-6280	1866-6299				OCT	2016	75	20							1367	10.1007/s12665-016-6175-3								WOS:000386578200030						
J	Etemadi, H; Samadi, SZ; Sharifikia, M; Smoak, JM				Etemadi, Halimeh; Samadi, S. Zahra; Sharifikia, Mohammad; Smoak, Joseph M.			Assessment of climate change downscaling and non-stationarity on the spatial pattern of a mangrove ecosystem in an arid coastal region of southern Iran	THEORETICAL AND APPLIED CLIMATOLOGY																Smoak, Joseph/E-2140-2012	Smoak, Joseph/0000-0002-4322-4042												0177-798X	1434-4483				OCT	2016	126	1-2					35	49		10.1007/s00704-015-1552-5								WOS:000385256300004						
J	Bhunia, GS; Shit, PK; Maiti, R				Bhunia, Gouri Sankar; Shit, Pravat Kumar; Maiti, Ramkrishna			Soil organic carbon stock explored by geo-spatial modeling at Sagar Island, India	SPATIAL INFORMATION RESEARCH																													2366-3286	2366-3294				OCT	2016	24	5					503	514		10.1007/s41324-016-0048-4								WOS:000413299000001						
J	Asian, A; Rahman, AF; Warren, MW; Robeson, SM				Asian, Asian; Rahman, Abdullah F.; Warren, Matthew W.; Robeson, Scott M.			Mapping spatial distribution and biomass of coastal wetland vegetation in Indonesian Papua by combining active and passive remotely sensed data	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				SEP 15	2016	183						65	81		10.1016/j.rse.2016.04.026								WOS:000382345400006						
J	Barragan, JM; de Andres, M				Barragan, Juan Manuel; de Andres, Maria			Urban expansion in the coastal areas of Latin America and Caribbean	REVISTA DE GEOGRAFIA NORTE GRANDE																													0718-3402					SEP	2016		64					129	149		10.4067/S0718-34022016000200009								WOS:000389026800009						
J	Giri, C				Giri, Chandra			Observation and Monitoring of Mangrove Forests Using Remote Sensing: Opportunities and Challenges	REMOTE SENSING																													2072-4292					SEP	2016	8	9							783	10.3390/rs8090783								WOS:000385488000093						
