PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Hyder, K; Townhill, B; Anderson, LG; Delany, J; Pinnegar, JK				Hyder, Kieran; Townhill, Bryony; Anderson, Lucy G.; Delany, Jane; Pinnegar, John K.			Can citizen science contribute to the evidence-base that underpins marine policy?	MARINE POLICY																	Hyder, Kieran/0000-0003-1428-5679												0308-597X	1872-9460				SEP	2015	59						112	120		10.1016/j.marpol.2015.04.022								WOS:000358462800013						
J	Lee, ZP; Marra, J; Perry, MJ; Kahru, M				Lee, Zhongping; Marra, John; Perry, Mary Jane; Kahru, Mati			Estimating oceanic primary productivity from ocean color remote sensing: A strategic assessment	JOURNAL OF MARINE SYSTEMS																													0924-7963	1879-1573				SEP	2015	149						50	59		10.1016/j.jmarsys.2014.11.015								WOS:000356548300005						
J	Arnous, MO; El-Rayes, AE; Green, DR				Arnous, Mohamed O.; El-Rayes, Ahmed E.; Green, David R.			Hydrosalinity and environmental land degradation assessment of the East Nile Delta region, Egypt	JOURNAL OF COASTAL CONSERVATION																El-Rayes, Ahmed/G-4614-2016	El-Rayes, Ahmed/0000-0002-4548-135X; Arnous, Mohamed/0000-0003-1410-1649												1400-0350	1874-7841				AUG	2015	19	4					491	513		10.1007/s11852-015-0402-z								WOS:000362017900007						
J	Cruz-Garcia, LM; Arreola-Lizarraga, JA; Cesena-Beltran, GE; Mendoza-Salgado, RA; Galina-Tessaro, P; Beltran-Morales, LF; Ortega-Rubio, A				Maria Cruz-Garcia, Luz; Alfredo Arreola-Lizarraga, Jose; Ezequiel Cesena-Beltran, Gil; Arturo Mendoza-Salgado, Renato; Galina-Tessaro, Patricia; Felipe Beltran-Morales, Luis; Ortega-Rubio, Alfredo			An examination of coastal conservation by remote sensing in Baja California Sur, M,xico	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				AUG	2015	19	4					609	619		10.1007/s11852-015-0411-y								WOS:000362017900015						
J	Yu, Y; Xu, HP; Xu, CW				Yu, Yang; Xu, Huiping; Xu, Changwei			Development of a Plug-and-Play Monitoring System for Cabled Observatories in the East China Sea	SENSORS																													1424-8220					AUG	2015	15	8					17926	17943		10.3390/s150817926								WOS:000360906500004	26213931					
J	Holland, CW; Steininger, G; Dosso, SE				Holland, Charles W.; Steininger, Gavin; Dosso, Stan E.			Discrimination between discrete and continuum scattering from the sub-seafloor	JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA																													0001-4966	1520-8524				AUG	2015	138	2					663	673		10.1121/1.4923451								WOS:000360652900023	26328684					
J	Chaves, JE; Werdell, PJ; Proctor, CW; Neeley, AR; Freeman, SA; Thomas, CS; Hooker, SB				Chaves, Joaquin E.; Werdell, P. Jeremy; Proctor, Christopher W.; Neeley, Aimee R.; Freeman, Scott A.; Thomas, Crystal S.; Hooker, Stanford B.			Assessment of ocean color data records from MODIS-Aqua in the western Arctic Ocean	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY																Hooker, Stanford/E-2162-2012													0967-0645	1879-0100				AUG	2015	118		A		SI		32	43		10.1016/j.dsr2.2015.02.011								WOS:000360255300004						
J	Miller, PI; Scales, KL; Ingram, SN; Southall, EJ; Sims, DW				Miller, Peter I.; Scales, Kylie L.; Ingram, Simon N.; Southall, Emily J.; Sims, David W.			Basking sharks and oceanographic fronts: quantifying associations in the north-east Atlantic	FUNCTIONAL ECOLOGY																Miller, Peter/E-4525-2013	Miller, Peter/0000-0002-5292-8789; Scales, Kylie/0000-0003-0843-0956												0269-8463	1365-2435				AUG	2015	29	8					1099	1109		10.1111/1365-2435.12423								WOS:000358948500012						
J	Liu, YX; Zhou, MX; Zhao, SS; Zhan, WF; Yang, K; Li, MC				Liu, Yongxue; Zhou, Minxi; Zhao, Saishuai; Zhan, Wenfeng; Yang, Kang; Li, Manchun			Automated extraction of tidal creeks from airborne laser altimetry data	JOURNAL OF HYDROLOGY																Zhan, Wenfeng/I-1137-2014	Zhan, Wenfeng/0000-0001-7487-821X; Yang, Kang/0000-0002-7246-8425; Liu, Yongxue/0000-0002-6837-5015												0022-1694	1879-2707				AUG	2015	527						1006	1020		10.1016/j.jhydrol.2015.05.058								WOS:000358629100085						
J	Xue, CJ; Dong, Q; Qin, LJ				Xue Cunjin; Dong Qing; Qin Lijuan			A cluster-based method for marine sensitive object extraction and representation	JOURNAL OF OCEAN UNIVERSITY OF CHINA																													1672-5182	1993-5021				AUG	2015	14	4					612	620		10.1007/s11802-015-2452-0								WOS:000358335900004						
J	Brewin, RJW; Raitsos, DE; Dall'Olmo, G; Zarokanellos, N; Jackson, T; Racault, MF; Boss, ES; Sathyendranath, S; Jones, BH; Hoteit, I				Brewin, Robert J. W.; Raitsos, Dionysios E.; Dall'Olmo, Giorgio; Zarokanellos, Nikolaos; Jackson, Thomas; Racault, Marie-Fanny; Boss, Emmanuel S.; Sathyendranath, Shubha; Jones, Burt H.; Hoteit, Ibrahim			Regional ocean-colour chlorophyll algorithms for the Red Sea	REMOTE SENSING OF ENVIRONMENT																Racault, Marie-Fanny/D-7190-2016; Boss, Emmanuel/C-5765-2009	Racault, Marie-Fanny/0000-0002-7584-2515; Boss, Emmanuel/0000-0002-8334-9595; Jones, Burton/0000-0002-9599-1593; Brewin, Robert/0000-0001-5134-8291; Hoteit, Ibrahim/0000-0002-3751-4393; Raitsos, Dionysios/0000-0002-6714-2180; Jackson, Thomas/0000-0003-4336-1597												0034-4257	1879-0704				AUG	2015	165						64	85		10.1016/j.rse.2015.04.024								WOS:000357545400006						
J	Maxwell, SM; Hazen, EL; Lewison, RL; Dunn, DC; Bailey, H; Bograd, SJ; Briscoe, DK; Fossette, S; Hobday, AJ; Bennett, M; Benson, S; Caldwell, MR; Costa, DP; Dewar, H; Eguchi, T; Hazen, L; Kohin, S; Sippel, T; Crowder, LB				Maxwell, Sara M.; Hazen, Elliott L.; Lewison, Rebecca L.; Dunn, Daniel C.; Bailey, Helen; Bograd, Steven J.; Briscoe, Dana K.; Fossette, Sabrina; Hobday, Alistair J.; Bennett, Meredith; Benson, Scott; Caldwell, Margaret R.; Costa, Daniel P.; Dewar, Heidi; Eguchi, Tomo; Hazen, Lucie; Kohin, Suzanne; Sippel, Tim; Crowder, Larry B.			Dynamic ocean management: Defining and conceptualizing real-time management of the ocean	MARINE POLICY																Hobday, Alistair/A-1460-2012; Bailey, Helen/E-6813-2012	Hobday, Alistair/0000-0002-3194-8326; Bailey, Helen/0000-0001-7445-4687; Hazen, Elliott/0000-0002-0412-7178; Lewison, Rebecca/0000-0003-3065-2926; Maxwell, Sara/0000-0002-4425-9378; Dunn, Daniel/0000-0001-8932-0681; Costa, Daniel/0000-0002-0233-5782												0308-597X	1872-9460				AUG	2015	58						42	50		10.1016/j.marpol.2015.03.014								WOS:000356745700006						
J	Huang, Y; Franklin, CN; Siems, ST; Manton, MJ; Chubb, T; Lock, A; Alexander, S; Klekociuk, A				Huang, Yi; Franklin, Charmaine N.; Siems, Steven T.; Manton, Michael J.; Chubb, Thomas; Lock, Adrian; Alexander, Simon; Klekociuk, Andrew			Evaluation of boundary-layer cloud forecasts over the Southern Ocean in a limited-area numerical weather prediction system usingin situ, space-borne and ground-based observations	QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY																Klekociuk, Andrew/A-4498-2015	Klekociuk, Andrew/0000-0003-3335-0034; Alexander, Simon/0000-0001-6823-8857; Siems, Steven/0000-0002-8478-533X												0035-9009	1477-870X				JUL	2015	141	691	B				2259	2276		10.1002/qj.2519								WOS:000360986200022						
J	Kuenzer, C; Klein, I; Ullmann, T; Georgiou, EF; Baumhauer, R; Dech, S				Kuenzer, Claudia; Klein, Igor; Ullmann, Tobias; Georgiou, Efi Foufoula; Baumhauer, Roland; Dech, Stefan			Remote Sensing of River Delta Inundation: Exploiting the Potential of Coarse Spatial Resolution, Temporally-Dense MODIS Time Series	REMOTE SENSING																	Klein, Igor/0000-0003-0113-8637												2072-4292					JUL	2015	7	7					8516	8542		10.3390/rs70708516								WOS:000360919900013						
J	Liu, D; Pan, DL; Bai, Y; He, XQ; Wang, DF; Wei, JA; Zhang, L				Liu, Dong; Pan, Delu; Bai, Yan; He, Xianqiang; Wang, Difeng; Wei, Ji-An; Zhang, Lin			Remote Sensing Observation of Particulate Organic Carbon in the Pearl River Estuary	REMOTE SENSING																													2072-4292					JUL	2015	7	7					8683	8704		10.3390/rs70708683								WOS:000360919900020						
J	Xue, CJ; Dong, Q; Li, XH; Fan, X; Li, YL; Wu, SC				Xue, Cunjin; Dong, Qing; Li, Xiaohong; Fan, Xing; Li, Yilong; Wu, Shuchao			A Remote-Sensing-Driven System for Mining Marine Spatiotemporal Association Patterns	REMOTE SENSING																													2072-4292					JUL	2015	7	7					9149	9165		10.3390/rs70709149								WOS:000360919900039						
J	Wang, CS; Sun, GY; Dang, LJ				Wang, Chuansheng; Sun, Guiyan; Dang, Lijuan			Identifying Ecological Red Lines: A Case Study of the Coast in Liaoning Province	SUSTAINABILITY																													2071-1050					JUL	2015	7	7					9461	9477		10.3390/su7079461								WOS:000360354500068						
J	Yang, L; Wang, DX; Huang, J; Wang, X; Zeng, LL; Shi, R; He, YK; Xie, Q; Wang, SG; Chen, RY; Yuan, JN; Wang, Q; Chen, J; Zu, TT; Li, J; Sui, DD; Peng, SQ				Yang, Lei; Wang, Dongxiao; Huang, Jian; Wang, Xin; Zeng, Lili; Shi, Rui; He, Yunkai; Xie, Qiang; Wang, Shengan; Chen, Rongyu; Yuan, Jinnan; Wang, Qiang; Chen, Ju; Zu, Tingting; Li, Jian; Sui, Dandan; Peng, Shiqiu			TOWARD A MESOSCALE HYDROLOGICAL AND MARINE METEOROLOGICAL OBSERVATION NETWORK IN THE SOUTH CHINA SEA	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY																yang, Lei/C-9880-2012; WANG, DongXiao/B-4445-2012; Wang, Xin/B-4624-2012													0003-0007	1520-0477				JUL	2015	96	7								10.1175/BAMS-D-14-00159.1								WOS:000359854800001						
J	Martinez, JM; Espinoza-Villar, R; Armijos, E; Moreira, LS				Martinez, Jean-Michel; Espinoza-Villar, Raul; Armijos, Elisa; Moreira, Luciane Silva			The optical properties of river and floodplain waters in the Amazon River Basin: Implications for satellite-based measurements of suspended particulate matter	JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE																	Arrmijos, Elisa/0000-0003-4839-6924; Martinez, Jean-Michel/0000-0003-3281-8512												2169-9003	2169-9011				JUL	2015	120	7					1274	1287		10.1002/2014JF003404								WOS:000359870300007						
J	Pan, XJ; Wong, GTF				Pan, Xiaoju; Wong, George T. F.			An improved algorithm for remotely sensing marine dissolved organic carbon: Climatology in the northern South China Sea shelf-sea and adjacent waters	DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY																													0967-0645	1879-0100				JUL	2015	117				SI		131	142		10.1016/j.dsr2.2015.02.025								WOS:000357231100012						
J	Lamer, K; Kollias, P; Nuijens, L				Lamer, K.; Kollias, P.; Nuijens, L.			Observations of the variability of shallow trade wind cumulus cloudiness and mass flux	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																													2169-897X	2169-8996				JUN 27	2015	120	12					6161	6178		10.1002/2014JD022950								WOS:000357956800024						
J	Meyer, K; Platnick, S; Zhang, ZB				Meyer, Kerry; Platnick, Steven; Zhang, Zhibo			Simultaneously inferring above-cloud absorbing aerosol optical thickness and underlying liquid phase cloud optical and microphysical properties using MODIS	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES																Platnick, Steven/J-9982-2014; Meyer, Kerry/E-8095-2016	Platnick, Steven/0000-0003-3964-3567; Meyer, Kerry/0000-0001-5361-9200												2169-897X	2169-8996				JUN 16	2015	120	11					5524	5547		10.1002/2015JD023128								WOS:000356975700015						
J	Riaza, A; Buzzi, J; Garcia-Melendez, E; Carrere, V; Sarmiento, A; Muller, A				Riaza, A.; Buzzi, J.; Garcia-Melendez, E.; Carrere, V.; Sarmiento, A.; Mueller, A.			Monitoring acidic water in a polluted river with hyperspectral remote sensing (HyMap)	HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES																Buzzi, Jorge/M-1158-2014	Buzzi, Jorge/0000-0002-1486-7305; Garcia-Melendez, Eduardo/0000-0001-8217-8205												0262-6667	2150-3435				JUN 3	2015	60	6					1064	1077		10.1080/02626667.2014.899704								WOS:000356942100007						
J	Henriques, V; Guerra, MT; Mendes, B; Gaudencio, MJ; Fonseca, P				Henriques, Victor; Guerra, Miriam Tuaty; Mendes, Beatriz; Gaudencio, Maria Jose; Fonseca, Paulo			Benthic habitat mapping in a Portuguese Marine Protected Area using EUNIS: An integrated approach	JOURNAL OF SEA RESEARCH																Scientific output, CIIMAR/E-5122-2012; Fonseca, Paulo/A-5418-2008; Scientific Productivity, CIIMAR/N-6498-2017	Scientific output, CIIMAR/0000-0001-6270-2153; Fonseca, Paulo/0000-0003-4177-8196; Scientific Productivity, CIIMAR/0000-0002-3703-4402												1385-1101	1873-1414				JUN	2015	100				SI		77	90		10.1016/j.seares.2014.10.007								WOS:000358461200008						
J	Stearns, LA; Hamilton, GS; van der Veen, CJ; Finnegan, DC; O'Neel, S; Scheick, JB; Lawson, DE				Stearns, L. A.; Hamilton, G. S.; van der Veen, C. J.; Finnegan, D. C.; O'Neel, S.; Scheick, J. B.; Lawson, D. E.			Glaciological and marine geological controls on terminus dynamics of Hubbard Glacier, southeast Alaska	JOURNAL OF GEOPHYSICAL RESEARCH-EARTH SURFACE																													2169-9003	2169-9011				JUN	2015	120	6					1065	1081		10.1002/2014JF003341								WOS:000357994400007						
J	Sagawa, T; Komatsu, T				Sagawa, Tatsuyuki; Komatsu, Teruhisa			Simulation of seagrass bed mapping by satellite images based on the radiative transfer model	OCEAN SCIENCE JOURNAL																													1738-5261	2005-7172				JUN	2015	50	2					335	342		10.1007/s12601-015-0031-3								WOS:000357691000022						
