PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Telesca, L; Pierini, JO; Lovallo, M; Santamaria-del-Angel, E				Telesca, Luciano; Pierini, Jorge O.; Lovallo, Michele; Santamaria-del-Angel, Eduardo			Spatio-temporal variability in the Brazil-Malvinas Confluence Zone (BMCZ), based on spectroradiometric MODIS-AQUA chlorophyll-a observations	OCEANOLOGIA																	Santamaria-del-Angel, Eduardo/0000-0002-1882-7714												0078-3234	2300-7370				JAN-MAR	2018	60	1					76	85		10.1016/j.oceano.2017.08.002								WOS:000423058800006						
J	Bell, TW; Reed, DC; Nelson, NB; Siegel, DA				Bell, Tom W.; Reed, Daniel C.; Nelson, Norman B.; Siegel, David A.			Regional patterns of physiological condition determine giant kelp net primary production dynamics	LIMNOLOGY AND OCEANOGRAPHY																													0024-3590	1939-5590				JAN	2018	63	1					472	483		10.1002/lno.10753								WOS:000423029300030						
J	Jayanthi, M; Thirumurthy, S; Samynathan, M; Duraisamy, M; Muralidhar, M; Ashokkumar, J; Vijayan, KK				Jayanthi, Marappan; Thirumurthy, Selvasekar; Samynathan, Muthusamy; Duraisamy, Muthusamy; Muralidhar, Moturi; Ashokkumar, Jangam; Vijayan, Koyadan Kizhakkedath			Shoreline change and potential sea level rise impacts in a climate hazardous location in southeast coast of India	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369	1573-2959				JAN	2018	190	1							51	10.1007/s10661-017-6426-0								WOS:000422680800051						
J	Valderrama-Landeros, L; Flores-de-Santiago, F; Kovacs, JM; Flores-Verdugo, F				Valderrama-Landeros, L.; Flores-de-Santiago, F.; Kovacs, J. M.; Flores-Verdugo, F.			An assessment of commonly employed satellite-based remote sensors for mapping mangrove species in Mexico using an NDVI-based classification scheme	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369	1573-2959				JAN	2018	190	1							23	10.1007/s10661-017-6399-z								WOS:000422680800032						
J	Wang, J; Deng, ZQ				Wang, Jiao; Deng, Zhiqiang			Development of a MODIS Data-Based Algorithm for Retrieving Gage Height in Nearshore Waters along the Louisiana Gulf Coast	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				JAN	2018	34	1					220	228		10.2112/JCOASTRES-D-16-00161.1								WOS:000422738000021						
J	Ahmed, A; Drake, F; Nawaz, R; Woulds, C				Ahmed, Asib; Drake, Frances; Nawaz, Rizwan; Woulds, Clare			Where is the coast? Monitoring coastal land dynamics in Bangladesh: An integrated management approach using GIS and remote sensing techniques	OCEAN & COASTAL MANAGEMENT																													0964-5691	1873-524X				JAN 1	2018	151						10	24		10.1016/j.ocecoaman.2017.10.030								WOS:000418973100002						
J	Shumack, S; Hesse, P; Turner, L				Shumack, Samuel; Hesse, Paul; Turner, Liam			The impact of fire on sand dune stability: Surface coverage and biomass recovery after fires on Western Australian coastal dune systems from 1988 to 2016	GEOMORPHOLOGY																													0169-555X	1872-695X				DEC 15	2017	299						39	53		10.1016/j.geomorph.2017.10.001								WOS:000418221700004						
J	Widyatmanti, W; Sammut, J				Widyatmanti, Wirastuti; Sammut, Jesmond			y Hydro-geomorphic controls on the development and distribution of acid sulfate soils in Central Java, Indonesia	GEODERMA					8th International Acid Sulfate Soils Conference	JUL 17-23, 2016	Univ Maryland, College Park, MD	Int Union Soil Sci, Working Grp Acid Sulfate Soils	Univ Maryland																				0016-7061	1872-6259				DEC 15	2017	308						321	332		10.1016/j.geoderma.2017.08.024								WOS:000413282100031						
J	Phillips, SR; Costa, M				Phillips, Stephen Robert; Costa, Maycira			Spatial-temporal bio-optical classification of dynamic semi-estuarine waters in western North America	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714	1096-0015				DEC 5	2017	199						35	48		10.1016/j.ecss.2017.09.029								WOS:000415776100004						
J	Kreuter, A; Blumthaler, M; Tiefengraber, M; Kift, R; Webb, AR				Kreuter, Axel; Blumthaler, Mario; Tiefengraber, Martin; Kift, Richard; Webb, Ann R.			Sky radiance at a coastline and effects of land and ocean reflectivities	ATMOSPHERIC CHEMISTRY AND PHYSICS																													1680-7316	1680-7324				DEC 4	2017	17	23					14353	14364		10.5194/acp-17-14353-2017								WOS:000416941000003						
J	Gade, M; Kohlus, J; Kost, C				Gade, Martin; Kohlus, Joern; Kost, Cornelia			SAR Imaging of Archaeological Sites on Intertidal Flats in the German Wadden Sea	GEOSCIENCES																													2076-3263					DEC	2017	7	4							UNSP 105	10.3390/geosciences7040105								WOS:000419192500014						
J	Olsen, KG; Nettles, M				Olsen, Kira G.; Nettles, Meredith			Patterns in glacial-earthquake activity around Greenland, 2011-13	JOURNAL OF GLACIOLOGY																													0022-1430	1727-5652				DEC	2017	63	242					1077	1089		10.1017/jog.2017.78								WOS:000418852500012						
J	Chauhan, P; Raman, M				Chauhan, Prakash; Raman, Mini			Satellite Remote Sensing for Ocean Biology: An Indian Perspective	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					629	640		10.1007/s40010-017-0439-5								WOS:000418819200012						
J	Kumar, A; Stupp, P; Dahal, S; Remillard, C; Bledsoe, R; Stone, A; Cameron, C; Rastogi, G; Samal, R; Mishra, DR				Kumar, Abhishek; Stupp, Patricia; Dahal, Subash; Remillard, Caren; Bledsoe, Roger; Stone, Austin; Cameron, Christopher; Rastogi, Gurdeep; Samal, Rabindro; Mishra, Deepak R.			A Multi-Sensor Approach for Assessing Mangrove Biophysical Characteristics in Coastal Odisha, India	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					679	700		10.1007/s40010-017-0441-y								WOS:000418819200015						
J	Nagamani, PV; Latha, TP; Bhavani, IVG; Rao, YU; Raman, M; Amminedu, E; Rao, KH; Choudhury, SB				Nagamani, P. V.; Latha, T. Preethi; Bhavani, I. V. G.; Rao, Y. Umamaheswara; Raman, Mini; Amminedu, E.; Rao, K. H.; Choudhury, S. B.			Optical Detection of Diatom Bloom in the Coastal Waters of Bay of Bengal Using Oceansat-2 OCM	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					867	878		10.1007/s40010-017-0455-5								WOS:000418819200029						
J	Canilao, MAP				Canilao, Michael Armand P.			Early Historical gold trade networks in Northwestern Luzon, as reconstructed from ethnohistorical accounts, WorldView2 satellite remote sensing and GIS predictive modelling: The Gasweling case	JOURNAL OF ARCHAEOLOGICAL SCIENCE-REPORTS																													2352-409X					DEC	2017	16						127	148		10.1016/j.jasrep.2017.10.005								WOS:000417374600012						
J	Kaliraj, S; Chandrasekar, N; Ramachandran, KK; Srinivas, Y; Saravanan, S				Kaliraj, S.; Chandrasekar, N.; Ramachandran, K. K.; Srinivas, Y.; Saravanan, S.			Coastal landuse and land cover change and transformations of Kanyakumari coast, India using remote sensing and GIS	EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES																													1110-9823	2090-2476				DEC	2017	20	2					169	185		10.1016/j.ejrs.2017.04.003								WOS:000417619900002						
J	Kaliraj, S; Chandrasekar, N; Ramachandran, KK				Kaliraj, S.; Chandrasekar, N.; Ramachandran, K. K.			Mapping of coastal landforms and volumetric change analysis in the south west coast of Kanyakumari, South India using remote sensing and GIS techniques	EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES																													1110-9823	2090-2476				DEC	2017	20	2					265	282		10.1016/j.ejrs.2016.12.006								WOS:000417619900009						
J	Mathew, MM; Rao, NS; Mandla, VR				Mathew, Merin Mariam; Rao, N. Srinivasa; Mandla, Venkata Ravibabu			Development of regression equation to study the Total Nitrogen, Total Phosphorus and Suspended Sediment using remote sensing data in Gujarat and Maharashtra coast of India	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				DEC	2017	21	6					917	927		10.1007/s11852-017-0561-1								WOS:000416870600017						
J	Nurdin, S; Mustapha, MA; Lihan, T; Zainuddin, M				Nurdin, Suhartono; Mustapha, Muzzneena A.; Lihan, Tukimat; Zainuddin, Mukti			Applicability of remote sensing oceanographic data in the detection of potential fishing grounds of Rastrelliger kanagurta in the archipelagic waters of Spermonde, Indonesia	FISHERIES RESEARCH																Zainuddin, Mukti/U-2357-2017	Zainuddin, Mukti/0000-0002-1600-4191												0165-7836	1872-6763				DEC	2017	196						1	12		10.1016/j.fishres.2017.07.029								WOS:000412250000001						
J	Wang, CY; Chen, SS; Li, D; Wang, DN; Liu, W; Yang, J				Wang, Chongyang; Chen, Shuisen; Li, Dan; Wang, Danni; Liu, Wei; Yang, Ji			A Landsat-based model for retrieving total suspended solids concentration of estuaries and coasts in China	GEOSCIENTIFIC MODEL DEVELOPMENT																													1991-959X	1991-9603				NOV 30	2017	10	12					4347	4365		10.5194/gmd-10-4347-2017								WOS:000416560600002						
J	Almalki, KA; Bantan, RA; Hashem, HI; Loni, OA; Ali, MA				Almalki, Khalid A.; Bantan, Rashad A.; Hashem, Hasham I.; Loni, Oumar A.; Ali, Moustafa A.			Improving geological mapping of the Farasan Islands using remote sensing and ground-truth data	JOURNAL OF MAPS																													1744-5647					NOV 15	2017	13	2					900	908		10.1080/17445647.2017.1401492								WOS:000418848000001						
J	Fern, RR; Morrison, ML				Fern, Rachel R.; Morrison, Michael L.			Mapping critical areas for migratory songbirds using a fusion of remote sensing and distributional modeling techniques	ECOLOGICAL INFORMATICS																													1574-9541	1878-0512				NOV	2017	42						55	60		10.1016/j.ecoinf.2017.09.007								WOS:000418985600007						
J	Liu, YL; Wang, X; Ling, F; Xu, S; Wang, CC				Liu, Yaolin; Wang, Xia; Ling, Feng; Xu, Shuna; Wang, Chengcheng			Analysis of Coastline Extraction from Landsat-8 OLI Imagery	WATER																	ling, feng/0000-0002-0685-4897												2073-4441					NOV	2017	9	11							816	10.3390/w9110816								WOS:000416798300002						
J	Liu, X; Liu, HY; Gong, HB; Lin, ZS; Lv, SC				Liu, Xiang; Liu, Huiyu; Gong, Haibo; Lin, Zhenshan; Lv, Shicheng			Appling the One-Class Classification Method of Maxent to Detect an Invasive Plant Spartina alterniflora with Time-Series Analysis	REMOTE SENSING																	liu, huiyu/0000-0003-3976-481X												2072-4292					NOV	2017	9	11							1120	10.3390/rs9111120								WOS:000416554100035						
J	Kennedy, D				Kennedy, David			'Gates': a new archaeological site type in Saudi Arabia	ARABIAN ARCHAEOLOGY AND EPIGRAPHY																													0905-7196	1600-0471				NOV	2017	28	2					153	174		10.1111/aae.12100								WOS:000416245100003						
J	O'Connell, JL; Mishra, DR; Cotten, DL; Wang, L; Alber, M				O'Connell, Jessica L.; Mishra, Deepak R.; Cotten, David L.; Wang, Li; Alber, Merryl			The Tidal Marsh Inundation Index (TMII): An inundation filter to flag flooded pixels and improve MODIS tidal marsh vegetation time-series analysis	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				NOV	2017	201						34	46		10.1016/j.rse.2017.08.008								WOS:000412866400004						
J	Keck, T; Preusker, R; Fischer, J				Keck, Therese; Preusker, Rene; Fischer, Juergen			Retrieving snow and ice characteristics by remotely sensed emissivity using the multi-view brightness temperature within 8 mu m to 14 mu m	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				NOV	2017	201						181	195		10.1016/j.rse.2017.09.006								WOS:000412866400014						
J	Yao, JL; Yang, L; Shu, YQ; Zeng, LL; Shi, R; Chen, J; Zu, TT; Chen, CQ				Yao, Jinglong; Yang, Lei; Shu, Yeqiang; Zeng, Lili; Shi, Rui; Chen, Ju; Zu, Tingting; Chen, Chuqun			Comparison of summer chlorophyll a concentration in the South China Sea and the Arabian Sea using remote sensing data	ACTA OCEANOLOGICA SINICA																													0253-505X	1869-1099				NOV	2017	36	11					61	67		10.1007/s13131-017-1138-4								WOS:000414992900008						
J	Reynolds, SD; Norman, BM; Beger, M; Franklin, CE; Dwyer, RG				Reynolds, Samantha D.; Norman, Bradley M.; Beger, Maria; Franklin, Craig E.; Dwyer, Ross G.			Movement, distribution and marine reserve use by an endangered migratory giant	DIVERSITY AND DISTRIBUTIONS																													1366-9516	1472-4642				NOV	2017	23	11					1268	1279		10.1111/ddi.12618								WOS:000413545900005						
J	Roberson, LA; Lagabrielle, E; Lombard, AT; Sink, K; Livingstone, T; Grantham, H; Harris, JM				Roberson, Leslie A.; Lagabrielle, Erwann; Lombard, Amanda T.; Sink, Kerry; Livingstone, Tamsyn; Grantham, Hedley; Harris, Jean M.			Pelagic bioregionalisation using open-access data for better planning of marine protected area networks	OCEAN & COASTAL MANAGEMENT																													0964-5691	1873-524X				NOV 1	2017	148						214	230		10.1016/j.ocecoaman.2017.08.017								WOS:000412611300021						
J	Grammer, B; Draganits, E; Gretscher, M; Muss, U				Grammer, Benedikt; Draganits, Erich; Gretscher, Martin; Muss, Ulrike			LiDAR-guided Archaeological Survey of a Mediterranean Landscape: Lessons from the Ancient Greek Polis of Kolophon (Ionia, Western Anatolia)	ARCHAEOLOGICAL PROSPECTION																													1075-2196	1099-0763				OCT-DEC	2017	24	4					311	333		10.1002/arp.1572								WOS:000417036100003	29242700					
J	Wattelez, G; Dupouy, C; Lefevre, J; Ouillon, S; Fernandez, JM; Juillot, F				Wattelez, Guillaume; Dupouy, Cecile; Lefevre, Jerome; Ouillon, Sylvain; Fernandez, Jean-Michel; Juillot, Farid			Application of the Support Vector Regression Method for Turbidity Assessment with MODIS on a Shallow Coral Reef Lagoon (Voh-Kone-Pouembout, New Caledonia)	WATER																	Ouillon, Sylvain/0000-0001-7964-7787												2073-4441					OCT	2017	9	10							737	10.3390/w9100737								WOS:000414707500014						
J	Derian, P; Almar, R				Derian, Pierre; Almar, Rafael			Wavelet-Based Optical Flow Estimation of Instant Surface Currents From Shore-Based and UAV Videos	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892	1558-0644				OCT	2017	55	10					5790	5797		10.1109/TGRS.2017.2714202								WOS:000413653200030						
J	Cao, YF; Xu, LL; Clausi, D				Cao, Yongfeng; Xu, Linlin; Clausi, David			Exploring the Potential of Active Learning for Automatic Identification of Marine Oil Spills Using 10-Year (2004-2013) RADARSAT Data	REMOTE SENSING																													2072-4292					OCT	2017	9	10							1041	10.3390/rs9101041								WOS:000414650600071						
J	Carswell, T; Costa, M; Young, E; Komick, N; Gower, J; Sweeting, R				Carswell, Tyson; Costa, Maycira; Young, Erika; Komick, Nicholas; Gower, Jim; Sweeting, Ruston			Evaluation of MODIS-Aqua Atmospheric Correction and Chlorophyll Products of Western North American Coastal Waters Based on 13 Years of Data	REMOTE SENSING																													2072-4292					OCT	2017	9	10							1063	10.3390/rs9101063								WOS:000414650600093						
J	Toming, K; Kutser, T; Uiboupin, R; Arikas, A; Vahter, K; Paavel, B				Toming, Kaire; Kutser, Tiit; Uiboupin, Rivo; Arikas, Age; Vahter, Kaimo; Paavel, Birgot			Mapping Water Quality Parameters with Sentinel-3 Ocean and Land Colour Instrument Imagery in the Baltic Sea	REMOTE SENSING																													2072-4292					OCT	2017	9	10							1070	10.3390/rs9101070								WOS:000414650600100						
J	Haya, LOMY; Fujii, M				Haya, La Ode Muhammad Yasir; Fujii, Masahiko			Mapping the change of coral reefs using remote sensing and in situ measurements: a case study in Pangkajene and Kepulauan Regency, Spermonde Archipelago, Indonesia	JOURNAL OF OCEANOGRAPHY																													0916-8370	1573-868X				OCT	2017	73	5					623	645		10.1007/s10872-017-0422-4								WOS:000412313300008						
J	Ma, P; Dai, XY; Guo, ZY; Wei, C; Ma, WC				Ma, Pin; Dai, Xiaoyan; Guo, Zhongyang; Wei, Chao; Ma, Weichun			Detection of thermal pollution from power plants on China's eastern coast using remote sensing data	STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT																													1436-3240	1436-3259				OCT	2017	31	8					1957	1975		10.1007/s00477-016-1293-8								WOS:000413233000005						
J	Hess, DM; Leshchinsky, BA; Bunn, M; Mason, HB; Olsen, MJ				Hess, Daniel M.; Leshchinsky, Ben A.; Bunn, Michael; Mason, H. Benjamin; Olsen, Michael J.			A simplified three-dimensional shallow landslide susceptibility framework considering topography and seismicity	LANDSLIDES																													1612-510X	1612-5118				OCT	2017	14	5					1677	1697		10.1007/s10346-017-0810-2								WOS:000410840000009						
J	Thomas, DSG; Durcan, JA; Dansie, A; Wiggs, GFS				Thomas, David S. G.; Durcan, Julie A.; Dansie, Andrew; Wiggs, Giles F. S.			Holocene fluvial valley fill sources of atmospheric mineral dust in the Skeleton Coast, Namibia	EARTH SURFACE PROCESSES AND LANDFORMS																	Thomas, David/0000-0001-6867-5504												0197-9337	1096-9837				SEP 30	2017	42	12					1884	1894		10.1002/esp.4151								WOS:000411021500010						
J	Derimian, Y; Choel, M; Rudich, Y; Deboudt, K; Dubovik, O; Laskin, A; Legrand, M; Damiri, B; Koren, I; Unga, F; Moreau, M; Andreae, MO; Karnieli, A				Derimian, Yevgeny; Choel, Marie; Rudich, Yinon; Deboudt, Karine; Dubovik, Oleg; Laskin, Alexander; Legrand, Michel; Damiri, Bahaiddin; Koren, Ilan; Unga, Florin; Moreau, Myriam; Andreae, Meinrat O.; Karnieli, Arnon			Effect of sea breeze circulation on aerosol mixing state and radiative properties in a desert setting	ATMOSPHERIC CHEMISTRY AND PHYSICS																Andreae, Meinrat/B-1068-2008; Koren, Ilan/K-1417-2012; Laskin, Alexander/I-2574-2012	Andreae, Meinrat/0000-0003-1968-7925; Koren, Ilan/0000-0001-6759-6265; Laskin, Alexander/0000-0002-7836-8417; MOREAU, Myriam/0000-0003-4720-4994; Rudich, Yinon/0000-0003-3149-0201												1680-7316	1680-7324				SEP 25	2017	17	18					11331	11353		10.5194/acp-17-11331-2017								WOS:000411585900005						
J	Piccardi, L; Vittori, E; Blumetti, AM; Comerci, V; Di Manna, P; Guerrieri, L; Baglione, M; D'Intinosante, V				Piccardi, L.; Vittori, E.; Blumetti, A. M.; Comerci, V.; Di Manna, P.; Guerrieri, L.; Baglione, M.; D'Intinosante, V.			Mapping capable faulting hazard in a moderate-seismicity, high heat-flow environment: The Tuscia province (southern Tuscany-northern Latium, Italy)	QUATERNARY INTERNATIONAL																													1040-6182	1873-4553				SEP 7	2017	451						11	36		10.1016/j.quaint.2017.07.018								WOS:000409352500002						
J	Rodriguez, YC; Gomez, JAD; Sanchez-Carnero, N; Rodriguez-Perez, D				Chao Rodriguez, Y.; Dominguez Gomez, J. A.; Sanchez-Carnero, N.; Rodriguez-Perez, D.			A comparison of spectral macroalgae taxa separability methods using an extensive spectral library	ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS																													2211-9264					SEP	2017	26						463	473		10.1016/j.algal.2017.04.021								WOS:000411731800052						
J	Burlando, M; Romanic, D; Solari, G; Hangan, H; Zhang, S				Burlando, Massimiliano; Romanic, Djordje; Solari, Giovanni; Hangan, Horia; Zhang, Shi			Field Data Analysis and Weather Scenario of a Downburst Event in Livorno, Italy, on 1 October 2012	MONTHLY WEATHER REVIEW																													0027-0644	1520-0493				SEP	2017	145	9					3507	3527		10.1175/MWR-D-17-0018.1								WOS:000409406600006						
J	Weisshaupt, N; Lehmann, V; Arizaga, J; Maruri, M				Weisshaupt, Nadja; Lehmann, Volker; Arizaga, Juan; Maruri, Mercedes			Radar wind profilers and avian migration: a qualitative and quantitative assessment verified by thermal imaging and moon watching	METHODS IN ECOLOGY AND EVOLUTION																	Weisshaupt, Nadja/0000-0003-4510-4121												2041-210X	2041-2096				SEP	2017	8	9					1133	1145		10.1111/2041-210X.12763								WOS:000409994400011						
J	Mitra, SS; Mitra, D; Santra, A				Mitra, Shreyashi Santra; Mitra, D.; Santra, Abhisek			Performance testing of selected automated coastline detection techniques applied on multispectral satellite imageries	EARTH SCIENCE INFORMATICS																													1865-0473	1865-0481				SEP	2017	10	3					321	330		10.1007/s12145-017-0289-3								WOS:000407240900003						
J	Kallepalli, A; Kakani, NR; James, DB; Richardson, MA				Kallepalli, Akhil; Kakani, Nageswara Rao; James, David B.; Richardson, Mark A.			Digital shoreline analysis system-based change detection along the highly eroding Krishna-Godavari delta front	JOURNAL OF APPLIED REMOTE SENSING																	Kallepalli, Akhil/0000-0001-8115-9379; Richardson, Mark/0000-0003-2694-5486												1931-3195					AUG 24	2017	11								036018	10.1117/1.JRS.11.036018								WOS:000409553300001						
J	Kim, HC; Son, S; Kim, YH; Khim, JS; Nam, J; Chang, WK; Lee, JH; Lee, CH; Ryu, J				Kim, Hae-Cheol; Son, Seunghyun; Kim, Yong Hoon; Khim, Jong Seong; Nam, Jungho; Chang, Won Keun; Lee, Jung-Ho; Lee, Chang-Hee; Ryu, Jongseong			Remote sensing and water quality indicators in the Korean West coast: Spatio-temporal structures of MODIS-derived chlorophyll-a and total suspended solids	MARINE POLLUTION BULLETIN																	Khim, Jong Seong/0000-0001-7977-0929												0025-326X	1879-3363				AUG 15	2017	121	1-2					425	434		10.1016/j.marpolbul.2017.05.026								WOS:000407529200060	28641885					
J	Loc, HH; Diep, NTH; Can, NT; Irvine, KN; Shimizu, Y				Ho Huu Loc; Nguyen Thi Hong Diep; Nguyen Trong Can; Irvine, Kim N.; Shimizu, Yoshihisa			Integrated evaluation of Ecosystem Services in Prawn-Rice rotational crops, Vietnam	ECOSYSTEM SERVICES																													2212-0416					AUG	2017	26		B				377	387		10.1016/j.ecoser.2016.04.007								WOS:000414208500008						
J	Yan, YX; Zhang, ZQ; Wang, CL; Zhang, LL; Huang, YN; Zhang, JH				Yan, Youxi; Zhang, Zhongqiu; Wang, Chunling; Zhang, Leilei; Huang, Yingna; Zhang, Jihong			ANALYSIS OF RECENT COASTLINE EVOLUTION DUE TO MARINE RECLAMATION PROJECTS IN THE QINZHOU BAY	POLISH MARITIME RESEARCH																													1233-2585					AUG	2017	24				2		188	194		10.1515/pomr-2017-0082								WOS:000411490000025						
J	Zeinali, S; Dehghani, M; Rastegar, MA; Mojarrad, M				Zeinali, S.; Dehghani, M.; Rastegar, M. A.; Mojarrad, M.			Detecting shoreline changes in Chabahar Bay by processing satellite images	SCIENTIA IRANICA																													1026-3098					AUG	2017	24	4					1802	1809		10.24200/sci.2017.4271								WOS:000411296300006						
J	Murty, KN; Sarma, NS; Pandi, SR; Chiranjeevulu, G; Kiran, R; Muralikrishna, R				Murty, K. Narasimha; Sarma, Nittala S.; Pandi, Sudarsana Rao; Chiranjeevulu, Gundala; Kiran, Rayaprolu; Muralikrishna, R.			Hydrodynamic control of microphytoplankton bloom in a coastal sea	JOURNAL OF EARTH SYSTEM SCIENCE																	SARMA, NITTALA/0000-0002-7645-4274												0253-4126	0973-774X				AUG	2017	126	6								10.1007/s12040-017-0867-2								WOS:000409107200006						
J	Kassi, AM; Bayraktar, H; Khan, SD; Kasi, AK				Kassi, Akhtar M.; Bayraktar, Huseyin; Khan, Shuhab D.; Kasi, Aimal K.			Recurring Emergence of the Mud Islands on Shelf of the Arabian Sea along the Makran Coast of Pakistan - Historical Perspective using Remote Sensing Techniques	JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA																													0016-7622	0974-6889				AUG	2017	90	2					201	208		10.1007/s12594-017-0700-1								WOS:000408991300011						
