PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Bieler, R; Granados-Cifuentes, C; Rawlings, TA; Sierwald, P; Collins, TM				Bieler, Rudiger; Granados-Cifuentes, Camila; Rawlings, Timothy A.; Sierwald, Petra; Collins, Timothy M.			Non-native molluscan colonizers on deliberately placed shipwrecks in the Florida Keys, with description of a new species of potentially invasive worm-snail (Gastropoda: Vermetidae)	PEERJ																													2167-8359					APR 5	2017	5								e3158	10.7717/peerj.3158								WOS:000398662500004	28392984					
J	Guimaraes, US; Narvaes, ID; Galo, MDBT				Guimaraes, Ulisses Silva; Narvaes, Igor da Silva; Bueno Trindade Galo, Maria de Lourdes			ERS, ENVISAT AND SENTINEL DATA APPLICATION FOR CHANGE DETECTION IN AMAZON COASTAL ENVIRONMENTS	REVISTA BRASILEIRA DE GEOMORFOLOGIA																													1519-1540	2236-5664				APR-JUN	2017	18	2					257	278		10.20502/rbg.v18i2.998								WOS:000411512900002						
J	Lettenmaier, T; von Jouanne, A; Brekken, T				Lettenmaier, Terry; von Jouanne, Annette; Brekken, Ted			A new maximum power point tracking algorithm for ocean wave energy converters	INTERNATIONAL JOURNAL OF MARINE ENERGY																													2214-1669					APR	2017	17						40	55		10.1016/j.ijome.2017.01.006								WOS:000400280300003						
J	Szumilo-Pilarska, E; Falkowska, L; Grajewska, A; Meissner, W				Szumilo-Pilarska, Emilia; Falkowska, Lucyna; Grajewska, Agnieszka; Meissner, Wlodzimierz			Mercury in Feathers and Blood of Gulls from the Southern Baltic Coast, Poland	WATER AIR AND SOIL POLLUTION																Meissner, Wlodzimierz/A-3657-2008	Meissner, Wlodzimierz/0000-0002-1259-2838												0049-6979	1573-2932				APR	2017	228	4							138	10.1007/s11270-017-3308-6								WOS:000399872600017	28344366					
J	Philpott, SM; Bichier, P				Philpott, Stacy M.; Bichier, Peter			Local and landscape drivers of predation services in urban gardens	ECOLOGICAL APPLICATIONS																Philpott, Stacy/F-2330-2011	Philpott, Stacy/0000-0002-8338-3806												1051-0761	1939-5582				APR	2017	27	3					966	976		10.1002/eap.1500								WOS:000398577200020	28083983					
J	Maquart, M; Dahmani, M; Marie, JL; Gravier, P; Leparc-Goffart, I; Davoust, B				Maquart, Marianne; Dahmani, Mustapha; Marie, Jean-Lou; Gravier, Patrick; Leparc-Goffart, Isabelle; Davoust, Bernard			First Serological Evidence of West Nile Virus in Horses and Dogs from Corsica Island, France	VECTOR-BORNE AND ZOONOTIC DISEASES																													1530-3667	1557-7759				APR	2017	17	4					275	277		10.1089/vbz.2016.2024								WOS:000397584900010	28075236					
J	Carrasco, N; Gairin, I; Perez, J; Andree, KB; Roque, A; Fernandez-Tejedor, M; Rodgers, CJ; Aguilera, C; Furones, MD				Carrasco, Noelia; Gairin, Ignasi; Perez, Josu; Andree, Karl B.; Roque, Ana; Fernandez-Tejedor, Margarita; Rodgers, Chris J.; Aguilera, Cristobal; Dolors Furones, M.			A Production Calendar Based on Water Temperature, Spat Size, and Husbandry Practices Reduce OsHV-1 mu var Impact on Cultured Pacific Oyster Crassostrea gigas in the Ebro Delta (Catalonia), Mediterranean Coast of Spain	FRONTIERS IN PHYSIOLOGY																Roque, Ana/B-7571-2013; Fernandez-Tejedor, Margarita/J-9449-2013	Roque, Ana/0000-0001-8717-9186; Fernandez-Tejedor, Margarita/0000-0002-2875-1135												1664-042X					MAR 3	2017	8								125	10.3389/fphys.2017.00125								WOS:000395319900001	28316573					
J	McLeod, C; Dowsett, N; Hallegraeff, G; Harwood, DT; Hay, B; Ibbott, S; Malhi, N; Murray, S; Smith, K; Tan, J; Turnbull, A				McLeod, Catherine; Dowsett, Natalie; Hallegraeff, Gustaaf; Harwood, D. Tim; Hay, Brenda; Ibbott, Sam; Malhi, Navreet; Murray, Shauna; Smith, Kirsty; Tan, Jessica; Turnbull, Alison			Accumulation and depuration of paralytic shellfish toxins by Australian abalone Haliotis rubra: Conclusive association with Gymnodinium catenatum dinoflagellate blooms	FOOD CONTROL																	McLeod, Catherine/0000-0001-5619-2898												0956-7135	1873-7129				MAR	2017	73		B				971	980		10.1016/j.foodcont.2016.10.012								WOS:000405537400026						
J	Williamson, A; Newman, A; Cummins, P				Williamson, Amy; Newman, Andrew; Cummins, Phil			Reconstruction of coseismic slip from the 2015 Illapel earthquake using combined geodetic and tsunami waveform data	JOURNAL OF GEOPHYSICAL RESEARCH-SOLID EARTH																													2169-9313	2169-9356				MAR	2017	122	3					2119	2130		10.1002/2016JB013883								WOS:000399660300031						
J	Watermann, BT; Loder, M; Herlyn, M; Daehne, B; Thomsen, A; Gall, K				Watermann, B. T.; Loeder, M.; Herlyn, M.; Daehne, B.; Thomsen, A.; Gall, K. .			Long-term 2007-2013 monitoring of reproductive disturbance in the dun sentinel Assiminea grayana with regard to polymeric materials pollution at the coast of Lower Saxony, North Sea, Germany	ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH																													0944-1344	1614-7499				FEB	2017	24	4					3352	3362		10.1007/s11356-016-8058-2								WOS:000397004600011	27864739					
J	Fenton, H; Daoust, PY; Forzan, MJ; Vanderstichel, RV; Ford, JKB; Spaven, L; Lair, S; Raverty, S				Fenton, Heather; Daoust, Pierre-Yves; Forzan, Maria J.; Vanderstichel, Raphael V.; Ford, John K. B.; Spaven, Lisa; Lair, Stephane; Raverty, Stephen			Causes of mortality of harbor porpoises Phocoena phocoena along the Atlantic and Pacific coasts of Canada	DISEASES OF AQUATIC ORGANISMS																													0177-5103	1616-1580				JAN 24	2017	122	3					171	183		10.3354/dao03080								WOS:000395422600001	28117296					
S	Gilerson, A; Herrera, E; Klein, Y; Foster, R; Gross, B; Arnone, R; Ahmed, S		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Gilerson, Alex; Herrera, Eder; Klein, Yaron; Foster, Robert; Gross, Barry; Arnone, Robert; Ahmed, Sam			Characterization of aerosol parameters over ocean from the Ocean Color satellite sensors and AERONET-OC data	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 104220H	10.1117/12.2279150								WOS:000418795400011						
S	Quartly, GD; Nencioli, F; Conley, D; Abdalla, S		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Quartly, G. D.; Nencioli, F.; Conley, D.; Abdalla, S.			Assessing altimetry close to the coast	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 104220T	10.1117/12.2277591								WOS:000418795400020						
J	Domiciano, IG; Domit, C; Bracarense, APFRL				Domiciano, Isabela Guarnier; Domit, Camila; Rodrigues Loureiro Bracarense, Ana Paula Frederico			The green turtle Chelonia mydas as a marine and coastal environmental sentinels: anthropogenic activities and diseases	SEMINA-CIENCIAS AGRARIAS																	Domit, Camila/0000-0001-6158-6963												1676-546X	1679-0359					2017	38	5					3417	3434		10.5433/1679-0359.2017v38n5p3417								WOS:000416074200050						
J	Novoa, S; Doxaran, D; Ody, A; Vanhellemont, Q; Lafon, V; Lubac, B; Gernez, P				Novoa, Stefani; Doxaran, David; Ody, Anouck; Vanhellemont, Quinten; Lafon, Virginie; Lubac, Bertrand; Gernez, Pierre			Atmospheric Corrections and Multi-Conditional Algorithm for Multi-Sensor Remote Sensing of Suspended Particulate Matter in Low-to-High Turbidity Levels Coastal Waters	REMOTE SENSING																Biblio, LOV/K-9251-2017													2072-4292					JAN	2017	9	1							61	10.3390/rs9010061								WOS:000395492600061						
J	Goela, P; Cristina, S; Kajiyama, T; Icely, J; Moore, G; Fragoso, B; Newton, A				Goela, Priscila; Cristina, Sonia; Kajiyama, Tamito; Icely, John; Moore, Gerald; Fragoso, Bruno; Newton, Alice			Technical note: Algal Pigment Index 2 in the Atlantic off the southwest Iberian Peninsula: standard and regional algorithms	OCEAN SCIENCE																Algarve, CCMAR/C-2603-2018	Cristina, Sonia/0000-0002-5716-9750; Moore, Gerald/0000-0001-6170-6646												1812-0784					DEC 22	2016	12	6					1279	1288		10.5194/os-12-1279-2016								WOS:000391567600001						
J	Donaghy, L; Hong, HK; Kim, M; Park, HS; Choi, KS				Donaghy, Ludovic; Hong, Hyun-Ki; Kim, Moonkoo; Park, Heung-Sik; Choi, Kwang-Sik			Assessment of the fitness of the mussel Mytilus galloprovincialis two years after the Hebei Spirit oil spill	MARINE POLLUTION BULLETIN																	Donaghy, Ludovic/0000-0002-6840-2204												0025-326X	1879-3363				DEC 15	2016	113	1-2					324	331		10.1016/j.marpolbul.2016.10.007								WOS:000390734600060	27745743					
J	Tabachnick, WJ				Tabachnick, Walter J.			Research Contributing to Improvements in Controlling Florida's Mosquitoes and Mosquito-Borne Diseases	INSECTS																													2075-4450					DEC	2016	7	4							50	10.3390/insects7040050								WOS:000392274800004						
J	Smith, LN; Waltzek, TB; Rotstein, DS; Francis-Floyd, R; Walsh, MT; Wellehan, JFX; Gerhold, R; Chapman, AE; de Wit, M				Smith, Lauren N.; Waltzek, Thomas B.; Rotstein, David S.; Francis-Floyd, Ruth; Walsh, Michael T.; Wellehan, James F. X.; Gerhold, Rick; Chapman, Alycia E.; de Wit, Martine			Disseminated toxoplasmosis Toxoplasma gondii in a wild Florida manatee Trichechus manatus latirostris and seroprevalence in two wild populations	DISEASES OF AQUATIC ORGANISMS																	Gerhold, Richard/0000-0003-1592-3759												0177-5103	1616-1580				NOV 22	2016	122	1					77	83		10.3354/dao03055								WOS:000390103900009	27901507					
J	Braun, SA; Newman, PA; Heymsfield, GM				Braun, Scott A.; Newman, Paul A.; Heymsfield, Gerald M.			NASA'S HURRICANE AND SEVERE STORM SENTINEL (HS3) INVESTIGATION	BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY																Newman, Paul/D-6208-2012	Newman, Paul/0000-0003-1139-2508												0003-0007	1520-0477				NOV	2016	97	11					2085	2102		10.1175/BAMS-D-15-00186.1								WOS:000390831500009						
J	Martin-Puig, C; Leuliette, E; Lillibridge, J; Roca, M				Martin-Puig, Cristina; Leuliette, Eric; Lillibridge, John; Roca, Monica			Evaluating the Performance of Jason-2 Open-Loop and Closed-Loop Tracker Modes	JOURNAL OF ATMOSPHERIC AND OCEANIC TECHNOLOGY																Lillibridge, John/F-5606-2010; Leuliette, Eric/D-1527-2010; Martin-Puig, Cristina/B-9544-2015	Lillibridge, John/0000-0001-9102-171X; Leuliette, Eric/0000-0002-3425-4039; Martin-Puig, Cristina/0000-0003-4207-799X												0739-0572	1520-0426				NOV	2016	33	11					2277	2288		10.1175/JTECH-D-16-0011.1								WOS:000388808000001						
J	van de Velde, N; Devleesschauwer, B; Leopold, M; Begeman, L; Usseldijk, L; Hiemstra, S; Ijzer, J; Brownlow, A; Davison, N; Haelters, J; Jauniaux, T; Siebert, U; Dorny, P; De Craeye, S				van de Velde, Norbert; Devleesschauwer, Brecht; Leopold, Mardik; Begeman, Lineke; Usseldijk, Lonneke; Hiemstra, Sjoukje; Ijzer, Jooske; Brownlow, Andrew; Davison, Nicholas; Haelters, Jan; Jauniaux, Thierry; Siebert, Ursula; Dorny, Pierre; De Craeye, Stephane			Toxoplasma gondii in stranded marine mammals from the North Sea and Eastern Atlantic Ocean: Findings and diagnostic difficulties	VETERINARY PARASITOLOGY																	van de Velde, Norbert/0000-0003-3832-6754												0304-4017	1873-2550				OCT 30	2016	230						25	32		10.1016/j.vetpar.2016.10.021								WOS:000389733000006	27884438					
J	Neimanis, AS; Moraeus, C; Bergman, A; Bignert, A; Hoglund, J; Lundstrom, K; Stromberg, A; Backlin, BM				Neimanis, Aleksija S.; Moraeus, Charlotta; Bergman, Anders; Bignert, Anders; Hoglund, Johan; Lundstrom, Karl; Stromberg, Annika; Backlin, Britt-Marie			Emergence of the Zoonotic Biliary Trematode Pseudamphistomum truncatum in Grey Seals (Halichoerus grypus) in the Baltic Sea	PLOS ONE																	Neimanis, Aleksija/0000-0001-7747-2290												1932-6203					OCT 18	2016	11	10							e0164782	10.1371/journal.pone.0164782								WOS:000386203800033	27755567					
J	Heue, KP; Coldewey-Egbers, M; Delcloo, A; Lerot, C; Loyola, D; Valks, P; van Roozendael, M				Heue, Klaus-Peter; Coldewey-Egbers, Melanie; Delcloo, Andy; Lerot, Christophe; Loyola, Diego; Valks, Pieter; van Roozendael, Michel			Trends of tropical tropospheric ozone from 20 years of European satellite measurements and perspectives for the Sentinel-5 Precursor	ATMOSPHERIC MEASUREMENT TECHNIQUES																													1867-1381	1867-8548				OCT 13	2016	9	10					5037	5051		10.5194/amt-9-5037-2016								WOS:000385408500001						
J	Ganas, A; Elias, P; Bozionelos, G; Papathanassiou, G; Avallone, A; Papastergios, A; Valkaniotis, S; Parcharidis, I; Briole, P				Ganas, Athanassios; Elias, Panagiotis; Bozionelos, George; Papathanassiou, George; Avallone, Antonio; Papastergios, Asterios; Valkaniotis, Sotirios; Parcharidis, Issaak; Briole, Pierre			Coseismic deformation, field observations and seismic fault of the 17 November 2015 M=6.5, Lefkada Island, Greece earthquake	TECTONOPHYSICS																Briole, Pierre/D-7405-2017; Avallone, Antonio/U-9530-2017; Elias, Panagiotis/L-4469-2013	Briole, Pierre/0000-0001-6805-6295; Avallone, Antonio/0000-0002-0264-2897; Elias, Panagiotis/0000-0002-8650-0895; Valkaniotis, Sotiris/0000-0003-0003-2902; Papathanassiou, George/0000-0001-6720-9683												0040-1951	1879-3266				SEP 26	2016	687						210	222		10.1016/j.tecto.2016.08.012								WOS:000386406000016						
J	Rondeau-Genesse, G; Trudel, M; Leconte, R				Rondeau-Genesse, Gabriel; Trudel, Melanie; Leconte, Robert			Monitoring snow wetness in an Alpine Basin using combined C-band SAR and MODIS data	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				SEP 15	2016	183						304	317		10.1016/j.rse.2016.06.003								WOS:000382345400025						
J	Emolo, A; Picozzi, M; Festa, G; Martino, C; Colombelli, S; Caruso, A; Elia, L; Zollo, A; Brondi, P; Miranda, N				Emolo, Antonio; Picozzi, Matteo; Festa, Gaetano; Martino, Claudio; Colombelli, Simona; Caruso, Alessandro; Elia, Luca; Zollo, Aldo; Brondi, Piero; Miranda, Nicola			Earthquake early warning feasibility in the Campania region (southern Italy) and demonstration system for public school buildings	BULLETIN OF EARTHQUAKE ENGINEERING																zollo, aldo/B-5344-2010; Picozzi, Matteo/B-1015-2015; Emolo, Antonio/E-3124-2010; Festa, Gaetano/F-8525-2010	zollo, aldo/0000-0002-8191-9566; Picozzi, Matteo/0000-0001-8078-9416; Emolo, Antonio/0000-0001-8390-4168; Festa, Gaetano/0000-0002-2588-8160												1570-761X	1573-1456				SEP	2016	14	9					2513	2529		10.1007/s10518-016-9865-z								WOS:000381152400006						
J	Marino, A; Dierking, W; Wesche, C				Marino, Armando; Dierking, Wolfgang; Wesche, Christine			A Depolarization Ratio Anomaly Detector to Identify Icebergs in Sea Ice Using Dual-Polarization SAR Images	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																	Marino, Armando/0000-0002-4531-3102												0196-2892	1558-0644				SEP	2016	54	9					5602	5615		10.1109/TGRS.2016.2569450								WOS:000382689300046						
