PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Kumar, KR; Kang, N; Yin, Y				Kumar, K. Raghavendra; Kang, Na; Yin, Yan			Classification of key aerosol types and their frequency distributions based on satellite remote sensing data at an industrially polluted city in the Yangtze River Delta, China	INTERNATIONAL JOURNAL OF CLIMATOLOGY																Yin, Yan/I-8350-2014	Yin, Yan/0000-0002-8391-2712												0899-8418	1097-0088				JAN	2018	38	1					320	336		10.1002/joc.5178								WOS:000419093600023						
J	Ibrahim, A; Franz, B; Ahmad, Z; Healy, R; Knobelspiesse, K; Gao, BC; Proctor, C; Zhai, PW				Ibrahim, Amir; Franz, Bryan; Ahmad, Ziauddin; Healy, Richard; Knobelspiesse, Kirk; Gao, Bo-Cai; Proctor, Chris; Zhai, Peng-Wang			Atmospheric correction for hyperspectral ocean color retrieval with application to the Hyperspectral Imager for the Coastal Ocean (HICO)	REMOTE SENSING OF ENVIRONMENT																Zhai, Peng-Wang/E-6085-2017	Zhai, Peng-Wang/0000-0003-4695-5200												0034-4257	1879-0704				JAN	2018	204						60	75		10.1016/j.rse.2017.10.041								WOS:000418464400005						
J	Barnes, BB; Garcia, R; Hu, CM; Lee, Z				Barnes, Brian B.; Garcia, Rodrigo; Hu, Chuanmin; Lee, Zhongping			Multi-band spectral matching inversion algorithm to derive water column properties in optically shallow waters: An optimization of parameterization	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				JAN	2018	204						424	438		10.1016/j.rse.2017.10.013								WOS:000418464400031						
J	Mogstad, AA; Johnsen, G				Mogstad, Aksel Alstad; Johnsen, Geir			Spectral characteristics of coralline algae: a multi-instrumental approach, with emphasis on underwater hyperspectral imaging	APPLIED OPTICS																													1559-128X	2155-3165				DEC 20	2017	56	36					9957	9975		10.1364/AO.56.009957								WOS:000418416800016						
J	Widyatmanti, W; Sammut, J				Widyatmanti, Wirastuti; Sammut, Jesmond			y Hydro-geomorphic controls on the development and distribution of acid sulfate soils in Central Java, Indonesia	GEODERMA					8th International Acid Sulfate Soils Conference	JUL 17-23, 2016	Univ Maryland, College Park, MD	Int Union Soil Sci, Working Grp Acid Sulfate Soils	Univ Maryland																				0016-7061	1872-6259				DEC 15	2017	308						321	332		10.1016/j.geoderma.2017.08.024								WOS:000413282100031						
J	Rusli, SP; Donovan, DP; Russchenberg, HWJ				Rusli, Stephanie P.; Donovan, David P.; Russchenberg, Herman W. J.			Simultaneous and synergistic profiling of cloud and drizzle properties using ground-based observations	ATMOSPHERIC MEASUREMENT TECHNIQUES																													1867-1381	1867-8548				DEC 11	2017	10	12					4777	4803		10.5194/amt-10-4777-2017								WOS:000417614700001						
J	Kavanaugh, MT; Rheuban, JE; Luis, KMA; Doney, SC				Kavanaugh, Maria T.; Rheuban, Jennie E.; Luis, Kelly M. A.; Doney, Scott C.			Thirty-Three Years of Ocean Benthic Warming Along the US Northeast Continental Shelf and Slope: Patterns, Drivers, and Ecological Consequences	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																Doney, Scott/F-9247-2010	Doney, Scott/0000-0002-3683-2437; Kavanaugh, Maria/0000-0001-6126-6177												2169-9275	2169-9291				DEC	2017	122	12					9399	9414		10.1002/2017JC012953								WOS:000422732100006						
J	Huang, WM; Liu, XL; Gill, EW				Huang, Weimin; Liu, Xinlong; Gill, Eric W.			Ocean Wind and Wave Measurements Using X-Band Marine Radar: A Comprehensive Review	REMOTE SENSING																	Huang, Weimin/0000-0001-9622-5041; Liu, Xinlong/0000-0001-6148-852X												2072-4292					DEC	2017	9	12							1261	10.3390/rs9121261								WOS:000419235700057						
J	Ren, L; Hartnett, M				Ren, Lei; Hartnett, Michael			Comparative Study on Assimilating Remote Sensing High Frequency Radar Surface Currents at an Atlantic Marine Renewable Energy Test Site	REMOTE SENSING																													2072-4292					DEC	2017	9	12							1331	10.3390/rs9121331								WOS:000419235700126						
J	Robert, E; Kergoat, L; Soumaguel, N; Merlet, S; Martinez, JM; Diawara, M; Grippa, M				Robert, Elodie; Kergoat, Laurent; Soumaguel, Nogmana; Merlet, Sebastien; Martinez, Jean-Michel; Diawara, Mamadou; Grippa, Manuela			Analysis of Suspended Particulate Matter and Its Drivers in Sahelian Ponds and Lakes by Remote Sensing (Landsat and MODIS): Gourma Region, Mali	REMOTE SENSING																	DIAWARA, Mamadou Oumar/0000-0002-7958-4525												2072-4292					DEC	2017	9	12							1272	10.3390/rs9121272								WOS:000419235700068						
J	Scales, KL; Hazen, EL; Maxwell, SM; Dewar, H; Kohin, S; Jacox, MG; Edwards, CA; Briscoe, DK; Crowder, LB; Lewison, RL; Bograd, SJ				Scales, Kylie L.; Hazen, Elliott L.; Maxwell, Sara M.; Dewar, Heidi; Kohin, Suzanne; Jacox, Michael G.; Edwards, Christopher A.; Briscoe, Dana K.; Crowder, Larry B.; Lewison, Rebecca L.; Bograd, Steven J.			Fit to predict? Eco-informatics for predicting the catchability of a pelagic fish in near real time	ECOLOGICAL APPLICATIONS																	Scales, Kylie/0000-0003-0843-0956												1051-0761	1939-5582				DEC	2017	27	8					2313	2329		10.1002/eap.1610								WOS:000416862700006	28833890					
J	Tao, Z; Wang, Y; Ma, S; Lv, TT; Zhou, X				Tao, Zui; Wang, Yan; Ma, Sheng; Lv, Tingting; Zhou, Xiang			A Phytoplankton Class-Specific Marine Primary Productivity Model Using MODIS Data	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING																													1939-1404	2151-1535				DEC	2017	10	12	2				5519	5528		10.1109/JSTARS.2017.2747770								WOS:000418871200017						
J	Olsen, KG; Nettles, M				Olsen, Kira G.; Nettles, Meredith			Patterns in glacial-earthquake activity around Greenland, 2011-13	JOURNAL OF GLACIOLOGY																													0022-1430	1727-5652				DEC	2017	63	242					1077	1089		10.1017/jog.2017.78								WOS:000418852500012						
J	Chauhan, P; Raman, M				Chauhan, Prakash; Raman, Mini			Satellite Remote Sensing for Ocean Biology: An Indian Perspective	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					629	640		10.1007/s40010-017-0439-5								WOS:000418819200012						
J	Nagamani, PV; Latha, TP; Bhavani, IVG; Rao, YU; Raman, M; Amminedu, E; Rao, KH; Choudhury, SB				Nagamani, P. V.; Latha, T. Preethi; Bhavani, I. V. G.; Rao, Y. Umamaheswara; Raman, Mini; Amminedu, E.; Rao, K. H.; Choudhury, S. B.			Optical Detection of Diatom Bloom in the Coastal Waters of Bay of Bengal Using Oceansat-2 OCM	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					867	878		10.1007/s40010-017-0455-5								WOS:000418819200029						
J	Kumar, M; Magotra, R; Parikh, J; Rajawat, AS				Kumar, Mohit; Magotra, Rohit; Parikh, Jyoti; Rajawat, A. S.			Changing Landscape of Marine National Park and Sanctuary, Gulf of Kachchh: Ecological Assessment of Mangroves and Coral Reefs	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES INDIA SECTION A-PHYSICAL SCIENCES																													0369-8203	2250-1762				DEC	2017	87	4					889	900		10.1007/s40010-017-0457-3								WOS:000418819200031						
J	Hamylton, SM				Hamylton, Sarah M.			Mapping coral reef environments: A review of historical methods, recent advances and future opportunities	PROGRESS IN PHYSICAL GEOGRAPHY																													0309-1333	1477-0296				DEC	2017	41	6					803	833		10.1177/0309133317744998								WOS:000418042100006						
J	Kaliraj, S; Chandrasekar, N; Ramachandran, KK; Srinivas, Y; Saravanan, S				Kaliraj, S.; Chandrasekar, N.; Ramachandran, K. K.; Srinivas, Y.; Saravanan, S.			Coastal landuse and land cover change and transformations of Kanyakumari coast, India using remote sensing and GIS	EGYPTIAN JOURNAL OF REMOTE SENSING AND SPACE SCIENCES																													1110-9823	2090-2476				DEC	2017	20	2					169	185		10.1016/j.ejrs.2017.04.003								WOS:000417619900002						
J	Lecours, V; Devillers, R; Edinger, EN; Brown, CJ; Lucieer, VL				Lecours, Vincent; Devillers, Rodolphe; Edinger, Evan N.; Brown, Craig J.; Lucieer, Vanessa L.			Influence of artefacts in marine digital terrain models on habitat maps and species distribution models: a multiscale assessment	REMOTE SENSING IN ECOLOGY AND CONSERVATION																	Lecours, Vincent/0000-0002-4777-3348												2056-3485					DEC	2017	3	4					232	246		10.1002/rse2.49								WOS:000417252400005						
J	Mutiti, CM; Medley, KE; Mutiti, S				Mutiti, Christine M.; Medley, Kimberly E.; Mutiti, Samuel			Using GIS and remote sensing to explore the influence of physical environmental factors and historical land use on bushland structure	AFRICAN JOURNAL OF ECOLOGY																													0141-6707	1365-2028				DEC	2017	55	4					477	486		10.1111/aje.12378								WOS:000415740100010						
J	Mathew, MM; Rao, NS; Mandla, VR				Mathew, Merin Mariam; Rao, N. Srinivasa; Mandla, Venkata Ravibabu			Development of regression equation to study the Total Nitrogen, Total Phosphorus and Suspended Sediment using remote sensing data in Gujarat and Maharashtra coast of India	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				DEC	2017	21	6					917	927		10.1007/s11852-017-0561-1								WOS:000416870600017						
J	Caras, T; Hedley, J; Karnieli, A				Caras, Tarnir; Hedley, John; Karnieli, Arnon			Implications of sensor design for coral reef detection: Upscaling ground hyperspectral imagery in spatial and spectral scales	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																													0303-2434					DEC	2017	63						68	77		10.1016/j.jag.2017.07.009								WOS:000411848500007						
J	Zarco-Perello, S; Simoes, N				Zarco-Perello, Salvador; Simoes, Nuno			Ordinary kriging vs inverse distance weighting: spatial interpolation of the sessile community of Madagascar reef, Gulf of Mexico	PEERJ																													2167-8359					NOV 30	2017	5								e4078	10.7717/peerj.4078								WOS:000417096100005	29204321					
J	Organelli, E; Barbieux, M; Claustre, H; Schmechtig, C; Poteau, A; Bricaud, A; Boss, E; Briggs, N; Dall'Olmo, G; D'Ortenzio, F; Leymarie, E; Mangin, A; Obolensky, G; Penkerc'h, C; Prieur, L; Roesler, C; Serra, R; Uitz, J; Xing, XG				Organelli, Emanuele; Barbieux, Marie; Claustre, Herve; Schmechtig, Catherine; Poteau, Antoine; Bricaud, Annick; Boss, Emmanuel; Briggs, Nathan; Dall'Olmo, Giorgio; D'Ortenzio, Fabrizio; Leymarie, Edouard; Mangin, Antoine; Obolensky, Grigor; Penkerc'h, Christophe; Prieur, Louis; Roesler, Collin; Serra, Romain; Uitz, Julia; Xing, Xiaogang			Two databases derived from BGC-Argo float measurements for marine biogeochemical and bio-optical applications	EARTH SYSTEM SCIENCE DATA																CLAUSTRE, Herve/E-6877-2011	CLAUSTRE, Herve/0000-0001-6243-0258; Boss, Emmanuel/0000-0002-8334-9595; Organelli, Emanuele/0000-0001-8191-8179												1866-3508	1866-3516				NOV 22	2017	9	2					861	880		10.5194/essd-9-861-2017								WOS:000416002300001						
J	Zhu, J; Chen, YJ; Zhang, LB; Jia, XQ; Feng, ZJ; Wu, GH; Yan, XC; Zhai, JQ; Wu, Y; Chen, Q; Zhou, XY; Wang, ZZ; Zhang, C; Kang, L; Chen, J; Wu, PH				Zhu, Jiang; Chen, Yajun; Zhang, Labao; Jia, Xiaoqing; Feng, Zhijun; Wu, Ganhua; Yan, Xiachao; Zhai, Jiquan; Wu, Yang; Chen, Qi; Zhou, Xiaoying; Wang, Zhizhong; Zhang, Chi; Kang, Lin; Chen, Jian; Wu, Peiheng			Demonstration of measuring sea fog with an SNSPD-based Lidar system	SCIENTIFIC REPORTS																													2045-2322					NOV 8	2017	7								15113	10.1038/s41598-017-15429-y								WOS:000414648700080	29118415					
J	Tilstone, GH; Lange, PK; Misra, A; Brewin, RJW; Cain, T				Tilstone, Gavin H.; Lange, Priscila K.; Misra, Ankita; Brewin, Robert J. W.; Cain, Terry			Micro-phytoplankton photosynthesis, primary production and potential export production in the Atlantic Ocean	PROGRESS IN OCEANOGRAPHY																													0079-6611					NOV	2017	158				SI		109	129		10.1016/j.pocean.2017.01.006								WOS:000418978400009						
J	Brewin, RJW; Tilstone, GH; Jackson, T; Cain, T; Miller, PI; Lange, PK; Misra, A; Airs, RL				Brewin, Robert J. W.; Tilstone, Gavin H.; Jackson, Thomas; Cain, Terry; Miller, Peter I.; Lange, Priscila K.; Misra, Ankita; Airs, Ruth L.			Modelling size-fractionated primary production in the Atlantic Ocean from remote sensing	PROGRESS IN OCEANOGRAPHY																													0079-6611					NOV	2017	158				SI		130	149		10.1016/j.pocean.2017.02.002								WOS:000418978400010						
J	Zoffoli, ML; Lee, Z; Ondrusek, M; Lin, JF; Kovach, C; Wei, JW; Lewis, M				Zoffoli, M. Laura; Lee, Zhongping; Ondrusek, Michael; Lin, Junfang; Kovach, Charles; Wei, Jianwei; Lewis, Marlon			Estimation of Transmittance of Solar Radiation in the Visible Domain Based on Remote Sensing: Evaluation of Models Using In Situ Data	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																	Zoffoli, Maria Laura/0000-0003-1892-0051												2169-9275	2169-9291				NOV	2017	122	11					9176	9188		10.1002/2017JC013209								WOS:000418089400046						
J	Eugenio, F; Marcello, J; Martin, J; Rodriguez-Esparragon, D				Eugenio, Francisco; Marcello, Javier; Martin, Javier; Rodriguez-Esparragon, Dionisio			Benthic Habitat Mapping Using Multispectral High-Resolution Imagery: Evaluation of Shallow Water Atmospheric Correction Techniques	SENSORS																	Rodriguez-Esparragon, Dionisio/0000-0002-4542-2501												1424-8220					NOV	2017	17	11							2639	10.3390/s17112639								WOS:000416790500201						
J	Krings, T; Leifer, I; Krautwurst, S; Gerilowski, K; Horstjann, M; Bovensmann, H; Buchwitz, M; Burrows, JP; Kolyer, RW; Jonsson, HH; Fladeland, MM				Krings, Thomas; Leifer, Ira; Krautwurst, Sven; Gerilowski, Konstantin; Horstjann, Markus; Bovensmann, Heinrich; Buchwitz, Michael; Burrows, John P.; Kolyer, Richard W.; Jonsson, Haflidi H.; Fladeland, Matthew M.			Reduced Methane Emissions from Santa Barbara Marine Seeps	REMOTE SENSING																	Buchwitz, Michael/0000-0001-7616-1837; Krautwurst, Sven/0000-0003-1671-7295												2072-4292					NOV	2017	9	11							1162	10.3390/rs9111162								WOS:000416554100077						
J	Rastner, P; Strozzi, T; Paul, F				Rastner, Philipp; Strozzi, Tazio; Paul, Frank			Fusion of Multi-Source Satellite Data and DEMs to Create a New Glacier Inventory for Novaya Zemlya	REMOTE SENSING																	Strozzi, Tazio/0000-0002-9054-951X												2072-4292					NOV	2017	9	11							1122	10.3390/rs9111122								WOS:000416554100037						
J	Wang, YC; Shen, F; Sokoletsky, L; Sun, XR				Wang, Yongchao; Shen, Fang; Sokoletsky, Leonid; Sun, Xuerong			Validation and Calibration of QAA Algorithm for CDOM Absorption Retrieval in the Changjiang (Yangtze) Estuarine and Coastal Waters	REMOTE SENSING																	Sokoletsky, Leonid/0000-0002-6892-1039												2072-4292					NOV	2017	9	11							1192	10.3390/rs9111192								WOS:000416554100106						
J	Tuholske, C; Tane, Z; Lopez-Carr, D; Roberts, D; Cassels, S				Tuholske, Cascade; Tane, Zachary; Lopez-Carr, David; Roberts, Dar; Cassels, Susan			Thirty years of land use/cover change in the Caribbean: Assessing the relationship between urbanization and mangrove loss in Roatan, Honduras	APPLIED GEOGRAPHY																													0143-6228	1873-7730				NOV	2017	88						84	93		10.1016/j.apgeog.2017.08.018								WOS:000416192200008						
J	Kalmus, P; Lebsock, M				Kalmus, Peter; Lebsock, Matthew			Correcting Biased Evaporation in CloudSat Warm Rain	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892	1558-0644				NOV	2017	55	11					6207	6217		10.1109/TGRS.2017.2722469								WOS:000413656900015						
J	Bao, QL; Lin, MS; Zhang, YG; Dong, XL; Lang, SY; Gong, P				Bao, Qingliu; Lin, Mingsen; Zhang, Youguang; Dong, Xiaolong; Lang, Shuyan; Gong, Peng			Ocean Surface Current Inversion Method for a Doppler Scatterometer	IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING																													0196-2892	1558-0644				NOV	2017	55	11					6505	6516		10.1109/TGRS.2017.2728824								WOS:000413656900039						
J	Fossette, S; Abrahms, B; Hazen, EL; Bograd, SJ; Zilliacus, KM; Calambokidis, J; Burrows, JA; Goldbogen, JA; Harvey, JT; Marinovic, B; Tershy, B; Croll, DA				Fossette, Sabrina; Abrahms, Briana; Hazen, Elliott L.; Bograd, Steven J.; Zilliacus, Kelly M.; Calambokidis, John; Burrows, Julia A.; Goldbogen, Jeremy A.; Harvey, James T.; Marinovic, Baldo; Tershy, Bernie; Croll, Donald A.			Resource partitioning facilitates coexistence in sympatric cetaceans in the California Current	ECOLOGY AND EVOLUTION																	Hazen, Elliott/0000-0002-0412-7178												2045-7758					NOV	2017	7	21					9085	9097		10.1002/ece3.3409								WOS:000414873600039	29152200					
J	Schmeller, D; Bohm, M; Arvanitidis, C; Barber-Meyer, S; Brummitt, N; Chandler, M; Chatzinikolaou, E; Costello, MJ; Ding, H; Garcia-Moreno, J; Gill, M; Haase, P; Jones, M; Juillard, R; Magnusson, WE; Martin, CS; McGeoch, M; Mihoub, JB; Pettorelli, N; Proenca, V; Peng, C; Regan, E; Schmiedel, U; Simaika, JP; Weatherdon, L; Waterman, C; Xu, HG; Belnap, J				Schmeller, Dirk S.; Bohm, Monika; Arvanitidis, Christos; Barber-Meyer, Shannon; Brummitt, Neil; Chandler, Mark; Chatzinikolaou, Eva; Costello, Mark J.; Ding, Hui; Garcia-Moreno, Jaime; Gill, Mike; Haase, Peter; Jones, Miranda; Juillard, Romain; Magnusson, William E.; Martin, Corinne S.; McGeoch, Melodie; Mihoub, Jean-Baptiste; Pettorelli, Nathalie; Proenca, Vania; Peng, Cui; Regan, Eugenie; Schmiedel, Ute; Simaika, John P.; Weatherdon, Lauren; Waterman, Carly; Xu, Haigen; Belnap, Jayne			Building capacity in biodiversity monitoring at the global scale	BIODIVERSITY AND CONSERVATION																Haase, Peter/A-5644-2011; Schmeller, Dirk/F-4324-2010	Schmeller, Dirk/0000-0002-3860-9933; Mihoub, Jb/0000-0002-5354-850X; Proenca, Vania/0000-0001-8245-357X												0960-3115	1572-9710				NOV	2017	26	12					2765	2790		10.1007/s10531-017-1388-7								WOS:000412437200001						
J	Reynolds, SD; Norman, BM; Beger, M; Franklin, CE; Dwyer, RG				Reynolds, Samantha D.; Norman, Bradley M.; Beger, Maria; Franklin, Craig E.; Dwyer, Ross G.			Movement, distribution and marine reserve use by an endangered migratory giant	DIVERSITY AND DISTRIBUTIONS																													1366-9516	1472-4642				NOV	2017	23	11					1268	1279		10.1111/ddi.12618								WOS:000413545900005						
J	Roberson, LA; Lagabrielle, E; Lombard, AT; Sink, K; Livingstone, T; Grantham, H; Harris, JM				Roberson, Leslie A.; Lagabrielle, Erwann; Lombard, Amanda T.; Sink, Kerry; Livingstone, Tamsyn; Grantham, Hedley; Harris, Jean M.			Pelagic bioregionalisation using open-access data for better planning of marine protected area networks	OCEAN & COASTAL MANAGEMENT																													0964-5691	1873-524X				NOV 1	2017	148						214	230		10.1016/j.ocecoaman.2017.08.017								WOS:000412611300021						
J	Veitch, SA; Nettles, M				Veitch, Stephen A.; Nettles, Meredith			Assessment of glacial-earthquake source parameters	JOURNAL OF GLACIOLOGY																													0022-1430	1727-5652				OCT	2017	63	241					867	876		10.1017/jog.2017.52								WOS:000418851100010						
J	Karageorgis, AP; Drakopoulos, PG; Psarra, S; Pagou, K; Krasakopoulou, E; Banks, AC; Velaoras, D; Spyridakis, N; Papathanassiou, E				Karageorgis, A. P.; Drakopoulos, P. G.; Psarra, S.; Pagou, K.; Krasakopoulou, E.; Banks, A. C.; Velaoras, D.; Spyridakis, N.; Papathanassiou, E.			Particle characterization and composition in the NE Aegean Sea: Combining optical methods and biogeochemical parameters	CONTINENTAL SHELF RESEARCH																	Velaoras, Dimitris/0000-0001-6919-3734												0278-4343	1873-6955				OCT 1	2017	149				SI		96	111		10.1016/j.csr.2017.03.008								WOS:000416395500008						
J	Favoretto, F; Morel, Y; Waddington, A; Lopez-Calderon, J; Cadena-Roa, M; Blanco-Jarvio, A				Favoretto, Fabio; Morel, Yann; Waddington, Andrew; Lopez-Calderon, Jorge; Cadena-Roa, Marco; Blanco-Jarvio, Anidia			Testing of the 4SM Method in the Gulf of California Suggests Field Data Are not Needed to Derive Satellite Bathymetry	SENSORS																	Favoretto, Fabio/0000-0002-6493-4254												1424-8220					OCT	2017	17	10							2248	10.3390/s17102248								WOS:000414931500090						
J	Xing, QG; Guo, RH; Wu, LL; An, DY; Cong, M; Qin, S; Li, XR				Xing, Qianguo; Guo, Ruihong; Wu, Lingling; An, Deyu; Cong, Ming; Qin, Song; Li, Xuerong			High-Resolution Satellite Observations of a New Hazard of Golden Tides Caused by Floating Sargassum in Winter in the Yellow Sea	IEEE GEOSCIENCE AND REMOTE SENSING LETTERS																													1545-598X	1558-0571				OCT	2017	14	10					1815	1819		10.1109/LGRS.2017.2737079								WOS:000413961200034						
J	Sun, DY; Huan, Y; Qiu, ZF; Hu, CM; Wang, SQ; He, YJ				Sun, Deyong; Huan, Yu; Qiu, Zhongfeng; Hu, Chuanmin; Wang, Shengqiang; He, Yijun			Remote-Sensing Estimation of Phytoplankton Size Classes From GOCI Satellite Measurements in Bohai Sea and Yellow Sea	JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS																	He, Yijun/0000-0002-1531-5262												2169-9275	2169-9291				OCT	2017	122	10					8309	8325		10.1002/2017JC013099								WOS:000415893300030						
J	Leu, LG				Leu, Li-Guang			SPOT IMAGERY ANALYSES ON COASTLINE MAPPING AND ISLET AREA ESTIMATION FOR PENGHU ARCHIPELAGO	JOURNAL OF MARINE SCIENCE AND TECHNOLOGY-TAIWAN																													1023-2796					OCT	2017	25	5					617	623		10.6119/JMST-017-0928-1								WOS:000414892600014						
J	Cao, YF; Xu, LL; Clausi, D				Cao, Yongfeng; Xu, Linlin; Clausi, David			Exploring the Potential of Active Learning for Automatic Identification of Marine Oil Spills Using 10-Year (2004-2013) RADARSAT Data	REMOTE SENSING																													2072-4292					OCT	2017	9	10							1041	10.3390/rs9101041								WOS:000414650600071						
