PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
S	Bostater, CR; Oney, TS; Rotkiske, T; Aziz, S; Morrisette, C; Callahan, K; Mcallister, D		Bostater, CR; Mertikas, SP; Neyt, X; Babichenko, S		Bostater, Charles R., Jr.; Oney, Taylor S.; Rotkiske, Tyler; Aziz, Samin; Morrisette, Charles; Callahan, Kelby; Mcallister, Devin			Hyperspectral Signatures and WorldView-3 Imagery of Indian River Lagoon and Banana River Estuarine Water and Bottom Types	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2017	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 11-12, 2017	Warsaw, POLAND	SPIE																					0277-786X	1996-756X	978-1-5106-1309-6; 978-1-5106-1308-9				2017	10422								UNSP 104220E	10.1117/12.2288511								WOS:000418795400008						
S	Wicaksono, P; Kamal, M		Neale, CMU; Maltese, A	SPIE	Wicaksono, Pramaditya; Kamal, Muhammad			Spectral response of healthy and damaged leaves of tropical seagrass Enhalus acoroides, Thalassia hemprichii, and Cymodocea rotundata	REMOTE SENSING FOR AGRICULTURE, ECOSYSTEMS, AND HYDROLOGY XIX	Proceedings of SPIE				Conference on Remote Sensing for Agriculture, Ecosystems, and Hydrology	SEP 12-15, 2017	Warsaw, POLAND	SPIE									Wicaksono, Pramaditya/0000-0001-5797-0284												0277-786X	1996-756X	978-1-5106-1307-2; 978-1-5106-1306-5				2017	10421								UNSP 104210L	10.1117/12.2278027								WOS:000417373000016						
J	Elso, MZ; Manent, P; Luque, A; Ramdani, M; Robaina, RR				Zarranz Elso, M.; Manent, P.; Luque, A.; Ramdani, M.; Robaina, R. R.			Genetic Description and Remote Sensing Techniques as Management Tools for Zostera noltii Seagrass Populations along the Atlantic Moroccan Coast	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				JAN	2017	33	1					78	87		10.2112/JCOASTRES-D-15-00111.1								WOS:000394926100006						
J	Baumstark, R; Duffey, R; Pu, RL				Baumstark, Rene; Duffey, Renee; Pu, Ruiliang			Mapping seagrass and colonized hard bottom in Springs Coast, Florida using WorldView-2 satellite imagery	ESTUARINE COASTAL AND SHELF SCIENCE																													0272-7714	1096-0015				NOV 5	2016	181						83	92		10.1016/j.ecss.2016.08.019								WOS:000386406500008						
J	Hoang, TC; O'Leary, MJ; Fotedar, RK				Hoang, Tin C.; O'Leary, Michael J.; Fotedar, Ravi K.			Remote-Sensed Mapping of Sargassum spp. Distribution around Rottnest Island, Western Australia, Using High-Spatial Resolution WorldView-2 Satellite Data	JOURNAL OF COASTAL RESEARCH																	Cong Tin, Hoang/0000-0001-5793-8241												0749-0208	1551-5036				NOV	2016	32	6					1310	1321		10.2112/JCOASTRES-D-15-00077.1								WOS:000387526900005						
J	Muller, G; Stelzer, K; Smollich, S; Gade, M; Adolph, W; Melchionna, S; Kemme, L; Geissler, J; Millat, G; Reimers, HC; Kohlus, J; Eskildsen, K				Mueller, Gabriele; Stelzer, Kerstin; Smollich, Susan; Gade, Martin; Adolph, Winny; Melchionna, Sabrina; Kemme, Linnea; Geissler, Jasmin; Millat, Gerald; Reimers, Hans-Christian; Kohlus, Joern; Eskildsen, Kai			Remotely sensing the German Wadden Sea-a new approach to address national and international environmental legislation	ENVIRONMENTAL MONITORING AND ASSESSMENT																													0167-6369	1573-2959				OCT	2016	188	10							595	10.1007/s10661-016-5591-x								WOS:000384330800053	27681444					
J	Hachani, MA; Ziadi, B; Langar, H; Sami, DA; Turki, S; Aleya, L				Hachani, Mohamed Amine; Ziadi, Boutheina; Langar, Habib; Sami, Djallouli Aslem; Turki, Souad; Aleya, Lotfi			The mapping of the Posidonia oceanica (L.) Delile barrier reef meadow in the southeastern Gulf of Tunis (Tunisia)	JOURNAL OF AFRICAN EARTH SCIENCES																													1464-343X	1879-1956				SEP	2016	121						358	364		10.1016/j.jafrearsci.2016.05.030								WOS:000381167900028						
J	Mishra, DR; Gould, RW				Mishra, Deepak R.; Gould, Richard W., Jr.			Preface: Remote Sensing in Coastal Environments	REMOTE SENSING																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332; Gould, Richard/0000-0002-5149-048X; Mishra, Deepak/0000-0001-8192-7681												2072-4292					AUG	2016	8	8							665	10.3390/rs8080665								WOS:000382458700052						
J	de Fouw, J; Govers, LL; van de Koppel, J; van Belzen, J; Dorigo, W; Cheikh, MAS; Christianen, MJA; van der Reijden, KJ; van der Geest, M; Piersma, T; Smolders, AJP; Olff, H; Lamers, LPM; van Gils, JA; van der Heide, T				de Fouw, Jimmy; Govers, Laura L.; van de Koppel, Johan; van Belzen, Jim; Dorigo, Wouter; Cheikh, Mohammed A. Sidi; Christianen, Marjolijn J. A.; van der Reijden, Karin J.; van der Geest, Matthijs; Piersma, Theunis; Smolders, Alfons J. P.; Olff, Han; Lamers, Leon P. M.; van Gils, Jan A.; van der Heide, Tjisse			Drought, Mutualism Breakdown, and Landscape-Scale Degradation of Seagrass Beds	CURRENT BIOLOGY																van der Geest, Matthijs/A-4744-2013; Olff, Han/A-8516-2008; Smolders, Alfons/H-2583-2012; Lamers, Leon/A-8718-2012; van der Heide, Tjisse/M-3000-2013; van Gils, Jan/B-5544-2008; Christianen, Marjolijn/B-8847-2011	van der Geest, Matthijs/0000-0002-9837-3803; Olff, Han/0000-0003-2154-3576; Lamers, Leon/0000-0003-3769-2154; van Gils, Jan/0000-0002-4132-8243; Christianen, Marjolijn/0000-0001-5839-2981; van Belzen, Jim/0000-0003-2099-1545												0960-9822	1879-0445				APR 25	2016	26	8					1051	1056		10.1016/j.cub.2016.02.023								WOS:000375339700023	26972316					
J	Koedsin, W; Intararuang, W; Ritchie, RJ; Huete, A				Koedsin, Werapong; Intararuang, Wissarut; Ritchie, Raymond J.; Huete, Alfredo			An Integrated Field and Remote Sensing Method for Mapping Seagrass Species, Cover, and Biomass in Southern Thailand	REMOTE SENSING																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332; Koedsin, Werapong/0000-0002-4411-9148												2072-4292					APR	2016	8	4							292	10.3390/rs8040292								WOS:000375156500025						
J	Uhrin, AV; Townsend, PA				Uhrin, Amy V.; Townsend, Philip A.			Improved seagrass mapping using linear spectral unmixing of aerial photographs	ESTUARINE COASTAL AND SHELF SCIENCE																Townsend, Philip/B-5741-2008	Townsend, Philip/0000-0001-7003-8774												0272-7714	1096-0015				MAR 20	2016	171						11	22		10.1016/j.ecss.2016.01.021								WOS:000374199400002						
J	Misbari, S; Hashim, M				Misbari, Syarifuddin; Hashim, Mazlan			Change Detection of Submerged Seagrass Biomass in Shallow Coastal Water	REMOTE SENSING																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332												2072-4292					MAR	2016	8	3								10.3390/rs8030200								WOS:000373627400013						
J	Petus, C; Devlin, M; Thompson, A; McKenzie, L; da Silva, ET; Collier, C; Tracey, D; Martin, K				Petus, Caroline; Devlin, Michelle; Thompson, Angus; McKenzie, Len; da Silva, Eduardo Teixeira; Collier, Catherine; Tracey, Dieter; Martin, Katherine			Estimating the Exposure of Coral Reefs and Seagrass Meadows to Land-Sourced Contaminants in River Flood Plumes of the Great Barrier Reef: Validating a Simple Satellite Risk Framework with Environmental Data	REMOTE SENSING																	McKenzie, Leonard/0000-0003-1294-3770												2072-4292					MAR	2016	8	3								10.3390/rs8030210								WOS:000373627400088						
J	Kim, JY; Im, RY; Do, Y; Kim, GY; Joo, GJ				Kim, Ji Yoon; Im, Ran-Young; Do, Yuno; Kim, Gu-Yeon; Joo, Gea-Jae			Above-ground biomass estimation of tuberous bulrush (Bolboschoenus planiculmis) in mudflats using remotely sensed multispectral image	OCEAN SCIENCE JOURNAL																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332												1738-5261	2005-7172				MAR	2016	51	1					151	158		10.1007/s12601-016-0013-0								WOS:000373381800013						
J	Hedley, J; Russell, B; Randolph, K; Dierssen, H				Hedley, John; Russell, Brandon; Randolph, Kaylan; Dierssen, Heidi			A physics-based method for the remote sensing of seagrasses	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				MAR 1	2016	174						134	147		10.1016/j.rse.2015.12.001								WOS:000368746800011						
J	Toro-Farmer, G; Muller-Karger, FE; Vega-Rodriguez, M; Melo, N; Yates, K; Cerdeira-Estrada, S; Herwitz, SR				Toro-Farmer, Gerardo; Muller-Karger, Frank E.; Vega-Rodriguez, Maria; Melo, Nelson; Yates, Kimberly; Cerdeira-Estrada, Sergio; Herwitz, Stanley R.			Characterization of Available Light for Seagrass and Patch Reef Productivity in Sugarloaf Key, Lower Florida Keys	REMOTE SENSING																Cerdeira-Estrada, Sergio/U-9313-2017	Cerdeira-Estrada, Sergio/0000-0003-1760-1921												2072-4292					FEB	2016	8	2							86	10.3390/rs8020086								WOS:000371898800058						
J	Zucchetta, M; Venier, C; Taji, MA; Mangin, A; Pastres, R				Zucchetta, M.; Venier, C.; Taji, M. A.; Mangin, A.; Pastres, R.			Modelling the spatial distribution of the seagrass Posidonia oceanica along the North African coast: Implications for the assessment of Good Environmental Status	ECOLOGICAL INDICATORS																	Zucchetta, Matteo/0000-0002-5431-6751												1470-160X	1872-7034				FEB	2016	61		2				1011	1023		10.1016/j.ecolind.2015.10.059								WOS:000367411200084						
B	Anstee, JM; Joehnk, KD; Wilkinson, SN; Karim, F; Lorenz, Z	Webb, JA; Costelloe, JF; CasasMulet, R; Lyon, JP; Stewardson, MJ			Anstee, Janet M.; Joehnk, Klaus D.; Wilkinson, Scott N.; Karim, Fazlul; Lorenz, Zygmunt	Webb, JA; Costelloe, JF; CasasMulet, R; Lyon, JP; Stewardson, MJ		RECONSTRUCTION OF SEAGRASS EXTENT FROM RETROSPECTIVE ANALYSIS OF LANDSAT IMAGERY	11TH INTERNATIONAL SYMPOSIUM ON ECOHYDRAULICS					11th International Symposium on Ecohydraulics	FEB 07-12, 2016	Melbourne, AUSTRALIA									Anstee, Janet/B-1032-2012; Johnk, Klaus/B-3382-2008	Anstee, Janet/0000-0002-1681-9630; Johnk, Klaus/0000-0002-5972-4201														978-0-7340-5339-8				2016																		WOS:000401732900039						
B	Wilkinson, SN; Lorenz, Z; Anstee, J; Joehnk, KD; Karim, F; Coleman, R	Webb, JA; Costelloe, JF; CasasMulet, R; Lyon, JP; Stewardson, MJ			Wilkinson, Scott N.; Lorenz, Zygmunt; Anstee, Janet; Joehnk, Klaus D.; Karim, Fazlul; Coleman, Rhys	Webb, JA; Costelloe, JF; CasasMulet, R; Lyon, JP; Stewardson, MJ		RIVER SEDIMENT LOAD DYNAMICS INFLUENCE PARTICULATE MATTER CONCENTRATIONS IN WESTERN PORT, VICTORIA	11TH INTERNATIONAL SYMPOSIUM ON ECOHYDRAULICS					11th International Symposium on Ecohydraulics	FEB 07-12, 2016	Melbourne, AUSTRALIA									Johnk, Klaus/B-3382-2008; Anstee, Janet/B-1032-2012	Johnk, Klaus/0000-0002-5972-4201; Anstee, Janet/0000-0002-1681-9630														978-0-7340-5339-8				2016																		WOS:000401732900149						
S	Ichihashi, O; Horii, D; Tsukamoto, Y; Someya, T; Terasawa, H; Iki, S; Isoda, M; Goto, K; Ariyasu, E; Inoue, T; Abe, S		Urabe, J; Nakashizuka, T		Ichihashi, Osamu; Horii, Daisuke; Tsukamoto, Yoshio; Someya, Takashi; Terasawa, Hiroaki; Iki, Shinji; Isoda, Maki; Goto, Kotaro; Ariyasu, Emiko; Inoue, Takashi; Abe, Shintaro			Survey of Impact of the Great East Japan Earthquake on the Natural Environment in Tohoku Coastal Regions	ECOLOGICAL IMPACTS OF TSUNAMIS ON COASTAL ECOSYSTEMS: LESSONS FROM THE GREAT EAST JAPAN EARTHQUAKE	Ecological Research Monographs																												2191-0707		978-4-431-56448-5; 978-4-431-56446-1				2016							395	410		10.1007/978-4-431-56448-5_23	10.1007/978-4-431-56448-5							WOS:000402094400024						
S	Bakirman, T; Gumusay, MU; Tuney, I		Halounova, L; Safar, V; Raju, PLN; Planka, L; Zdimal, V; Kumar, TS; Faruque, FS; Kerr, Y; Ramasamy, SM; Comiso, J; Hussin, YA; Thenkabail, PS; Lavender, S; Skidmore, A; Yue, P; Patias, P; Altan, O; Weng, Q		Bakirman, T.; Gumusay, M. U.; Tuney, I.			MAPPING OF THE SEAGRASS COVER ALONG THE MEDITERRANEAN COAST OF TURKEY USING LANDSAT 8 OLI IMAGES	XXIII ISPRS CONGRESS, COMMISSION VIII	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				23rd Congress of the International-Society-for-Photogrammetry-and-Remote-Sensing (ISPRS)	JUL 12-19, 2016	Prague, CZECH REPUBLIC	Int Soc Photogrammetry & Remote Sensing								Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332												2194-9034						2016	41	B8					1103	1105		10.5194/isprsarchives-XLI-B8-1103-2016								WOS:000393156000185						
S	Ariyasu, E; Kakuta, S; Takeda, T		Halounova, L; Sunar, F; Potuckova, M; Patkova, L; Yoshimura, M; Soergel, U; BenDor, E; Smit, J; Bareth, G; Zhang, J; Kaasalainen, S; Sorgel, U; Osmanoglu, B; Crespi, M; Crosetto, M; Blaschke, T; Brovelli, MA; Zagajewski, B		Ariyasu, E.; Kakuta, S.; Takeda, T.			BATHYMETRY MAPPING USING HYPERSPECTRAL DATA: A CASE STUDY OF YAMADA BAY, NORTHEAST JAPAN	XXIII ISPRS CONGRESS, COMMISSION VII	International Archives of the Photogrammetry Remote Sensing and Spatial Information Sciences				23rd Congress of the International-Society-for-Photogrammetry-and-Remote-Sensing (ISPRS)	JUL 12-19, 2016	Prague, CZECH REPUBLIC	Int Soc Photogrammetry & Remote Sensing																					2194-9034						2016	41	B7					61	64		10.5194/isprsarchives-XLI-B7-61-2016								WOS:000393155900010						
S	Bostater, CR; Rotkiske, T; Oney, T		Bostater, CR; Neyt, X; Nichol, C; Aldred, O		Bostater, Charles R., Jr.; Rotkiske, Tyler; Oney, Taylor			Hyperspectral reflectance signature protocol for predicting subsurface bottom reflectance in water: in-situ and analytical methods	REMOTE SENSING OF THE OCEAN, SEA ICE, COASTAL WATERS, AND LARGE WATER REGIONS 2016	Proceedings of SPIE				Conference on Remote Sensing of the Ocean, Sea Ice, Coastal Waters, and Large Water Regions	SEP 26-27, 2016	Edinburgh, SCOTLAND	SPIE																					0277-786X		978-1-5106-0402-5; 978-1-5106-0403-2				2016	9999								UNSP 99990N	10.1117/12.2241547								WOS:000391353700017						
J	Wicaksono, P				Wicaksono, Pramaditya			Improving the accuracy of Multispectral-based benthic habitats mapping using image rotations: the application of Principle Component Analysis and Independent Component Analysis	EUROPEAN JOURNAL OF REMOTE SENSING																	Wicaksono, Pramaditya/0000-0001-5797-0284												2279-7254						2016	49						433	463		10.5721/EuJRS20164924								WOS:000385998900001						
S	Wagner, GM; Sallema-Mtui, R		Diop, S; Scheren, P; Machiwa, J		Wagner, Greg M.; Sallema-Mtui, Rose			The Rufiji Estuary: Climate Change, Anthropogenic Pressures, Vulnerability Assessment and Adaptive Management Strategies	ESTUARIES: A LIFELINE OF ECOSYSTEM SERVICES IN THE WESTERN INDIAN OCEAN	Estuaries of the World																												2214-1553		978-3-319-25370-1; 978-3-319-25368-8				2016							183	207		10.1007/978-3-319-25370-1_12	10.1007/978-3-319-25370-1							WOS:000382769000016						
S	Klemas, VV		Finkl, CW; Makowski, C		Klemas, Victor V.			Remote Sensing of Submerged Aquatic Vegetation	SEAFLOOR MAPPING ALONG CONTINENTAL SHELVES: RESEARCH AND TECHNIQUES FOR VISUALIZING BENTHIC ENVIRONMENTS	Coastal Research Library																												2211-0577		978-3-319-25121-9; 978-3-319-25119-6				2016	13						125	140		10.1007/978-3-319-25121-9_5	10.1007/978-3-319-25121-9							WOS:000376129800006						
J	Zhang, MW; English, D; Hu, CM; Carlson, P; Muller-Karger, FE; Toro-Farmer, G; Herwitz, SR				Zhang, Minwei; English, David; Hu, Chuanmin; Carlson, Paul; Muller-Karger, Frank E.; Toro-Farmer, Gerardo; Herwitz, Stanley R.			Short-term changes of remote sensing reflectance in a shallow-water environment: observations from repeated airborne hyperspectral measurements	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2016	37	7					1620	1638		10.1080/01431161.2016.1159746								WOS:000373986700008						
J	Maina, JM; Jones, KR; Hicks, CC; McClanahan, TR; Watson, JEM; Tuda, AO; Andrefouet, S				Maina, Joseph M.; Jones, Kendall R.; Hicks, Christina C.; McClanahan, Tim R.; Watson, James E. M.; Tuda, Arthur O.; Andrefouet, Serge			Designing Climate-Resilient Marine Protected Area Networks by Combining Remotely Sensed Coral Reef Habitat with Coastal Multi-Use Maps	REMOTE SENSING																Watson, James/D-8779-2013	Watson, James/0000-0003-4942-1984; Hicks, Christina/0000-0002-7399-4603												2072-4292					DEC	2015	7	12					16571	16587		10.3390/rs71215849								WOS:000367534000040						
J	Hossain, MS; Bujang, JS; Zakaria, MH; Hashim, M				Hossain, M. S.; Bujang, J. S.; Zakaria, M. H.; Hashim, M.			Application of Landsat images to seagrass areal cover change analysis for Lawas, Terengganu and Kelantan of Malaysia	CONTINENTAL SHELF RESEARCH																Hashim, Mazlan/J-7291-2012	Hashim, Mazlan/0000-0001-8284-3332; bujang, japar sidik/0000-0002-9797-7963; Hossain, Mohammad Shawkat/0000-0002-1974-7169												0278-4343	1873-6955				NOV 1	2015	110						124	148		10.1016/j.csr.2015.10.009								WOS:000365464400011						
J	Valle, M; Pala, V; Lafon, V; Dehouck, A; Garmendia, JM; Borja, A; Chust, G				Valle, Mireia; Pala, Vicenc; Lafon, Virgine; Dehouck, Aurelie; Mikel Garmendia, Joxe; Borja, Angel; Chust, Gullem			Mapping estuarine habitats using airborne hyperspectral imagery, with special focus on seagrass meadows	ESTUARINE COASTAL AND SHELF SCIENCE																Chust, Guillem/C-1112-2008	Chust, Guillem/0000-0003-3471-9729; Borja, Angel/0000-0003-1601-2025; Garmendia Etxandi, Joxe Mikel/0000-0002-9403-1777; Valle, Mireia/0000-0001-8517-8518												0272-7714	1096-0015				OCT 5	2015	164						433	442		10.1016/j.ecss.2015.07.034								WOS:000367862400043						
J	Visser, F; Buis, K; Verschoren, V; Meire, P				Visser, Fleur; Buis, Kerst; Verschoren, Veerle; Meire, Patrick			Depth Estimation of Submerged Aquatic Vegetation in Clear Water Streams Using Low-Altitude Optical Remote Sensing	SENSORS																	Visser, Fleur/0000-0001-6042-9341												1424-8220					OCT	2015	15	10					25287	25312		10.3390/s151025287								WOS:000364242300032	26437410					
J	Devlin, MJ; Petus, C; da Silva, E; Tracey, D; Wolff, NH; Waterhouse, J; Brodie, J				Devlin, Michelle J.; Petus, Caroline; da Silva, Eduardo; Tracey, Dieter; Wolff, Nicholas H.; Waterhouse, Jane; Brodie, Jon			Water Quality and River Plume Monitoring in the Great Barrier Reef: An Overview of Methods Based on Ocean Colour Satellite Data	REMOTE SENSING																	Wolff, Nicholas/0000-0003-1162-3556												2072-4292					OCT	2015	7	10					12909	12941		10.3390/rs71012909								WOS:000364328600014						
J	Garcia, RA; Hedley, JD; Tin, HC; Fearns, PRCS				Garcia, Rodrigo A.; Hedley, John D.; Tin, Hoang C.; Fearns, Peter R. C. S.			A Method to Analyze the Potential of Optical Remote Sensing for Benthic Habitat Mapping	Remote Sensing																Hoang, Tin/C-6856-2013	Hoang, Tin/0000-0001-5793-8241												2072-4292					OCT	2015	7	10					13157	13189		10.3390/rs71013157								WOS:000364328600025						
