PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	EY	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Mo, Y; Kearney, M; Momen, B				Mo, Yu; Kearney, Michael; Momen, Bahram			Drought-associated phenological changes of coastal marshes in Louisiana	ECOSPHERE																													2150-8925					MAY	2017	8	5							e01811	10.1002/ecs2.1811								WOS:000402472300022						
J	Ekberg, MLC; Raposa, KB; Ferguson, WS; Ruddock, K; Watson, EB				Ekberg, Marci L. Cole; Raposa, Kenneth B.; Ferguson, Wenley S.; Ruddock, Kevin; Watson, Elizabeth Burke			Development and Application of a Method to Identify Salt Marsh Vulnerability to Sea Level Rise	ESTUARIES AND COASTS																	Watson, Elizabeth/0000-0002-8496-1647												1559-2723	1559-2731				MAY	2017	40	3					694	710		10.1007/s12237-017-0219-0								WOS:000398772900007						
J	Guo, M; Li, J; Sheng, CL; Xu, JW; Wu, L				Guo, Meng; Li, Jing; Sheng, Chunlei; Xu, Jiawei; Wu, Li			A Review of Wetland Remote Sensing	SENSORS																	GUO, Meng/0000-0001-5856-4018												1424-8220					APR	2017	17	4							777	10.3390/s17040777								WOS:000400822900118						
J	Wu, WT; Zhou, YX; Tian, B				Wu, Wen-ting; Zhou, Yun-xuan; Tian, Bo			Coastal wetlands facing climate change and anthropogenic activities: A remote sensing analysis and modelling application	OCEAN & COASTAL MANAGEMENT																													0964-5691	1873-524X				MAR 15	2017	138						1	10		10.1016/j.ocecoaman.2017.01.005								WOS:000395603700001						
J	Taramelli, A; Valentini, E; Cornacchia, L; Bozzeda, F				Taramelli, Andrea; Valentini, Emiliana; Cornacchia, Loreta; Bozzeda, Fabio			A Hybrid Power Law Approach for Spatial and Temporal Pattern Analysis of Salt Marsh Evolution	JOURNAL OF COASTAL RESEARCH																													0749-0208	1551-5036				SPR	2017					77		62	72		10.2112/SI77-007.1								WOS:000403526200007						
J	Khanna, S; Santos, MJ; Koltunov, A; Shapiro, KD; Lay, M; Ustin, SL				Khanna, Shruti; Santos, Maria J.; Koltunov, Alexander; Shapiro, Kristen D.; Lay, Mui; Ustin, Susan L.			Marsh Loss Due to Cumulative Impacts of Hurricane Isaac and the Deepwater Horizon Oil Spill in Louisiana	REMOTE SENSING																	Shapiro, Kristen/0000-0002-9800-3183; Khanna, Shruti/0000-0003-1724-248X												2072-4292					FEB	2017	9	2							169	10.3390/rs9020169								WOS:000397013700071						
J	Long, AL; Kettenring, KM; Hawkins, CP; Neale, CMU				Long, A. Lexine; Kettenring, Karin M.; Hawkins, Charles P.; Neale, Christopher M. U.			Distribution and Drivers of a Widespread, Invasive Wetland Grass, Phragmites australis, in Wetlands of the Great Salt Lake, Utah, USA	WETLANDS																Hawkins, Charles/A-4530-2008	Hawkins, Charles/0000-0003-1247-0248												0277-5212	1943-6246				FEB	2017	37	1					45	57		10.1007/s13157-016-0838-4								WOS:000394134600004						
J	Camilleri, S; De Giglio, M; Stecchi, F; Perez-Hurtado, A				Camilleri, Sarah; De Giglio, Michaela; Stecchi, Francesco; Perez-Hurtado, Alejandro			Land use and land cover change analysis in predominantly man-made coastal wetlands: towards a methodological framework	WETLANDS ECOLOGY AND MANAGEMENT																	perez-hurtado, alejandro/0000-0002-3524-4107; CAMILLERI, SARAH/0000-0003-0107-993X												0923-4861	1572-9834				FEB	2017	25	1					23	43		10.1007/s11273-016-9500-4								WOS:000394165100003						
J	Miller, GJ; Morris, JT; Wang, CZ				Miller, Gwen J.; Morris, James T.; Wang, Cuizhen			Mapping salt marsh dieback and condition in South Carolina's North Inlet-Winyah Bay National Estuarine Research Reserve using remote sensing	AIMS ENVIRONMENTAL SCIENCE																													2372-0344	2372-0352					2017	4	5					677	689		10.3934/environsci.2017.5.677								WOS:000418645800003						
J	Reid, C; Cochran, U; Clark, K; Marsden, I; Litchfield, N; Ries, W				Reid, Catherine; Cochran, Ursula; Clark, Kate; Marsden, Islay; Litchfield, Nicola; Ries, Will			Salt marsh plant response to vertical deformation resulting from the February 2011 Christchurch earthquake	NEW ZEALAND JOURNAL OF GEOLOGY AND GEOPHYSICS																	Cochran, Ursula/0000-0001-8002-4958; Ries, William/0000-0003-4462-6577												0028-8306	1175-8791					2017	60	3					220	238		10.1080/00288306.2017.1307233								WOS:000404363400006						
S	Zhu, CM; Zhang, X		Zhang, X; Wang, L; Jiang, X; Zhu, C		Zhu, Changming; Zhang, Xin			Coastal Remote Sensing	MODELING WITH DIGITAL OCEAN AND DIGITAL COAST	Coastal Research Library																												2211-0577		978-3-319-42710-2; 978-3-319-42708-9				2017	18						169	203		10.1007/978-3-319-42710-2_8	10.1007/978-3-319-42710-2							WOS:000399043100009						
J	Riaza, A; Buzzi, J; Garcia-Melendez, E; del Moral, B; Carrere, V; Richter, R				Riaza, A.; Buzzi, J.; Garcia-Melendez, E.; del Moral, B.; Carrere, V.; Richter, R.			Monitoring salt crusts on an AMD contaminated coastal wetland using hyperspectral Hyperion data (Estuary of the River Odiel, SW Spain)	INTERNATIONAL JOURNAL OF REMOTE SENSING																													0143-1161	1366-5901					2017	38	12					3735	3762		10.1080/01431161.2017.1302621								WOS:000397995500014						
J	Huang, Y; Zhang, T; Wu, WT; Zhou, YX; Tian, B				Huang, Ying; Zhang, Ting; Wu, Wenting; Zhou, Yunxuan; Tian, Bo			Rapid risk assessment of wetland degradation and loss in low-lying coastal zone of Shanghai, China	HUMAN AND ECOLOGICAL RISK ASSESSMENT																													1080-7039	1549-7860					2017	23	1					82	97		10.1080/10807039.2016.1223536								WOS:000393700200007						
J	Wang, DL; Xin, XP; Shao, QQ; Brolly, M; Zhu, ZL; Chen, J				Wang, Dongliang; Xin, Xiaoping; Shao, Quanqin; Brolly, Matthew; Zhu, Zhiliang; Chen, Jin			Modeling Aboveground Biomass in Hulunber Grassland Ecosystem by Using Unmanned Aerial Vehicle Discrete Lidar	SENSORS																	Brolly, Matthew/0000-0002-3576-9675												1424-8220					JAN	2017	17	1							180	10.3390/s17010180								WOS:000393021000179						
J	Bustamante, J; Aragones, D; Afan, I; Luque, CJ; Perez-Vazquez, A; Castellanos, EM; Diaz-Delgado, R				Bustamante, Javier; Aragones, David; Afan, Isabel; Luque, Carlos J.; Perez-Vazquez, Andres; Castellanos, Eloy M.; Diaz-Delgado, Ricardo			Hyperspectral Sensors as a Management Tool to Prevent the Invasion of the Exotic Cordgrass Spartina densiflora in the Donana Wetlands	REMOTE SENSING																CSIC, EBD Donana/C-4157-2011; Afan, Isabel/F-4783-2015; Castellanos Verdugo, Eloy Manuel/S-1820-2016	CSIC, EBD Donana/0000-0003-4318-6602; Afan, Isabel/0000-0003-3874-0461; Castellanos Verdugo, Eloy Manuel/0000-0001-6182-9689; Bustamante, Javier/0000-0001-7515-0677; Diaz-Delgado, Ricardo/0000-0002-0460-4616												2072-4292					DEC	2016	8	12							1001	10.3390/rs8121001								WOS:000392489400030						
J	Byrd, KB; Windham-Myers, L; Leeuw, T; Downing, B; Morris, JT; Ferner, MC				Byrd, Kristin B.; Windham-Myers, Lisamarie; Leeuw, Thomas; Downing, Bryan; Morris, James T.; Ferner, Matthew C.			Forecasting tidal marsh elevation and habitat change through fusion of Earth observations and a process model	ECOSPHERE																	Byrd, Kristin/0000-0002-5725-7486												2150-8925					NOV	2016	7	11							e01582	10.1002/ecs2.1582								WOS:000392207600004						
J	Skrzypek, G; Dogramaci, S; Rouillard, A; Grierson, PF				Skrzypek, Grzegorz; Dogramaci, Shawan; Rouillard, Alexandra; Grierson, Pauline F.			Groundwater seepage controls salinity in a hydrologically terminal basin of semi-arid northwest Australia	JOURNAL OF HYDROLOGY																Grierson, Pauline/A-9240-2008	Grierson, Pauline/0000-0003-2135-0272; Skrzypek, Grzegorz/0000-0002-5686-2393												0022-1694	1879-2707				NOV	2016	542						627	636		10.1016/j.jhydrol.2016.09.033								WOS:000388248400045						
J	Bhunia, GS; Shit, PK; Maiti, R				Bhunia, Gouri Sankar; Shit, Pravat Kumar; Maiti, Ramkrishna			Soil organic carbon stock explored by geo-spatial modeling at Sagar Island, India	SPATIAL INFORMATION RESEARCH																													2366-3286	2366-3294				OCT	2016	24	5					503	514		10.1007/s41324-016-0048-4								WOS:000413299000001						
J	Beland, M; Roberts, DA; Peterson, SH; Biggs, TW; Kokaly, RF; Piazza, S; Roth, KL; Khanna, S; Ustin, SL				Beland, Michael; Roberts, Dar A.; Peterson, Seth H.; Biggs, Trent W.; Kokaly, Raymond F.; Piazza, Sarai; Roth, Keely L.; Khanna, Shruti; Ustin, Susan L.			Mapping changing distributions of dominant species in oil-contaminated salt marshes of Louisiana using imaging spectroscopy	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				SEP 1	2016	182						192	207		10.1016/j.rse.2016.04.024								WOS:000379093700015						
J	Meng, L; Zhou, SW; Zhang, H; Bi, XL				Meng, Ling; Zhou, Shiwei; Zhang, Hua; Bi, Xiaoli			Estimating soil salinity in different landscapes of the Yellow River Delta through Landsat OLI/TIRS and ETM plus Data	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				AUG	2016	20	4					271	279		10.1007/s11852-016-0437-9								WOS:000379584400001						
J	Marsh, A; Blum, LK; Christian, RR; Ramsey, E; Rangoonwala, A				Marsh, Amanda; Blum, Linda K.; Christian, Robert R.; Ramsey, Elijah, III; Rangoonwala, Amina			Response and resilience of Spartina alterniflora to sudden dieback	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				AUG	2016	20	4					335	350		10.1007/s11852-016-0445-9								WOS:000379584400008						
J	McCleery, RA; Zweig, CL				McCleery, Robert A.; Zweig, Christa L.			Leveraging limited information to understand ecological relationships of endangered Florida salt marsh vole	JOURNAL OF MAMMALOGY																													0022-2372	1545-1542				JUL 25	2016	97	4					1249	1255		10.1093/jmammal/gyw084								WOS:000383262100022						
J	O'Donnell, JPR; Schalles, JF				O'Donnell, John P. R.; Schalles, John F.			Examination of Abiotic Drivers and Their Influence on Spartina alterniflora Biomass over a Twenty-Eight Year Period Using Landsat 5 TM Satellite Imagery of the Central Georgia Coast	REMOTE SENSING																	Schalles, John/0000-0003-4228-1288												2072-4292					JUN	2016	8	6							477	10.3390/rs8060477								WOS:000379985300036						
J	Chen, WT; Wang, YX; Li, XJ; Zou, Y; Liao, YW; Yang, JC				Chen, Weitao; Wang, Yanxin; Li, Xianju; Zou, Yi; Liao, Yiwei; Yang, Juncang			Land use/land cover change and driving effects of water environment system in Dunhuang Basin, northwestern China	ENVIRONMENTAL EARTH SCIENCES																	Li, Xianju/0000-0001-7785-2541												1866-6280	1866-6299				JUN	2016	75	12							1027	10.1007/s12665-016-5809-9								WOS:000378865400034						
J	Zhang, KQ; Thapa, B; Ross, M; Gann, D				Zhang, Keqi; Thapa, Bina; Ross, Michael; Gann, Daniel			Remote sensing of seasonal changes and disturbances in mangrove forest: a case study from South Florida	ECOSPHERE																													2150-8925					JUN	2016	7	6							e01366	10.1002/ecs2.1366								WOS:000378523100028						
J	Elmore, AJ; Engelhardt, KAM; Cadol, D; Palinkas, CM				Elmore, Andrew J.; Engelhardt, Katharina A. M.; Cadol, Daniel; Palinkas, Cindy M.			Spatial patterns of plant litter in a tidal freshwater marsh and implications for marsh persistence	ECOLOGICAL APPLICATIONS																Engelhardt, Katharina/H-8755-2013; Elmore, Andrew/D-4341-2012	Elmore, Andrew/0000-0002-9697-9457												1051-0761	1939-5582				APR	2016	26	3					846	860		10.1890/14-1970								WOS:000374840500016	27411255					
J	Zheng, ZS; Zhou, YX; Tian, B; Ding, XW				Zheng Zongsheng; Zhou Yunxuan; Tian Bo; Ding Xianwen			The spatial relationship between salt marsh vegetation patterns, soil elevation and tidal channels using remote sensing at Chongming Dongtan Nature Reserve, China	ACTA OCEANOLOGICA SINICA																													0253-505X	1869-1099				APR	2016	35	4					26	34		10.1007/s13131-016-0831-z								WOS:000374250700004						
J	Zhu, CM; Zhang, X; Qi, JG				Zhu Changming; Zhang Xin; Qi Jiaguo			Detecting and assessing Spartina invasion in coastal region of China: A case study in the Xiangshan Bay	ACTA OCEANOLOGICA SINICA																													0253-505X	1869-1099				APR	2016	35	4					35	43		10.1007/s13131-016-0836-7								WOS:000374250700005						
J	Sarmiento, GNR; Cipolletti, MP; Perillo, MM; Delrieux, CA; Perillo, GME				Revollo Sarmiento, G. N.; Cipolletti, M. P.; Perillo, M. M.; Delrieux, C. A.; Perillo, Gerardo M. E.			Methodology for classification of geographical features with remote sensing images: Application to tidal flats	GEOMORPHOLOGY																	Perillo, Mauricio/0000-0003-0507-436X; Delrieux, Claudio/0000-0002-2727-8374												0169-555X	1872-695X				MAR 15	2016	257						10	22		10.1016/j.geomorph.2015.12.020								WOS:000372378300002						
J	Sun, C; Liu, YX; Zhao, SS; Zhou, MX; Yang, YH; Li, FX				Sun, Chao; Liu, Yongxue; Zhao, Saishuai; Zhou, Minxi; Yang, Yuhao; Li, Feixue			Classification mapping and species identification of salt marshes based on a short-time interval NDVI time-series from HJ-1 optical imagery	INTERNATIONAL JOURNAL OF APPLIED EARTH OBSERVATION AND GEOINFORMATION																													0303-2434					MAR	2016	45		A				27	41		10.1016/j.jag.2015.10.008								WOS:000367771500003						
J	Ge, ZM; Guo, HQ; Zhao, B; Zhang, C; Peltola, HL; Zhang, LQ				Ge, Zhen-Ming; Guo, Hai-Qiang; Zhao, Bin; Zhang, Chao; Peltola, Heli; Zhang, Li-Quan			Spatiotemporal patterns of the gross primary production in the salt marshes with rapid community change: A coupled modeling approach	ECOLOGICAL MODELLING																Zhao, Bin/I-3651-2013; Ge, Zhenming/C-2349-2015	Zhao, Bin/0000-0002-3530-2469; Ge, Zhenming/0000-0001-7446-6135												0304-3800	1872-7026				FEB 10	2016	321						110	120		10.1016/j.ecolmodel.2015.11.003								WOS:000368866600010						
J	Trilla, GG; Pratolongo, P; Kandus, P; Beget, ME; Di Bella, C; Marcovecchio, J				Gonzalez Trilla, G.; Pratolongo, P.; Kandus, P.; Beget, M. E.; Di Bella, C.; Marcovecchio, J.			Relationship Between Biophysical Parameters and Synthetic Indices Derived from Hyperspectral Field Data in a Salt Marsh from Buenos Aires Province, Argentina	WETLANDS																	Kandus, Patricia/0000-0001-6660-2977; Gonzalez Trilla, Gabriela/0000-0003-4112-5013												0277-5212	1943-6246				FEB	2016	36	1					185	194		10.1007/s13157-015-0715-6								WOS:000373644000016						
J	Ghosh, S; Mishra, DR; Gitelson, AA				Ghosh, Shuvankar; Mishra, Deepak R.; Gitelson, Anatoly A.			Long-term monitoring of biophysical characteristics of tidal wetlands in the northern Gulf of Mexico - A methodological approach using MODIS	REMOTE SENSING OF ENVIRONMENT					2014 ForestSAT Conference	NOV 04-07, 2014	Riva del Garda, ITALY										Mishra, Deepak/0000-0001-8192-7681; Ghosh, Shuvankar/0000-0002-3782-3524												0034-4257	1879-0704				FEB	2016	173						39	58		10.1016/j.rse.2015.11.015								WOS:000369200900004						
S	Klemas, VV		Finkl, CW; Makowski, C		Klemas, Victor V.			Remote Sensing of Submerged Aquatic Vegetation	SEAFLOOR MAPPING ALONG CONTINENTAL SHELVES: RESEARCH AND TECHNIQUES FOR VISUALIZING BENTHIC ENVIRONMENTS	Coastal Research Library																												2211-0577		978-3-319-25121-9; 978-3-319-25119-6				2016	13						125	140		10.1007/978-3-319-25121-9_5	10.1007/978-3-319-25121-9							WOS:000376129800006						
J	Poullain, E; Garestier, F; Levoy, F; Bretel, P				Poullain, Emilie; Garestier, Franck; Levoy, Franck; Bretel, Patrice			Analysis of ALS Intensity Behavior as a Function of the Incidence Angle in Coastal Environments	IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING																													1939-1404	2151-1535				JAN	2016	9	1					313	325		10.1109/JSTARS.2015.2510337								WOS:000370541400033						
J	O'Connell, JL; Byrd, KB; Kelly, M				O'Connell, Jessica L.; Byrd, Kristin B.; Kelly, Maggi			A Hybrid Model for Mapping Relative Differences in Belowground Biomass and Root: Shoot Ratios Using Spectral Reflectance, Foliar N and Plant Biophysical Data within Coastal Marsh	REMOTE SENSING																	Kelly, Nina Maggi/0000-0002-0198-2822; Byrd, Kristin/0000-0002-5725-7486												2072-4292					DEC	2015	7	12					16480	16503		10.3390/rs71215837								WOS:000367534000035						
J	Jung, R; Adolph, W; Ehlers, M; Farke, H				Jung, Richard; Adolph, Winny; Ehlers, Manfred; Farke, Hubert			A multi-sensor approach for detecting the different land covers of tidal flats in the German Wadden Sea - A case study at Norderney	REMOTE SENSING OF ENVIRONMENT																													0034-4257	1879-0704				DEC 1	2015	170						188	202		10.1016/j.rse.2015.09.018								WOS:000364726100017						
J	Mo, Y; Momen, B; Kearney, MS				Mo, Yu; Momen, Bahram; Kearney, Michael S.			Quantifying moderate resolution remote sensing phenology of Louisiana coastal marshes	ECOLOGICAL MODELLING																													0304-3800	1872-7026				SEP 24	2015	312						191	199		10.1016/j.ecolmodel.2015.05.022								WOS:000358469200018						
J	Turpie, KR; Klemas, VV; Byrd, K; Kelly, M; Jo, YH				Turpie, Kevin R.; Klemas, Victor V.; Byrd, Kristin; Kelly, Maggi; Jo, Young-Heon			Prospective HyspIRI global observations of tidal wetlands	REMOTE SENSING OF ENVIRONMENT																	Byrd, Kristin/0000-0002-5725-7486												0034-4257	1879-0704				SEP 15	2015	167				SI		206	217		10.1016/j.rse.2015.05.008								WOS:000360510800018						
J	Hu, Z; Lenting, W; van der Wal, D; Bouma, TJ				Hu, Zhan; Lenting, Walther; van der Wal, Daphne; Bouma, Tjeerd J.			Continuous monitoring bed-level dynamics on an intertidal flat: Introducing novel, stand-alone high-resolution SED-sensors	GEOMORPHOLOGY																van der Wal, Daphne/A-8875-2011	van der Wal, Daphne/0000-0002-2319-056X												0169-555X	1872-695X				SEP 15	2015	245						223	230		10.1016/j.geomorph.2015.05.027								WOS:000360511200016						
J	Krolik-Root, C; Stansbury, DL; Burnside, NG				Krolik-Root, Charles; Stansbury, David L.; Burnside, Niall G.			Effective LiDAR-based modelling and visualisation of managed retreat scenarios for coastal planning: An example from the southern UK	OCEAN & COASTAL MANAGEMENT																													0964-5691	1873-524X				SEP	2015	114						164	174		10.1016/j.ocecoaman.2015.06.013								WOS:000359502100015						
J	Wang, AQ; Chen, JD; Jing, CW; Ye, GQ; Wu, JP; Huang, ZX; Zhou, CS				Wang, Anqi; Chen, Jiadai; Jing, Changwei; Ye, Guanqiong; Wu, Jiaping; Huang, Zhixing; Zhou, Chaosheng			Monitoring the Invasion of Spartina alterniflora from 1993 to 2014 with Landsat TM and SPOT 6 Satellite Data in Yueqing Bay, China	PLOS ONE																													1932-6203					AUG 11	2015	10	8							e0135538	10.1371/journal.pone.0135538								WOS:000359353300091	26263172					
J	Cruz-Garcia, LM; Arreola-Lizarraga, JA; Cesena-Beltran, GE; Mendoza-Salgado, RA; Galina-Tessaro, P; Beltran-Morales, LF; Ortega-Rubio, A				Maria Cruz-Garcia, Luz; Alfredo Arreola-Lizarraga, Jose; Ezequiel Cesena-Beltran, Gil; Arturo Mendoza-Salgado, Renato; Galina-Tessaro, Patricia; Felipe Beltran-Morales, Luis; Ortega-Rubio, Alfredo			An examination of coastal conservation by remote sensing in Baja California Sur, M,xico	JOURNAL OF COASTAL CONSERVATION																													1400-0350	1874-7841				AUG	2015	19	4					609	619		10.1007/s11852-015-0411-y								WOS:000362017900015						
J	Moffett, KB; Nardin, W; Silvestri, S; Wang, C; Temmerman, S				Moffett, Kevan B.; Nardin, William; Silvestri, Sonia; Wang, Chen; Temmerman, Stijn			Multiple Stable States and Catastrophic Shifts in Coastal Wetlands: Progress, Challenges, and Opportunities in Validating Theory Using Remote Sensing and Other Methods	REMOTE SENSING																Temmerman, Stijn/C-5521-2009	SILVESTRI, SONIA/0000-0002-5114-8633												2072-4292					AUG	2015	7	8					10184	10226		10.3390/rs70810184								WOS:000360818800032						
J	Tougas-Tellier, MA; Morin, J; Hatin, D; Lavoie, C				Tougas-Tellier, Marie-Andree; Morin, Jean; Hatin, Daniel; lavoie, Claude			Freshwater wetlands: fertile grounds for the invasive Phragmites australis in a climate change context	ECOLOGY AND EVOLUTION																Cerutti, Jerome/A-5398-2017; Bojanowski, Angelique/R-8243-2016; Bah, Idiatou/R-9375-2016; Lavoie, Claude/A-1601-2011; lafreniere, judy/R-9281-2016; DANSOU, dossa Hyppolite/R-9367-2016; Marais, Ariane/S-3349-2016; Marleau Donais, Francis/R-2709-2016; GAO, Jianan/R-6090-2016	Marais, Ariane/0000-0003-0726-2401; Marleau Donais, Francis/0000-0002-1970-7079; 												2045-7758					AUG	2015	5	16					3421	3435		10.1002/ece3.1576								WOS:000360177400017	26380675					
J	Liu, YX; Zhou, MX; Zhao, SS; Zhan, WF; Yang, K; Li, MC				Liu, Yongxue; Zhou, Minxi; Zhao, Saishuai; Zhan, Wenfeng; Yang, Kang; Li, Manchun			Automated extraction of tidal creeks from airborne laser altimetry data	JOURNAL OF HYDROLOGY																Zhan, Wenfeng/I-1137-2014	Zhan, Wenfeng/0000-0001-7487-821X; Yang, Kang/0000-0002-7246-8425; Liu, Yongxue/0000-0002-6837-5015												0022-1694	1879-2707				AUG	2015	527						1006	1020		10.1016/j.jhydrol.2015.05.058								WOS:000358629100085						
J	Martinez-Lopez, J; Martinez-Fernandez, J; Naimi, B; Carreno, MF; Esteve, MA				Martinez-Lopez, Javier; Martinez-Fernandez, Julia; Naimi, Babak; Carreno, Maria F.; Esteve, Miguel A.			An open-source spatio-dynamic wetland model of plant community responses to hydrological pressures	ECOLOGICAL MODELLING					19th Global Biennial Conference of the International-Society-for-Ecological-Modelling (ISEM)	OCT 28-31, 2013	Toulouse, FRANCE	Int Soc Ecol Modelling, Univ Toulouse, INRA, INP, CNRS, METEO France, Elsevier, Air France, Federat Rech Agrobiosciences, Interact & Biodiversites, MAD Environnement, SO Toulouse, Galleries Lafayette								Naimi, Babak/D-8804-2016; Carreno, M. Francisca/C-6844-2009	Naimi, Babak/0000-0001-5431-2729; Carreno, M. Francisca/0000-0003-2536-2852; Martinez-Fernandez, Julia/0000-0001-8675-947X; Martinez-Lopez, Javier/0000-0002-0825-7252												0304-3800	1872-7026				JUN 24	2015	306				SI		326	333		10.1016/j.ecolmodel.2014.11.024								WOS:000355708000034						
J	Roiz, D; Ruiz, S; Soriguer, R; Figuerola, J				Roiz, David; Ruiz, Santiago; Soriguer, Ramon; Figuerola, Jordi			Landscape Effects on the Presence, Abundance and Diversity of Mosquitoes in Mediterranean Wetlands	PLOS ONE																Figuerola, Jordi/B-7917-2008; CSIC, EBD Donana/C-4157-2011; Roiz, David/F-2082-2011	Figuerola, Jordi/0000-0002-4664-9011; CSIC, EBD Donana/0000-0003-4318-6602; Roiz, David/0000-0002-5819-3648												1932-6203					JUN 18	2015	10	6							e0128112	10.1371/journal.pone.0128112								WOS:000356567500014	26086804					
